Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
204687,-393,931,277,-963,120,121,174,990,87,0
549500,-202,-147,1108,500,268,949,-1184,200,38,0
475015,-363,911,396,-972,157,141,582,790,48,1
85718,-424,901,287,-954,129,131,0,1009,-9,0
588046,-20,9,-930,-27,18,-979,-48,-19,1038,0
422187,-323,911,405,-954,175,111,572,819,58,1
198890,-404,921,297,-954,101,151,165,1000,87,0
264953,-414,941,267,-963,138,131,87,1009,-77,1
385015,30,950,435,-318,925,141,9,1000,-116,1
79171,-444,901,306,-963,101,151,165,1000,58,0
162890,-414,901,297,-963,111,171,184,990,106,0
397625,-202,911,445,-936,259,80,504,876,19,1
455609,-353,911,396,-945,138,141,601,819,67,1
520656,-363,901,425,-954,148,131,601,790,58,0
234078,-414,921,257,-954,111,90,174,1000,77,0
314000,535,362,564,-236,851,282,-524,1142,-407,1
462625,-353,892,386,-954,157,111,601,819,38,1
120062,-414,892,306,-963,92,171,155,990,97,0
447625,-343,911,386,-945,157,121,582,828,29,1
455890,-333,892,396,-945,157,121,592,819,19,1
458984,-363,892,386,-954,148,131,592,828,29,1
405609,-323,892,425,-945,157,101,563,838,87,1
182187,-414,911,297,-954,83,171,213,1000,58,0
221906,-373,921,287,-972,111,111,165,1009,77,0
241750,-424,931,267,-963,138,80,184,1009,58,0
35718,40,49,-950,-27,18,-989,427,19,-873,0
372578,414,284,702,-363,731,686,300,771,-194,2
478703,-353,901,386,-963,148,141,601,828,67,1
552750,-222,421,336,127,-222,-464,-582,104,-38,0
532562,-343,872,405,-1000,-74,1191,582,800,67,0
15562,-70,0,-881,-18,27,-989,427,28,-873,0
312078,40,1098,346,-572,916,20,242,1095,-145,1
377656,515,392,683,445,888,545,-262,1000,-97,2
99296,-434,901,306,-945,101,191,174,990,116,0
304937,-151,980,366,-600,824,121,126,828,-106,1
440875,-353,901,376,-945,157,121,582,800,29,1
496187,-353,872,405,-954,148,111,601,800,58,1
323625,3323,1264,4118,-881,1212,-818,-29,971,-58,1
346265,-282,1323,316,-890,1037,111,-213,1219,-106,2
173937,-414,901,297,-954,92,151,194,1000,77,0
271609,-181,980,326,-472,842,121,87,1009,-19,1
463703,-373,892,396,-945,148,101,572,809,38,1
127687,-414,911,297,-963,92,171,194,980,87,0
370484,1202,960,1673,-554,1092,-292,58,904,-67,1
477312,-373,901,396,-963,157,111,582,800,77,1
429406,-353,911,376,-954,148,131,592,819,29,1
378812,131,1049,495,63,935,424,-223,666,-223,2
625,50,49,-960,0,0,0,0,0,0,0
443515,-363,911,376,-963,157,121,582,819,38,1
136546,-404,911,306,-954,92,161,174,1000,97,0
487781,-343,892,405,-945,175,80,601,809,58,1
496484,-353,901,396,-954,166,111,592,809,38,1
586281,40,49,-970,-18,18,-969,-58,-28,1029,0
508968,-383,882,396,-954,157,141,582,809,19,1
134625,-414,892,297,-954,92,161,174,990,87,0
363015,20,1362,267,-936,916,-222,9,1009,-174,2
498875,-353,892,415,-954,157,121,601,809,48,1
200796,-424,931,257,-936,92,121,174,1000,48,0
196281,-424,921,267,-954,101,141,155,990,58,0
239218,-414,931,257,-1036,138,60,213,1019,87,0
117468,-414,901,287,-954,101,161,184,990,97,0
190312,-464,970,247,-954,129,131,-67,1019,-97,0
432343,-353,911,396,-954,157,131,582,819,48,1
169140,-414,892,306,-963,101,161,203,1009,77,0
386078,20,931,465,-236,962,202,0,1009,-116,1
234625,-414,921,267,-972,111,80,184,1000,67,0
504187,-343,892,396,-954,157,111,592,809,67,1
342171,-393,1705,405,-1154,1231,-494,281,1190,-213,1
69296,-434,901,297,-954,120,151,203,1009,87,0
256734,-444,921,277,-963,129,101,194,990,87,0
570375,50,39,-960,-27,18,-989,-9,-9,1029,0
161234,-434,911,316,-954,101,171,194,980,97,0
143687,-414,921,306,-954,101,151,203,990,97,0
205015,-393,911,287,-963,111,121,184,990,67,0
530187,-353,892,396,-945,148,121,601,819,29,0
17578,-70,-58,-950,-54,37,-969,436,19,-883,0
542921,50,29,-960,0,-46,1000,533,828,-19,0
256421,-424,921,277,-954,129,90,174,1000,97,0
520125,-363,892,415,-954,138,141,601,809,48,0
445453,-333,901,396,-954,175,121,592,800,29,1
251296,-414,911,277,-963,138,70,174,990,77,0
245250,-404,921,277,-972,138,80,194,990,77,0
77203,-434,882,316,-954,111,161,174,1000,58,0
15328,-30,-9,-940,-36,27,-979,436,19,-883,0
286375,-111,960,366,-390,907,111,-19,1009,-97,1
361640,1656,-1617,1207,2636,981,1353,-1009,1266,165,2
99468,-434,892,306,-945,101,181,165,1000,87,0
138390,-414,911,287,-963,101,181,184,990,126,0
448625,-363,921,376,-954,148,111,592,819,67,1
576968,50,49,-970,-27,37,-969,-19,0,1019,0
277593,-171,970,316,-454,879,111,38,1019,-48,1
444687,-343,911,376,-954,166,111,592,809,19,1
162609,-404,892,297,-954,101,181,194,1000,97,0
84671,-424,892,297,-954,120,161,38,1028,-19,0
531734,-343,911,366,-554,259,454,592,809,38,0
115531,-414,911,306,-954,101,161,184,1000,97,0
270890,-161,980,316,-409,888,111,38,1009,-58,1
9156,40,49,-970,-36,37,-1000,436,19,-873,0
487312,-363,892,386,-954,148,121,601,809,48,1
144484,-404,921,297,-963,101,151,165,1000,77,0
12953,40,39,-960,-18,18,-979,446,0,-873,0
189093,-424,892,277,-963,120,161,97,1038,-48,0
411812,-323,911,425,-954,166,111,563,828,87,1
305187,-353,254,445,390,1027,393,-116,1057,-38,1
77453,-434,882,316,-963,111,151,165,1009,58,0
255718,-424,921,247,-954,120,111,194,1000,67,0
380062,696,235,891,836,935,636,-339,1152,0,1
16250,-101,-49,-950,-36,18,-989,436,19,-873,0
88687,-434,882,306,-954,120,131,38,1019,38,0
122812,-414,911,306,-954,101,181,174,1000,106,0
90703,-434,911,287,-972,111,161,87,1009,38,0
26984,313,-88,980,-27,37,-979,436,19,-864,0
307843,-111,990,346,-372,898,121,184,923,-106,1
486906,-363,901,405,-954,157,101,592,809,38,1
251343,-414,921,257,-963,138,80,174,1000,97,0
529468,-363,901,405,-954,166,141,582,809,38,0
569812,90,68,-980,-45,18,-979,-19,-9,1019,0
72515,-434,892,287,-981,111,151,184,1009,29,0
176953,-424,911,277,-963,101,171,213,990,87,0
430265,-353,901,386,-954,138,141,601,800,48,1
292171,-373,1696,217,-1154,1046,-262,-19,1104,-38,1
601046,30,49,-930,-27,18,-949,-67,-19,1009,0
335781,-171,1294,356,127,1046,272,-48,1000,9,1
176734,-414,921,297,-954,101,171,213,1000,67,0
312171,-181,1254,306,281,879,424,-281,904,-77,1
90234,-434,901,306,-963,129,161,67,1019,29,0
57078,616,1107,49,-972,55,303,436,742,-495,0
351406,606,1715,-99,-400,935,-141,-58,857,-184,1
382000,424,666,475,272,1027,121,-38,942,-19,1
131437,-414,901,287,-963,92,161,184,1000,58,0
377281,676,235,643,690,814,414,-330,885,-77,2
432656,-363,901,386,-954,166,80,582,819,9,1
171312,-424,901,297,-954,83,161,203,990,87,0
314265,-434,1911,108,-1918,833,-868,-38,1133,-291,1
115343,-434,921,306,-963,101,171,194,980,67,0
491750,-353,901,396,-954,148,131,592,800,38,1
10781,50,39,-960,-27,37,-989,446,9,-864,0
470750,-363,901,386,-963,148,121,601,800,67,1
315703,-404,2460,-198,-2672,759,-1353,1398,1238,-514,1
38546,60,39,-970,-36,27,-969,427,19,-864,0
506375,-353,901,415,-963,166,131,601,790,38,1
107328,-414,931,297,-954,101,141,165,1019,58,0
184625,-424,921,277,-963,101,181,203,1000,67,0
394515,-202,901,514,-945,277,141,495,876,-38,1
138046,-414,911,297,-963,92,171,184,1000,106,0
360906,181,1098,376,-154,1018,-80,330,1190,-165,2
263234,-434,911,267,-954,129,111,38,1028,-48,1
137093,-424,901,297,-963,101,171,194,990,77,0
350968,-50,970,396,-327,935,101,77,980,-97,1
128515,-414,892,306,-954,101,151,184,1009,67,0
394765,-202,911,514,-900,268,90,504,866,-9,1
137312,-414,892,297,-954,101,151,194,1009,48,0
300906,-444,1480,198,-809,972,-222,-48,1038,-145,1
194718,-424,911,306,-954,92,141,135,1009,38,0
10312,50,39,-980,-27,27,-1000,446,28,-873,0
603781,40,49,-960,-27,27,-989,-48,-19,1029,0
602234,50,58,-960,-27,18,-979,-58,-28,1029,0
188062,-424,911,316,-963,101,171,194,990,106,0
162078,-414,911,287,-945,101,171,194,990,87,0
99750,-414,921,306,-954,101,171,184,990,126,0
163546,-424,911,306,-954,83,161,184,1009,67,0
124234,-434,911,277,-954,83,161,184,1000,87,0
71125,-434,901,306,-963,120,151,135,1028,87,0
504937,-363,901,396,-954,157,131,592,800,19,1
11203,30,58,-970,-36,27,-989,436,19,-854,0
11250,60,29,-960,-36,27,-989,436,19,-873,0
277546,-161,980,306,-427,851,141,38,1000,-48,1
138453,-434,892,306,-972,101,171,174,1009,87,0
443843,-353,901,396,-945,166,111,582,819,38,1
199421,-393,911,287,-963,92,181,184,990,48,0
592843,0,-117,-950,-18,18,-989,-48,-19,1019,0
291453,-80,813,297,18,851,171,-135,1000,38,1
252468,-424,901,277,-972,129,101,184,990,67,0
292687,-151,990,396,-345,935,171,300,1095,-194,1
60203,747,156,-69,-963,138,60,203,428,-757,0
210734,-393,931,277,-963,111,141,184,1000,77,0
596375,323,-19,970,-27,27,-989,-58,-19,1019,0
521640,-363,892,405,-945,166,101,592,809,48,0
429609,-343,892,376,-954,157,131,582,828,9,1
438625,-353,911,376,-963,166,121,582,809,48,1
67187,-414,911,306,-945,120,141,135,980,165,0
74968,-434,921,287,-936,111,151,145,1000,48,0
390562,111,921,504,-218,962,131,-19,1009,-145,1
147562,-424,911,277,-954,101,151,184,990,87,0
493375,-363,892,386,-954,166,101,582,819,67,1
372765,121,-617,712,1390,1268,1474,-427,485,77,2
32984,40,49,-950,-36,37,-1000,427,28,-873,0
307968,-242,1019,316,-672,851,-181,0,1019,-213,1
491968,-363,892,396,-954,175,141,592,809,29,1
197828,-414,921,277,-954,111,131,155,1000,58,0
269390,-151,990,306,-463,879,40,67,1009,-97,1
208562,-393,931,297,-954,111,121,184,1009,67,0
233937,-424,921,257,-963,120,80,184,1009,58,0
480000,-383,911,386,-945,148,111,601,819,38,1
185265,-434,901,297,-945,92,171,203,980,97,0
393937,-70,901,495,-909,277,141,466,914,-97,1
109390,-434,901,287,-963,101,151,174,1009,38,0
534796,-282,-725,-9,-27,629,979,582,819,19,0
38328,50,49,-960,-18,18,-989,427,28,-902,0
225937,-404,931,237,-954,120,80,174,1009,58,0
151828,-424,901,306,-945,111,141,194,990,87,0
56875,616,1107,49,-927,18,232,417,819,-456,0
531468,-373,911,386,-881,-27,434,592,809,38,0
216015,-383,950,277,-963,111,131,184,980,48,0
545609,60,29,-950,0,-46,1000,359,628,-980,0
471812,-343,901,396,-945,148,121,601,819,58,1
58187,666,901,217,-954,55,242,262,590,-407,0
215437,-373,931,277,-954,120,141,184,1000,77,0
67625,-414,911,306,-945,101,151,155,1000,145,0
196890,-404,911,267,-963,111,141,165,1000,58,0
145078,-424,911,297,-945,83,171,194,1000,77,0
121703,-404,911,306,-945,101,171,174,1000,77,0
269640,-171,960,297,-427,888,101,29,952,-145,1
587828,20,-19,-1039,-27,37,-1000,-58,-9,1009,0
284750,-131,990,316,-400,888,141,-9,1028,-87,1
47359,-141,-49,-920,-181,-166,-949,-805,-38,-38,0
301656,-232,960,297,-700,768,50,-58,942,-97,1
560859,50,39,-950,-36,37,-969,-9,-28,1038,0
126921,-434,901,306,-954,101,151,203,990,97,0
9562,50,29,-980,-36,27,-969,427,9,-864,0
104359,-414,911,287,-954,101,171,184,1000,87,0
320359,-292,1049,287,-1254,824,-363,-9,1057,-87,1
378953,2111,-764,1485,590,916,-676,174,914,106,2
453312,-353,901,405,-936,138,131,592,819,29,1
62453,-383,1000,217,-954,92,181,9,857,19,0
552343,-626,519,-79,-627,-166,-777,-864,-9,427,0
125312,-434,911,297,-945,83,202,165,1000,87,0
412703,-313,892,405,-963,185,121,563,828,97,1
529062,-363,911,376,-963,157,141,601,790,48,0
447687,-353,892,396,-963,157,111,582,819,77,1
438671,-343,901,396,-954,166,111,582,809,48,1
151000,-424,921,287,-954,101,171,184,1000,77,0
490203,-353,892,415,-954,148,131,582,809,58,1
554375,-545,294,59,-218,-296,-494,-9,-238,-19,0
213140,-393,911,297,-972,120,131,184,990,67,0
79562,-434,911,297,-954,120,131,165,980,29,0
196031,-414,892,277,-963,101,151,155,990,29,0
266906,-242,960,336,-718,722,-10,-165,895,-145,1
435687,-363,901,396,-954,157,121,572,809,38,1
474500,-363,911,386,-954,157,111,601,809,67,1
599390,-30,39,-1217,-36,18,-979,-67,-19,1009,0
527093,-353,901,415,-954,148,121,582,819,48,0
588359,-70,29,-920,-36,9,-979,-48,-19,1019,0
527406,-363,892,405,-945,148,131,601,800,38,0
372734,-393,1892,217,-1890,1046,191,737,514,-67,2
604531,50,68,-980,-27,27,-969,-38,-19,990,0
373593,-292,813,485,-536,814,60,-77,790,-126,2
183187,-424,921,306,-945,83,161,203,1000,87,0
447656,-343,911,396,-945,148,121,572,809,67,1
18843,1383,-49,277,-27,27,-1000,436,28,-873,0
121515,-424,901,287,-954,83,191,194,990,97,0
362031,-757,2029,118,-1936,777,-171,310,1342,-378,2
178625,-414,921,277,-954,101,161,203,980,87,0
575250,70,49,-980,-36,27,-979,-9,0,1000,0
519375,-363,892,396,-954,157,111,572,809,38,1
264078,-454,921,267,-945,129,101,116,1000,-9,1
84953,-424,882,316,-954,120,131,19,1028,-9,0
594812,131,-156,-782,-27,27,-989,-58,-9,1019,0
127078,-424,901,297,-945,111,161,194,1000,87,0
78468,-434,892,297,-954,101,161,155,1009,48,0
532718,-373,892,415,-418,148,1000,601,809,58,0
433109,-353,901,376,-954,138,141,582,800,38,1
386468,40,921,465,-218,925,212,0,1028,-145,1
239562,-414,1000,178,-827,-120,90,165,1000,-38,0
209093,-383,921,287,-954,92,121,184,1000,58,0
336203,-222,1019,326,-345,870,222,29,771,-87,1
583953,30,58,-950,-27,27,-979,-48,-19,1029,0
342890,-70,1147,495,-609,990,-40,912,1028,-291,2
70687,-434,901,306,-954,120,151,145,1057,97,0
505250,-353,901,405,-945,157,131,592,800,48,1
57140,616,1107,49,-890,46,272,398,723,-436,0
7406,40,49,-950,-36,27,-969,436,19,-864,0
368718,-60,950,435,-263,916,202,19,1000,-87,1
425953,-373,892,366,-936,148,80,582,819,19,1
535703,50,313,-1366,-227,-83,989,592,800,38,0
457687,-333,892,396,-954,157,121,582,809,38,1
505875,-363,892,396,-954,157,141,601,800,48,1
125875,-414,892,316,-954,101,141,194,1000,97,0
311562,-353,470,69,381,731,484,29,1000,67,1
516312,-353,892,396,-954,148,131,592,800,48,1
483281,-353,901,396,-954,157,101,582,809,67,1
116515,-424,921,297,-954,101,161,184,1000,67,0
380875,10,1098,415,-654,925,70,631,1485,-407,1
151984,-414,911,297,-945,111,171,194,990,77,0
574781,50,49,-930,-36,37,-979,-9,-28,1009,0
38812,40,49,-950,-36,27,-989,436,19,-893,0
277343,-161,990,346,-427,888,141,9,1009,-77,1
31828,40,39,-960,-36,27,-979,436,19,-854,0
440265,-343,901,386,-954,166,121,592,819,29,1
597937,80,-156,-762,-27,27,-989,-48,-9,1038,0
504453,-363,901,405,-972,157,111,592,819,38,1
400703,-333,931,386,-954,194,70,495,857,48,1
312296,-70,1225,336,-872,944,-80,252,1000,-194,1
86937,-444,892,306,-945,120,141,9,1019,19,0
52921,484,-107,-841,-200,583,-666,543,352,-582,0
246296,-414,931,277,-963,129,111,184,990,97,0
362671,-181,1009,435,-972,768,-131,116,933,-281,2
546953,40,49,-970,0,-46,1000,-174,-266,0,0
31234,40,49,-950,-27,37,-959,427,19,-873,0
87156,-454,901,297,-954,120,151,19,1019,0,0
430468,-353,892,415,-954,148,141,582,809,38,1
265906,-333,950,306,-963,250,80,-233,1000,-174,1
84656,-434,892,297,-963,129,171,48,1028,-9,0
17984,-80,-49,-920,-45,18,-979,427,19,-873,0
256562,-434,931,267,-945,129,90,194,971,87,0
22078,-20,-98,-900,-27,27,-989,456,9,-883,0
105703,-414,911,297,-954,101,151,184,1000,106,0
558968,50,49,-960,-27,27,-959,-378,-114,912,0
340578,-50,1098,405,-363,1018,191,398,1200,-155,1
221671,-373,911,277,-963,111,131,184,1000,48,0
598000,-10,-147,-1108,-36,37,-979,-58,-9,1009,0
60187,858,88,-89,-981,138,50,194,409,-718,0
54843,232,656,-346,-1100,92,505,194,695,-592,0
521796,-373,901,386,-954,157,131,592,809,48,0
314890,-404,431,-465,-400,777,-383,-184,1085,-184,1
425093,-363,901,356,-972,157,181,514,866,-97,1
509296,-353,892,415,-945,157,101,592,809,29,1
359750,-404,-176,-356,618,759,777,-165,1161,116,2
307328,-70,1088,336,309,1101,222,-165,1095,-48,1
174187,-414,911,306,-945,74,181,194,980,87,0
236859,-424,921,237,-963,120,80,194,980,58,0
526156,-363,892,396,-945,157,141,592,800,38,0
240484,-464,872,316,-963,129,60,155,1019,48,0
424125,-343,901,376,-954,175,141,436,847,-58,1
83109,-434,892,316,-963,111,161,145,1019,29,0
448671,-363,901,386,-945,166,131,592,819,48,1
194484,-414,901,287,-954,111,151,135,1000,29,0
282578,-131,980,336,-427,898,131,-19,1009,-77,1
301906,-353,539,59,90,833,363,97,1076,-9,1
301796,-202,1411,316,-418,1268,-131,-29,990,-97,1
315078,-90,1068,386,-663,925,-353,67,723,-126,1
579031,-60,39,-920,-45,27,-989,-19,-9,1019,0
537796,-40,-235,-1049,136,129,1515,601,800,38,0
509734,-353,892,396,-954,148,111,601,809,48,1
568140,60,58,-1029,-45,9,-989,-19,-19,1009,0
111718,-424,921,287,-963,101,151,165,990,97,0
237609,-424,931,237,-963,111,70,184,1000,38,0
121015,-424,911,287,-954,101,141,194,1000,87,0
79515,-424,882,297,-954,111,151,145,1009,58,0
225515,-404,911,237,-981,120,80,184,1000,58,0
543796,50,39,-970,18,-55,989,563,809,-97,0
78718,-434,892,316,-954,101,151,155,1000,38,0
427828,-363,931,366,-954,157,101,572,819,38,1
556500,424,-147,841,190,231,878,-291,-152,912,0
201046,-424,931,297,-963,111,101,174,1019,48,0
292234,161,676,801,509,1268,101,-184,1038,-97,1
223171,-393,941,297,-954,111,131,174,1000,77,0
291171,-191,1000,287,-890,777,-10,48,952,-67,1
34109,50,49,-970,-27,18,-979,446,19,-893,0
574703,60,39,-950,-27,27,-1000,-19,-9,1009,0
139796,-414,911,287,-945,92,161,194,1000,106,0
18031,-80,-49,-970,-36,27,-989,436,19,-893,0
26125,333,-107,970,-18,27,-1000,417,19,-873,0
30890,40,68,-980,-36,27,-979,427,19,-864,0
3859,60,39,-960,-27,18,-979,436,28,-873,0
106921,-424,911,297,-963,120,151,184,990,77,0
97687,-424,882,306,-963,111,171,165,1000,106,0
596000,272,-29,970,-36,37,-959,-58,-19,1019,0
272390,-202,990,306,-481,851,101,135,1009,-38,1
524109,-363,892,396,-954,157,121,582,819,48,0
189500,-404,911,267,-945,138,131,-58,1000,-135,0
276984,-161,990,316,-445,888,121,0,1028,-77,1
231156,-414,921,247,-963,129,80,194,990,77,0
103609,-414,911,287,-963,92,171,174,1000,87,0
144453,-414,911,287,-963,120,161,194,1000,87,0
219453,-383,911,297,-954,101,161,174,1000,77,0
75421,-434,892,297,-963,111,151,145,1000,48,0
545234,40,58,-970,9,-46,969,398,447,-912,0
604656,40,49,-940,-27,27,-979,-48,-28,1019,0
540937,40,39,-960,-9,-55,1000,699,771,-398,0
329156,-161,1000,39,-390,907,-20,-77,933,-116,2
225890,-424,941,257,-945,101,80,184,1000,38,0
187031,-424,911,306,-945,92,181,203,971,97,0
284312,-121,970,366,-409,898,141,0,1000,-67,1
233406,-404,921,237,-963,129,90,194,1000,58,0
407140,-313,892,405,-945,175,101,553,828,97,1
422453,-343,911,405,-945,166,101,601,790,67,1
295968,-121,980,386,-372,916,181,174,952,-58,1
389187,90,931,504,-227,990,212,-77,1019,-165,1
425640,-383,970,376,-990,175,111,572,800,0,1
543765,50,49,-940,0,-46,1000,582,838,-155,0
261921,-444,921,257,-963,148,101,58,1000,-38,1
321359,262,1098,396,181,898,141,58,1047,9,1
96656,-424,901,306,-954,111,191,174,1000,48,0
67921,-414,911,306,-945,101,171,145,990,126,0
320031,-131,970,633,-436,898,131,-19,961,-174,1
574796,50,58,-960,-36,37,-979,-19,-9,1019,0
106421,-404,901,287,-981,101,151,165,990,77,0
418625,-303,892,415,-936,175,161,407,904,-174,1
382796,161,813,534,190,1037,444,-77,1028,-38,1
413156,-333,892,415,-954,175,131,563,838,97,1
424546,-343,911,376,-963,175,131,524,847,-116,1
250531,-111,1274,148,-945,138,101,145,1009,0,0
147250,-424,911,297,-963,92,141,194,1000,77,0
110906,-424,911,277,-954,111,151,174,1000,67,0
119375,-424,911,297,-963,111,141,184,1000,87,0
477281,-363,892,396,-945,148,131,592,828,19,1
323312,-131,931,336,-627,750,30,213,761,-106,1
494281,-363,901,415,-954,157,121,592,819,19,1
525781,-353,892,405,-936,148,131,592,809,38,0
125625,-404,892,297,-963,92,151,184,990,87,0
360515,212,921,445,63,1037,232,-310,1152,-145,2
238281,-424,921,237,-963,120,80,194,1009,58,0
518062,-363,882,405,-945,148,141,601,809,38,1
327468,-10,1039,306,-281,962,10,-155,1019,-126,2
490312,-353,892,405,-954,148,141,592,819,48,1
55062,181,1000,-376,-1000,129,40,446,657,-514,0
412203,-323,911,415,-945,185,101,582,809,106,1
566828,50,39,-960,-27,18,-989,-19,-28,1029,0
334109,-141,960,396,-390,981,191,330,1352,-126,1
493953,-353,892,405,-945,148,121,582,800,58,1
522453,-363,921,376,-954,148,131,592,800,58,0
44875,111,254,-851,-9,74,-1020,-766,38,-378,0
346000,272,774,524,381,1092,343,19,933,-9,2
321968,-151,1372,217,-872,944,-242,135,942,-145,1
519531,-343,892,396,-945,166,90,592,800,48,1
455187,-363,911,396,-954,166,111,592,800,38,1
332250,-212,1029,217,-345,944,10,-466,1171,-106,2
582843,50,49,-1000,-27,27,-989,-38,-19,1029,0
367656,-10,1127,465,-254,1129,191,38,1095,-252,2
