MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,Label
1.0,0.35697929999999994,0.223725427,0.495744479,0.17293348,0.018037879,-0.175474591,-0.027712434,0.25532335,0.043839749,-0.244227617,0.103183262,0.325441921,-0.108535015,-0.244095533,0.070105483,0.237156743,0.08081725099999999,-0.055060654,-0.14363326699999998,0.046908134,0.202477427,0,0,3,11
1.0,0.379620529,0.197893487,0.585564426,0.222884383,-0.002104865,-0.14720592400000002,0.033466563,0.253259244,0.013047265,-0.257661356,0.06759815,0.252028107,-0.105694,-0.259378569,0.028633059,0.15767377300000002,0.073484195,-0.048253362,-0.156324312,0.077179838,0.210605205,0,0,3,8
1.0,0.555047136,0.362761893,0.26204583600000003,0.055275595,0.170975181,0.058875196,0.097819979,0.150589775,-0.098306813,-0.029331088,0.248110415,0.017393435,-0.119600093,0.13532380900000002,0.100359159,-0.085903597,0.025325888,0.08940055300000001,0.01037938,0.051749295999999986,-0.070853478,2,2,5,12
1.0,0.13938065300000002,0.190482936,0.579858541,0.263740449,0.06333067099999999,-0.11795965,0.015848284,0.214468863,-0.010647137,-0.197422356,0.161023014,0.186077482,-0.29681677,-0.229642604,0.265041392,0.226125144,-0.108050471,-0.191810185,-0.074394907,0.123630286,0.158412515,0,0,3,6
1.0,0.31409359600000003,0.238466829,0.633521112,0.267374106,0.010478697,-0.199332127,0.08602076800000001,0.419776041,0.017645249,-0.516371464,-0.036817124,0.3768854720000001,-0.001568371,-0.244369008,0.020848769,0.189153906,0.06527056099999999,-0.039870279,-0.151942514,0.049508172,0.267341793,0,0,3,8
1.0,0.508586174,0.65468572,0.527815922,-0.169736275,-0.065554573,0.4265103670000001,0.012191966,-0.289789342,0.181194812,0.24488831,-0.156112093,-0.15781472400000002,0.203895972,0.037330716,-0.16513645300000002,0.020583548,0.121511574,-0.050323812,-0.112997114,0.01938135,0.029471782,0,0,1,5
1.0,0.15676859099999998,0.161119173,0.603240862,0.29918803,0.077413565,-0.131920861,-0.014311017,0.197826077,-0.007540589,-0.23009884,0.209254153,0.272813535,-0.270045468,-0.233824619,0.219045313,0.217635593,-0.107023273,-0.213031449,-0.095745862,0.18414790600000006,0.19672836,0,0,3,6
1.0,0.450774016,0.372557041,0.489104556,0.066279158,0.058407353,-0.039086807,0.046995831,0.299251905,0.078258748,-0.261493209,0.111188898,0.355152886,-0.070015418,-0.241237202,0.078795802,0.183440346,0.010639435,-0.061346381,-0.08992880699999999,0.055048476,0.14259407300000002,0,0,3,13
1.0,0.504759838,0.33950409299999995,0.463267849,0.270697577,0.166029146,0.174973928,0.040321258,-0.099943665,0.04397415,0.177665603,-0.123134181,-0.258640845,0.047987624000000006,0.093385593,-0.165144254,-0.17292835899999998,0.01411401,0.027755971,-0.058485323,-0.031883421,-0.021452769,1,1,0,14
1.0,0.233324859,0.139859144,0.518743684,0.179724272,0.028758479,-0.166981427,0.007209526,0.252589145,0.075841274,-0.28375220100000004,0.042802733,0.344143811,-0.037288147,-0.317317969,-0.025819159,0.203571918,0.050303051,-0.097963138,-0.111785957,0.028439043,0.195781667,0,0,3,1
1.0,0.104113576,0.337184472,0.32513809,0.164892579,0.227608669,0.114779284,-0.151315602,-0.034101683,0.108991674,0.09731583,0.070972399,0.076734048,-0.048078659,-0.110984275,0.049810969,0.114405559,0.001152651,-0.004120784000000001,-0.020559175,-0.06744314400000001,0.014207521,2,2,6,15
1.0,0.507923835,0.28142818,0.56479893,0.147635612,-0.044585389,-0.073061198,0.14409424099999998,0.35442183200000005,0.02538452,-0.400671793,0.02674466,0.438507776,-0.018915526,-0.308978441,0.05440192,0.28444373,0.050026282000000005,-0.037972659,-0.132530203,0.007032437,0.176398307,0,0,3,10
1.0,0.245595274,0.363609412,0.299003143,0.183030692,0.193546012,-0.084717648,-0.099122348,0.127863538,0.061599211,-0.08126195900000001,0.022929332,0.045393262,-0.011530291000000002,0.006119274,0.019134465,0.022407488,0.035057383,0.000554379,-0.017024055,0.024718154,0.007555627,2,2,6,15
1.0,0.38074648,0.327246233,0.253154709,-0.010217798,0.014681991,0.153637486,0.051845326,-0.06526122599999999,0.036627017000000005,0.08312525400000001,-0.012448279,-0.028320429,0.042657005,0.033526835,-0.01567733,-0.002792984,0.020989388,0.012427485,0.003999471,-0.000649274,-0.000393332,3,5,9,16
1.0,0.471280621,0.216022998,0.4783561220000001,0.20527217600000006,0.14711252800000002,-0.046153042000000005,-0.013550868,0.29658908100000003,0.162580981,-0.331025271,-0.099516327,0.335891008,-0.055298892,-0.290258402,0.061335352,0.315281822,0.06808139,-0.073317146,-0.17801556300000002,-0.066311272,0.316133385,0,0,3,10
1.0,0.517859078,0.446592786,0.685404329,0.09773715,-0.065938386,-0.072009898,0.12235197,0.332698825,-0.043512493,-0.401146025,0.143797068,0.400608867,-0.235022436,-0.262410984,0.226483436,0.214949037,-0.126216272,-0.084687574,-0.014125213,0.147745988,0.141644989,0,0,3,13
1.0,0.17630716,0.27025461100000003,0.390780675,0.152672641,-0.00781346,-0.05696868,0.073304748,0.16862722,0.008516575,-0.100021651,0.00991375,0.098031235,0.049656644000000014,-0.029830106,-0.033504025,0.023909135,0.049194232,0.045471151,-0.009070071,-0.054960963,0.015717341,2,7,4,17
1.0,-0.026579839,0.355232203,0.368492458,0.30653224,0.089383021,-0.232019124,0.043242940999999986,0.108965112,0.067941819,0.087498015,-0.027026451,-0.033731537,-0.014555545,-0.005332391999999999,0.110108154,0.029507464,-0.023112251,-0.022817212000000003,0.001780951,0.031924203,0.019286956,2,6,10,18
0.226284132,0.272854085,1.0,0.4888196970000001,-0.267907555,0.174303756,0.220583251,-0.00048905,0.166407917,0.106662888,-0.061796085,0.115612447,0.009299224,-0.120917125,-0.000353857,0.082816011,-0.019658917,0.007430584,0.028474012000000007,-0.032021600000000004,0.017047698,0.124045264,2,2,6,19
1.0,0.578333627,0.8823810040000001,0.09072985,-0.047770826,0.269980518,0.091305325,-0.06615125599999999,-0.025348475,0.157434866,0.027499383,-0.077139525,0.103206516,0.045906787,-0.030396781,-0.005138815,0.052160970999999993,0.05966082900000001,-0.034937808,0.039209554,0.050467112,-0.052956121,2,4,8,20
1.0,0.38296115,0.283885747,0.507721699,0.141018908,0.011298369,-0.095012159,0.111592375,0.267722296,0.040022854,-0.385540989,0.103475184,0.384589614,-0.169379583,-0.334003217,0.138429954,0.256637428,0.017098852,-0.120074133,-0.13326997699999998,0.099501411,0.22923473,0,0,3,21
1.0,0.223636967,0.280363449,0.267810971,0.160908556,0.185684003,0.106002826,-0.13638167699999998,-0.021132729,0.101293274,0.015930737,0.031173997,0.122369771,-0.020994751,-0.118333603,0.01902356,0.08292685,0.0221566,0.006532051999999999,0.0027687690000000004,-0.029830583,-0.031582101,2,2,6,4
1.0,0.503996762,0.698907189,0.455685842,-0.186974556,0.035922997000000005,0.384570846,0.018111519,-0.25193472,0.239989629,0.219611657,-0.256608928,-0.098152259,0.192115115,-0.026784316,-0.129473631,0.089502319,0.07267387900000001,-0.121655729,-0.024005624,0.102453195,0.012456216,0,0,1,5
1.0,0.307422576,0.234375659,0.559753084,0.173901184,-0.036300019,-0.12766962699999998,0.135037878,0.256989313,-0.082894661,-0.313128055,0.204060577,0.347391147,-0.212462936,-0.286519244,0.19682852,0.241709109,-0.054601572,-0.157733971,-0.091544368,0.12198816,0.17036292600000005,0,0,3,8
1.0,0.522599436,0.721969953,0.477980501,-0.242043163,0.006932771,0.411969868,0.035821197,-0.258831544,0.22042845,0.233548282,-0.227251114,-0.031905996,0.224927087,-0.016122873,-0.07970869900000001,0.149446177,0.102907782,-0.076469074,-0.011639443,0.081462576,-0.003819414,0,0,1,5
1.0,0.211856194,0.030980158,0.343938202,0.305003334,0.182054316,-0.014276092,-0.178241366,-0.01961205,0.28255819600000004,0.061091508,-0.294539753,-0.063186105,0.327975611,0.163836554,-0.14582721199999998,-0.17064220600000002,-0.03696917,0.100871044,0.212044579,0.060543201,-0.231391382,2,7,4,22
0.788673483,0.696725853,1.0,0.401364982,-0.254830529,0.275872079,-0.027902521,-0.262425894,0.24853591,0.15053706,-0.044389612,0.196716944,0.060846841,-0.109886142,0.036613553,0.015086817,-0.084447097,0.031520405,0.169682208,-0.036783488,-0.095452886,0.080855994,2,2,6,3
1.0,0.411688384,0.632660175,0.444858032,0.081459096,0.07337074,0.060098042,-0.07057978200000001,0.085939222,0.13521846699999998,-0.151923963,0.020419221,0.238387244,-0.073727753,-0.106057406,0.175803565,0.039401852,-0.074535263,0.055578821,-0.026558068,-0.033212404,0.122991848,2,2,6,3
1.0,0.302978553,0.014699991,0.408494172,0.480250718,0.127080786,-0.213461314,-0.093064533,0.219049747,0.256330489,-0.103242138,-0.312791852,-0.101438785,0.222278527,0.171108006,-0.076605029,-0.174598741,0.006962303,0.101083999,0.018909436,-0.137707936,-0.085724177,1,1,0,23
1.0,0.357276007,0.398883874,0.7882272440000001,0.311459405,-0.091209958,-0.08281761900000001,0.134076327,0.298234121,-0.003127608,-0.332420799,0.081001402,0.450176821,-0.054455168,-0.283061173,0.057599845,0.145444545,-0.048613676,-0.152083883,-0.090170183,0.026274024,0.047887994,2,7,4,24
0.597503797,0.997097638,1.0,0.275026975,-0.029389815,0.353794108,-0.011698651,0.095501485,-0.005507737,-0.518322828,-0.091008881,0.162444143,-0.473758875,0.057797959,0.550604757,-0.102914445,-0.010532018999999998,0.20761684,-0.043827796,0.113672916,0.215549965,0.084729998,2,2,5,25
1.0,0.32152046,0.282309282,0.6123516999999999,0.222401272,0.048719889,-0.109004802,0.102730468,0.312005415,-0.008015764,-0.392983745,0.082377765,0.426117001,-0.06286527900000001,-0.282360173,0.030868832,0.207344185,0.077436601,-0.08849136199999999,-0.17140746699999998,0.07086477299999999,0.249643529,0,0,3,11
1.0,0.323306628,0.247565142,0.647658945,0.253952626,0.041858836,-0.154014773,0.115808409,0.267377656,-0.08072849,-0.32078136100000004,0.184364213,0.37315969,-0.198188005,-0.259913596,0.180764648,0.21636204,-0.005748435,-0.092899258,-0.056820724,0.11133245,0.16837221300000002,0,0,3,8
1.0,0.563171114,0.633524051,0.524428752,-0.170725737,-0.03781574,0.437746222,0.077305444,-0.216333203,0.24518777,0.28950854600000003,-0.130119096,-0.08807825400000001,0.208107847,-0.046225872,-0.22838382,0.099779464,0.13665970800000002,-0.117803876,-0.133258108,0.060587316,-0.014970226,0,0,1,5
1.0,0.593092403,0.42291188,0.316243847,-0.049548154,0.137773519,-0.048739131,0.082906122,0.225140198,-0.094748375,-0.154816839,0.23991043,-0.037149077,-0.208455016,0.238412093,0.144070322,-0.192046643,-0.043487355,0.0006991510000000001,-0.011788262,0.002138021,-0.148416936,2,2,5,12
1.0,0.43248298,0.253903984,0.567929859,0.164124804,-0.026424108,-0.143276859,0.079584722,0.279206565,0.022436683,-0.306388827,0.046166303,0.373193893,-0.07612952,-0.303842894,-0.009967707,0.189583775,0.066941856,-0.07361527,-0.162104998,0.038860804,0.216581923,0,0,3,8
1.0,0.466471629,0.701118305,0.451736401,-0.2132976,0.019739638,0.390240544,0.006245523,-0.308304767,0.178850029,0.193186279,-0.221536557,-0.008919917,0.284783651,0.028053289,-0.119101903,0.096140257,0.08306165900000001,-0.075296526,-0.010579695,0.039802869,-0.010109867,0,0,1,5
1.0,0.478595318,0.40374609,0.203716835,0.026411384,0.14930291099999998,0.05356444,-0.040971783,0.058054357,0.073832585,-0.042926581,0.011628412,0.052917136,-0.026851257000000003,-0.051338501,0.053605819000000006,0.030007393,-0.019861642,0.006685426,-0.016910533000000002,-0.002762214,0.057547879,2,2,6,3
1.0,0.528598584,0.435673008,0.258701127,0.003294313,0.194805873,0.06001617400000001,-0.0366644,0.054608174,0.052611201,0.008468321,0.055433125,-0.005821902,-0.06856963099999999,0.033456471,0.05973081,-0.018770356,-0.014747222,0.027945631,-0.001075213,-0.011576864,0.055812724,2,2,6,19
1.0,0.331511599,0.12607133199999998,0.54120698,0.16614696699999998,0.015503106,-0.183005794,0.054632175,0.270987443,0.054110451,-0.264364347,0.080440573,0.380599206,-0.059449239,-0.252736955,0.029133078,0.213888697,0.042646604000000005,-0.131225289,-0.17732018600000002,0.061479276,0.211138299,0,0,3,1
1.0,0.350845779,0.010502467,0.022310611,0.113189045,0.17231309,0.176722696,0.086543039,0.070014478,0.073935048,-0.071379729,-0.198738886,-0.124671581,0.17698334899999998,0.298867757,0.16790175699999998,-0.072664588,-0.237371469,-0.18070843,-0.026501421,0.07300266700000001,0.045387194000000006,0,0,1,26
1.0,0.748014793,0.850014225,0.409484904,-0.050474028,0.202607409,0.009474291,-0.037339014,0.131029019,-0.218541806,-0.01596478,0.316905881,-0.129843665,-0.185655739,0.201886147,0.028375939,-0.143642452,0.06281327099999999,0.093325884,0.092764075,0.043793833,-0.037266213,2,2,5,25
1.0,0.292150384,0.424703981,0.6958922390000001,0.116484543,-0.015257808,-0.070769127,0.127738039,0.33580398,-0.030880263,-0.340297314,0.192787915,0.406995538,-0.14574356800000002,-0.267020798,0.206385166,0.240085628,0.000480956,-0.094577431,-0.07494144400000001,0.136899451,0.213746424,0,0,3,13
1.0,0.021777235,0.297368783,0.395692023,0.242397448,0.203548017,0.08691876800000001,-0.168038827,-0.047001746,0.104039714,0.101967094,0.049350984,0.075370663,-0.017268673999999998,-0.106057221,-0.007766944,0.073160467,0.030027797,0.035280576,-0.006675075,-0.07374201400000001,-0.013284484,2,2,6,15
1.0,0.042720028,0.16233281800000002,0.63069254,0.187065012,0.140944874,-0.045995410999999986,0.080126886,0.269391325,-0.01138247,-0.246332098,0.17143031600000005,0.382912631,-0.09102412,-0.189001051,0.073416083,0.110567167,-0.043466272,-0.05856941900000001,-0.042153999,0.119635776,0.072614624,0,0,3,27
1.0,0.162648782,0.09996084,0.338610739,0.17814082899999995,0.02022766,-0.038965632,-0.019213003,0.124593305,0.132381888,-0.078282449,-0.077236193,0.149234849,0.129609486,-0.101077662,-0.092248809,0.042413731,0.078708658,0.036763683,-0.024664097000000003,-0.07207253200000001,-0.004605866,2,7,4,28
1.0,0.239129548,-0.096241921,0.196278518,0.303071557,0.222532615,0.062521913,-0.097474289,0.06667152400000001,0.296560979,-0.021515497,-0.424182621,-0.225554063,0.36158304,0.406152003,0.083634986,-0.166929112,-0.22642703100000006,-0.120150417,0.079615449,0.130616404,0.011432977,0,0,1,26
1.0,0.116444617,0.174462378,0.619720955,0.267263877,0.018992482,-0.204975831,-0.019597963,0.24413548,-0.025789231,-0.26018446,0.164273162,0.252385868,-0.246446809,-0.197175228,0.268696891,0.235372836,-0.099648803,-0.172863563,-0.038096324,0.184603634,0.207608444,0,0,3,6
1.0,0.480317571,0.665124551,0.6066068029999999,-0.248393416,-0.129611878,0.454971603,0.122518475,-0.340953912,0.058118267,0.307566041,-0.133397375,-0.205662425,0.255904436,0.142644115,-0.18815949,-0.06481137299999999,0.095388465,-0.032156846,-0.108806733,0.067240538,0.022097539,0,0,1,5
1.0,0.605782198,0.647380906,0.263559421,0.254332934,0.30622551800000003,-0.028014585,-0.19102402,0.173250292,0.22107486,-0.151858174,0.000310327,-0.01532895,-0.163028715,0.062419172,0.123750768,-0.033669108,-0.045989431,-0.01455088,-0.060200288,-0.005677307,0.014992295,2,2,6,15
1.0,0.274108859,0.194964852,0.607530997,0.195232035,-0.02333717,-0.090335205,0.073340707,0.18898656,-0.070186867,-0.176653755,0.199741906,0.161176613,-0.231984024,-0.118100922,0.247445243,0.126681466,-0.124210688,-0.124345171,-0.086444279,0.101926219,0.132193845,0,0,3,2
1.0,0.267701995,0.205765388,0.510293684,0.226230548,0.073033235,-0.095449777,-0.032069735,0.228957341,0.051269085,-0.338693643,-0.015390631,0.381104499,-0.011283453,-0.33979933100000004,-0.031836832999999995,0.227344467,0.092061782,-0.022254033,-0.15863108199999998,-0.097570804,0.187854747,0,0,3,13
1.0,0.134130931,0.094866575,0.4022512070000001,0.277249444,0.103018097,-0.022859705,-0.073472064,0.111417151,0.180535822,-0.102400425,-0.135340695,0.131749044,0.154627607,-0.065106229,-0.122119349,-0.027172979,0.05061722,0.08335043,0.026377113,-0.05272663,-0.021465756000000003,2,7,4,29
1.0,0.384359281,0.339427941,0.245674201,-0.020953077,0.042009088,0.148880871,0.018306132,-0.046699356,0.064695734,0.052993398,-0.025944067,0.006296946,0.041178175,0.004769667,-0.009345869,0.011854236,0.010322703,0.004226637,0.003095397,0.005057835,0.002977203,3,5,9,30
1.0,0.302183806,-0.009934887,0.336734118,0.435379329,0.152647292,-0.167419523,-0.070543509,0.214718136,0.233561019,-0.046106234,-0.247837703,-0.059356742,0.247303862,0.191648649,-0.059244545,-0.17414671199999998,-0.019614154,0.125559625,0.054202666,-0.079471378,-0.046991004,1,1,0,23
1.0,0.332124317,0.16624408699999998,0.456435247,0.165972364,0.030736948,-0.126136164,0.027091521,0.293289364,0.048400812,-0.260895564,0.101333058,0.305587641,-0.117198256,-0.255704305,0.057374691,0.245348284,0.13058961,-0.100489031,-0.176531057,0.029286265,0.197555116,0,0,3,11
1.0,0.184698528,0.13192005,0.6835111309999999,0.26400955600000003,0.07362410900000001,-0.182359195,-0.020057977,0.293783481,0.104978388,-0.293094373,0.104380343,0.455470831,-0.059342985,-0.359794133,0.041400211,0.25855295100000003,0.08223831200000001,-0.099105237,-0.184226029,0.038103993,0.263062416,0,0,3,1
1.0,0.176844368,0.064955168,0.44338662,0.123254698,-0.101175471,-0.148218622,0.153857175,0.283426557,-0.003230953,-0.157879708,0.233139615,0.27399222100000004,-0.161929638,-0.236339199,0.06143347900000001,0.093488176,-0.097267343,-0.101747973,0.020771593,0.188831938,0.117297292,0,0,3,27
1.0,0.374934431,0.199865374,0.5322632070000001,0.217701821,0.07785566099999999,-0.115575607,0.009260841,0.325316002,0.084509225,-0.217096937,0.118165771,0.32639486100000004,-0.080529411,-0.17372855399999998,0.110429468,0.186424251,0.06200473,-0.08665080800000001,-0.138247369,0.072543355,0.236904208,0,0,3,11
1.0,0.154646975,0.181164686,0.594187833,0.235432381,0.001944356,-0.187130058,0.005349946,0.205826049,-0.004980817,-0.211103719,0.199378712,0.24445047,-0.218818577,-0.2136951,0.202482943,0.21045105100000006,-0.06557511099999999,-0.17274690899999998,-0.092643854,0.142527672,0.193757001,0,0,3,6
1.0,0.17222995300000002,0.21193777,0.559601325,0.254061585,0.096428723,-0.132157229,0.007280022,0.21286012,0.026119563,-0.175661951,0.180890014,0.215936743,-0.235663171,-0.1167425,0.282221582,0.164367502,-0.124199598,-0.166978582,-0.069055495,0.165884977,0.162210682,0,0,3,6
1.0,0.372485542,0.25380852,0.518698222,0.195382625,0.036008853,-0.08627493300000001,0.106293583,0.308778074,0.051636255,-0.294766291,0.07359344799999999,0.33794628600000004,-0.05415767,-0.22666439,0.059413713,0.186101123,0.044620399000000005,-0.086921564,-0.155583519,0.016602778000000002,0.174322157,0,0,3,11
1.0,0.237053624,0.300793982,0.282108365,0.16763772,0.169857578,0.121951767,-0.161109688,-0.054418415,0.104494747,0.041117338,0.041682411,0.11939322,-0.033200865,-0.115045775,0.0344677,0.111790108,0.030597923,0.005793791,-0.006720293,-0.058320025,-0.045707707,2,2,6,4
1.0,0.281878584,0.8876133709999999,0.504518936,-0.427844618,0.138849424,0.446184553,-0.16410481,-0.183082359,0.243848442,0.123321627,-0.140128668,0.002091783,0.172790196,0.053018344,-0.117869568,1.44e-05,0.088064807,-0.003071849,-0.055160854,0.046933707000000005,0.070483658,0,3,7,31
1.0,0.018924577,-0.099997813,0.321456676,0.144025612,0.11501658,-0.070618842,0.001930994,0.235898513,0.188891928,-0.122424061,0.028118334,0.243746598,-0.09502033,-0.331874987,0.004016023,0.271836297,0.09463664,-0.126628143,-0.191610292,-0.00615947,0.236073201,0,0,3,2
1.0,0.253734503,0.064907678,0.457978139,0.192789052,-0.041906195,-0.19131284,0.050270991,0.248663192,0.058218886,-0.167021599,0.13153289199999998,0.302656995,-0.107845003,-0.254056815,-0.000319747,0.11691159,-0.00631395,-0.115662793,-0.120581487,0.120980963,0.23340783,0,0,3,27
1.0,0.306351227,-0.122892646,0.34236363200000003,0.458593875,0.162166067,-0.174855182,-0.049999429000000005,0.204244338,0.149477086,-0.1488491,-0.221763256,0.046928407000000005,0.202979337,0.11370811,-0.15099175,-0.106438044,0.130375472,0.113159813,-0.02460098,-0.132368711,0.008002179,1,1,0,23
1.0,0.449755369,0.7464255679999999,0.509814756,-0.206257061,-0.041828534,0.409335543,0.053294857,-0.250097557,0.188212144,0.246118506,-0.214162623,-0.076310067,0.238965399,-0.02748003,-0.121799042,0.08771267199999999,0.078944025,-0.08776711599999999,-0.025334658,0.066623729,0.001795926,0,0,1,5
0.875556245,1.0,0.924700113,-0.162616835,0.25433776,0.077313868,-0.14366752,0.138575875,-0.001980731,0.072639855,-0.043922409,0.108429789,-0.030294384,-0.013470392,0.080030086,-0.09166529,0.028349253,0.092718641,-0.016813117,0.005645205,0.014217484,-0.050905779000000005,2,4,8,20
1.0,0.253036692,0.342502484,0.678996515,0.135079351,-0.061742414,-0.111890013,0.027274208,0.28702671,-0.027092032,-0.368396338,0.082130178,0.320141461,-0.205904493,-0.292310477,0.146353437,0.219438863,-0.053705384,-0.147251727,-0.064740067,0.093739861,0.210921451,0,0,3,13
1.0,0.335500901,0.164138387,0.560515475,0.297807121,0.113644868,-0.106333053,0.075807049,0.257658779,0.037462453,-0.283717262,0.097126431,0.356507434,-0.072438574,-0.257143942,0.06543462900000001,0.176823777,0.053848871,-0.060265357,-0.164748744,0.041606234,0.202004243,0,0,3,8
1.0,0.155257229,0.044538513,0.5688952389999999,0.18419723,0.021994263,-0.154798532,0.023725602,0.238921797,0.047363547,-0.302514379,0.043755389000000006,0.307454778,-0.134935724,-0.353102909,0.011699975,0.315012888,0.120748198,-0.088652391,-0.21226395,-0.01365719,0.22347649100000005,0,0,3,1
1.0,0.8331644559999999,0.636211128,0.373594489,0.097165086,0.281008621,0.127805445,-0.05888748,0.198717794,0.094437619,-0.175568387,0.137651408,0.220755891,-0.0667594,-0.030736795,0.032452596,-0.01815374,-0.058299475,0.00468712,-0.080607032,-0.005821335,0.122544688,2,2,6,15
1.0,0.249911381,-0.051245891,0.12681104599999998,0.224876616,0.231338426,0.14353381,-0.067272733,0.07907721599999999,0.267965732,-0.04046716,-0.43652529,-0.215000271,0.328835714,0.35664650299999995,0.087590819,-0.094750312,-0.195785779,-0.147178916,0.003701183,0.098691399,-0.018751927,0,0,1,26
