,MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,Label
3647,1.0,0.5210035679999999,0.28473942,0.549952435,0.167088152,-0.052922767999999995,-0.06128504,0.152451913,0.273944876,0.025066364,-0.24571298600000002,0.098633082,0.361500117,0.023388646000000003,-0.19980408600000002,0.076318674,0.203654508,0.048761077,-0.10970011699999999,-0.14807820000000002,0.029154701,0.24932124600000002,0,0,3,22
321,1.0,0.64258795,0.66911756,0.55860784,-0.122929544,-0.10345726599999999,0.46023375,0.098023815,-0.25639272,0.185090654,0.310524511,-0.074871823,-0.10570578800000001,0.24775940899999999,0.089335771,-0.089030025,0.111771879,0.17642891600000002,-0.009429541999999999,-0.016465715,0.10662857099999999,0.062686018,0,0,1,8
3833,1.0,0.588058051,0.37022565,0.667443838,0.139324219,-0.01684607,-0.039175558,0.12321181199999999,0.31465612600000004,0.076561822,-0.296904176,0.028778649,0.394577275,0.002270608,-0.310191176,0.048151893,0.17368799899999998,-0.031571458,0.0013550720000000001,-0.08946277,-0.071010332,0.20750870300000002,0,0,3,22
2463,1.0,-0.02918208,0.309603046,0.57873996,0.040359842,-0.053428515,-0.210102834,0.074606946,0.317463741,0.027634227999999997,-0.252549244,0.042608388,0.212635088,-0.001094849,-0.088874046,0.083484566,0.129178457,-0.006249134,-0.12406440199999999,-0.125568018,0.018554225,0.181190137,0,0,3,19
3837,1.0,0.430900382,0.374135884,0.556588474,0.12278219900000001,0.005624756,-0.08733326699999999,0.04069659,0.241201268,0.111597545,-0.264467005,0.004119088,0.34684406,0.009049915,-0.274432045,-0.039914099999999994,0.19246348600000002,0.013472671,-0.073581372,-0.10706526,-0.011415543,0.129819335,0,0,3,22
2356,1.0,0.16304944300000002,0.148033531,0.547340731,0.222415485,-0.051954415999999996,-0.153604949,0.10662266599999999,0.268728275,0.033979327999999996,-0.173320411,0.14211321300000002,0.221791018,-0.145544858,-0.164296171,0.065102635,0.06327951,-0.100816751,-0.094601829,-0.013418943000000001,0.141305958,0.118284504,0,0,3,18
3640,1.0,0.43919112899999996,0.289035479,0.545414175,0.26394342600000004,-0.012265908,-0.117050606,0.075278071,0.299074637,0.11752177400000001,-0.26773969999999997,-0.002617005,0.351556954,0.013950233999999999,-0.303089641,-0.046694220999999994,0.200929163,0.08897712599999999,-0.035205062,-0.175221022,-0.062849839,0.208693619,0,0,3,22
5051,1.0,0.6271170660000001,0.645559485,0.353617498,-0.019315483999999997,0.102144556,0.073988575,0.227397975,0.180419887,-0.291989877,0.001513719,0.385637075,-0.153247099,-0.241808075,0.234222243,0.099412961,-0.160278982,-0.047870145,0.024039681,0.09241838,-0.026767824,-0.236053486,2,2,5,36
5139,1.0,0.6503704339999999,0.714413337,0.372576531,-0.021251938999999997,0.139066045,-0.05940846,0.184538714,0.250914546,-0.32671923399999997,-0.060322089,0.41857645600000004,-0.127601422,-0.216297832,0.298419936,0.182257581,-0.006684249000000001,0.035432543,-0.002362128,0.090994611,0.020744461000000002,-0.208280054,2,2,5,36
5001,1.0,0.061416267999999996,-0.120889855,0.38786625399999997,0.30991126,0.146597725,-0.028544829,-0.20534066199999998,-0.140583661,0.29184286,0.181008643,-0.310169094,-0.288067811,0.29969892800000003,0.333650719,-0.079764579,-0.23876196,-0.09972699,0.062776529,0.195939435,0.178712769,-0.047089007,2,7,4,35
611,1.0,0.525401066,0.6431420929999999,0.45542031299999997,-0.200526736,0.03323081,0.38168253399999996,0.010163839000000001,-0.26661909899999997,0.21966904199999998,0.201276342,-0.23266288100000002,-0.045718555999999994,0.261363468,0.017433713,-0.10419422199999999,0.124814759,0.110400061,-0.12128068800000001,-0.005977083,0.145229084,0.074962275,0,0,1,8
2511,1.0,0.453878525,0.413665011,0.646147108,0.20569777399999997,0.027686627999999998,-0.113395595,0.002505719,0.31189293,0.007323493,-0.403096545,0.049989504000000004,0.33172522,-0.08335741599999999,-0.260012308,0.056137659000000006,0.172383968,-0.001983021,-0.0986936,-0.109549859,0.062223363,0.189940505,0,0,3,19
4613,1.0,0.067222978,0.12746031300000002,0.582961111,0.23711743600000001,0.106152798,-0.120396749,-0.025257431,0.231805667,0.052425204,-0.15137395,0.17198577,0.206520875,-0.360593124,-0.230051615,0.287281746,0.299063494,-0.097641041,-0.218594631,-0.117425019,0.14501043,0.233603735,0,0,3,24
2215,1.0,-0.043341277000000004,0.125429586,0.47785263899999997,0.038223447,-0.046869348,-0.102913136,0.088976443,0.305992908,0.05458153599999999,-0.260713727,0.104374782,0.252131879,-0.145743612,-0.164075448,0.107689715,0.10180877099999999,0.021536837000000003,-0.003237791,-0.089117531,0.021175827,0.115117157,0,0,3,18
155,1.0,0.282825287,0.063443591,0.29299433199999997,0.36077257,0.25279398,-0.014166887,-0.174087805,-0.010051474,0.36932839,0.125196108,-0.32924119399999996,-0.202800722,0.26629091899999996,0.237801763,-0.032419605,-0.141672939,-0.142558383,-0.023134221,0.192104286,0.140990373,-0.081898756,0,0,1,4
6354,1.0,0.561588829,0.433034497,0.29550891100000004,0.063992566,0.16899728,0.038790726,-0.046834609000000006,0.08136955400000001,0.072824437,-0.110199442,0.022264187999999997,0.106047297,-0.048595102,-0.039343069,0.080369597,0.015097257,-0.0072581419999999995,0.010724441999999999,-0.06997348099999999,-0.022852888999999998,0.057743759000000006,2,2,6,42
5730,1.0,0.304247467,0.484221677,0.45402967200000005,0.092672907,0.173691491,-0.026895705,-0.1111906,0.069356312,0.17625004,-0.05677622,0.030577833999999998,0.12956790699999998,-0.079934355,-0.046284398,0.139384085,-0.003170868,-0.09620719800000001,0.050651569,-0.04130251,-0.06496806299999999,0.10605930699999999,2,2,6,40
6534,1.0,0.219131779,0.328144838,0.27631215600000003,0.138941305,0.161799098,0.069703652,-0.098881543,-0.023238063,0.060825079000000004,0.021967032,0.016699778999999998,0.066786232,-0.016536016,-0.10141659800000001,0.016403384,0.089075296,0.012569751,0.005598445,0.012545878,-0.020321436000000002,0.014343171000000002,2,2,6,43
334,1.0,0.611661799,0.623435313,0.43533927200000005,-0.149787795,-0.056172722,0.284498787,-0.02736867,-0.25305638199999997,0.18902328399999999,0.251172905,-0.163143977,-0.05733262099999999,0.191544878,0.04260338599999999,-0.1380468,0.093431557,0.110126864,-0.07095991,0.012921608999999999,0.08434095300000001,-0.0006946210000000001,0,0,1,8
7088,1.0,0.001211773,0.69191497,0.549358161,-0.027372969,-0.032897321,0.012284368,0.19947642899999998,0.17194952800000002,-0.148551303,-0.048085854000000004,0.166950261,0.035015908,-0.04221164,-0.035072558,0.011896608999999999,0.073238453,0.003670702,-0.066026718,-0.016879379,0.000776258,0.016802864,2,6,10,56
1691,1.0,0.273017717,0.09593445800000001,0.537602956,0.21835621600000002,0.057405936,-0.157057236,0.024780142,0.294962823,0.092941933,-0.266537471,0.092110056,0.400343603,-0.013743271000000001,-0.291999917,-0.036948307,0.22176671899999997,0.125739043,-0.072951723,-0.18365590399999998,0.024940631,0.255238915,0,0,3,15
4169,1.0,0.28680835600000004,0.225759369,0.555701952,0.192903624,0.007527059,-0.139972018,0.089403471,0.28873099399999996,0.065429859,-0.280502248,0.087116162,0.35649274299999995,-0.11183593900000001,-0.23964985800000002,0.108931956,0.20609432,0.08129755400000001,-0.084936976,-0.192815593,0.048117392,0.222053964,0,0,3,23
1302,1.0,0.338480328,0.38528816,0.518975515,0.079309477,0.054060675,-0.04163426,0.07269822,0.23724073199999998,-0.050752224000000005,-0.27324379,0.27994253399999997,0.381926353,-0.233645171,-0.281493063,0.204308083,0.13464936800000002,-0.14469051900000002,-0.137177496,-0.045151672000000004,0.12798919,0.164102214,0,0,3,14
1761,1.0,0.118620144,0.049713151,0.5305910939999999,0.204256226,0.024655671,-0.217968253,-0.058336137,0.242862365,0.049402224,-0.277453839,0.10462541,0.399932602,-0.071143605,-0.347415039,-0.00906168,0.23227631699999998,0.088869505,-0.11254897400000001,-0.196326549,-0.024780102999999998,0.226768513,0,0,3,15
2265,1.0,0.06743992900000001,0.021621937,0.538275171,0.263514869,0.013947563999999999,-0.19766003699999998,0.007912299,0.27807749800000003,0.056011963,-0.23404413899999998,0.13423161,0.304285672,-0.171414572,-0.256766592,0.154437362,0.26114958,-0.022802035,-0.162847692,-0.11926730699999999,0.12068870599999999,0.210393594,0,0,3,18
6323,1.0,0.23371806,0.30874567199999997,0.254524677,0.160548268,0.231903528,0.099584899,-0.165703075,-0.015669173,0.107900812,0.0055888019999999995,0.051398186,0.13159038,-0.06795269,-0.13613835,0.057001225999999995,0.123925706,0.007127926999999999,-0.018477732,-0.028421022999999997,-0.041480051000000004,0.023348212,2,2,6,42
4104,1.0,0.427451125,0.29240170000000004,0.543927818,0.156353842,0.08388250900000001,-0.052566867999999996,0.061893092999999996,0.273184594,-0.00979046,-0.269043047,0.13751622300000002,0.38466633200000006,-0.071979641,-0.23306444199999998,0.125481725,0.219085521,0.016201299,-0.071317534,-0.098265591,0.079763683,0.17912173899999997,0,0,3,23
7112,1.0,0.255069552,0.544823472,0.5024602420000001,0.125229523,0.028512602999999997,-0.020822551,0.180904709,0.029305681,-0.041034617,0.0448471,0.080339386,0.070057247,0.001654921,-0.0071485459999999995,0.08695154599999999,-0.011932786,0.044691250999999994,0.065298458,0.017695026000000003,-0.022883846,-0.017524505,2,6,10,57
105,1.0,0.154517466,-0.04435403,0.28059264100000003,0.32383384600000004,0.23880471,0.031181462000000004,-0.21002699800000002,-0.11751370900000001,0.28814222300000003,0.298677378,-0.13749747199999998,-0.317182667,-0.001044417,0.215646979,0.071395529,-0.053322764,-0.08567996800000001,-0.078822246,-0.0005164540000000001,0.13746714599999998,0.12002470400000001,0,0,1,2
1359,1.0,0.214750676,0.31983865,0.5634235670000001,0.17816121,0.016371112,-0.120210695,0.072527067,0.30419788,-0.06440961099999999,-0.34202072899999997,0.215703757,0.345027356,-0.266402429,-0.272886795,0.189661038,0.181567628,-0.067861059,-0.17819377600000003,-0.155496406,0.15593003800000002,0.242490812,0,0,3,14
4176,1.0,0.326410393,0.24656019899999998,0.517470735,0.17503787199999998,0.048143633,-0.119301815,0.049884167,0.288786518,-0.023854051,-0.312411761,0.042142867,0.27569974,-0.153293379,-0.243666532,0.11571019,0.217662415,0.07275401,-0.122555126,-0.19092392100000002,0.041015501,0.207410192,0,0,3,23
1478,1.0,0.19673871699999998,0.11169375599999999,0.496194885,0.179593604,0.059960350999999995,-0.081144333,0.036820036,0.228314481,0.030081491000000002,-0.316319723,0.073856642,0.35034049100000003,-0.09870218900000001,-0.26475372199999997,0.03794813,0.207420733,0.047226193,-0.10648647,-0.14176134699999998,-0.0013290160000000001,0.173799969,0,0,3,15
5424,1.0,0.605553427,0.511331277,0.37181926600000004,0.031749437,0.121770665,-0.025654715,0.067183078,0.161970686,-0.097909518,-0.08239485,0.21439759,-0.088296771,-0.232592286,0.139456906,0.12118346199999999,-0.131811017,0.005716593000000001,0.033465547000000005,-0.000475535,0.042480299000000006,-0.05690229,2,2,5,38
3731,1.0,0.47445939299999995,0.3677999,0.525933723,0.143185345,0.029093902,-0.065868774,0.0635669,0.267680524,0.062218347,-0.299148866,0.005931723000000001,0.303630717,-0.072198493,-0.248358031,0.069276745,0.193541662,-0.020889853,-0.080555133,-0.074733513,0.031980239,0.18709694899999998,0,0,3,22
6891,1.0,0.983552683,0.956411289,-0.114016591,0.24174203100000002,0.36969888799999995,-0.00171144,0.097506824,0.138001882,0.189106595,-0.10326479400000001,0.14652395199999999,0.049907054000000006,-0.207670169,0.20209772899999998,-0.08585095300000001,-0.043725713,0.17456307199999999,-0.16203832599999998,0.054800797000000005,0.11163623800000001,-0.044981979000000005,2,4,8,49
3359,1.0,0.157769763,0.123563575,0.518031448,0.216294729,0.04815099900000001,-0.09902828400000001,0.022988416,0.235823833,0.071091099,-0.293362301,0.00835157,0.35029160200000004,0.035714911,-0.250753816,-0.020448831,0.223493041,0.157405586,-0.009409035,-0.181462168,-0.10105839800000001,0.158452172,0,0,3,21
1045,1.0,0.255016739,-0.099271715,0.00103953,-0.048987274000000004,0.28056915600000004,0.588405286,0.209907404,-0.23953656399999998,-0.232367823,-0.150125294,-0.043755819,0.145754414,0.39017557799999997,0.196638335,-0.23110902,-0.16845717300000002,-0.0057789930000000005,-0.022987018999999997,0.008637678000000001,0.14823804599999998,0.142626327,1,1,0,12
6296,1.0,0.196604793,0.309499631,0.296835449,0.170175013,0.17531427600000002,0.128538405,-0.132606308,-0.04246068,0.100107239,0.02625912,0.012629221000000001,0.084868068,-0.009322735,-0.100344326,0.0036419359999999997,0.121437456,0.018668924,-0.005808557,0.0012955430000000001,-0.048057545,-0.036713773,2,2,6,42
5987,1.0,0.087314385,0.404058562,0.365282569,0.20654153,0.237418543,0.10086488699999999,-0.154195479,0.002406466,0.095228916,0.091451055,0.073040976,0.065314494,-0.050625070999999994,-0.089476858,0.010919078999999998,0.10643580400000001,0.055286205,-0.0010235069999999999,-0.015168326999999999,-0.041514402,0.002496579,2,2,6,41
6209,1.0,0.572278646,0.558863395,0.262744282,-0.06362646599999999,0.12783885,0.08741033,-0.09970128199999999,0.055337729,0.094929001,-0.09559957599999999,0.031790036,0.106657314,-0.05619779,-0.036880299,0.08426140300000001,0.000761776,-0.048637163,-0.019062825,-0.006966934,-0.011002643999999999,0.003345688,2,2,6,42
2158,1.0,0.08794996,0.321432912,0.6302878670000001,0.114465521,0.008008169,-0.071519221,0.060162494000000004,0.218620442,-0.037731837000000004,-0.204796518,0.223209025,0.19130360000000002,-0.27995165899999996,-0.136155747,0.221092835,0.037509591,-0.172967554,-0.017760883999999998,0.066282207,0.147085499,0.09335967099999999,0,0,3,18
2574,1.0,0.523548362,0.387887308,0.539775357,0.087532223,0.028962072000000002,-0.025403012000000003,0.064718422,0.21591946899999998,-0.005311577,-0.260943773,0.190459935,0.34203545,-0.160502178,-0.156744968,0.17561269699999998,0.120708366,-0.13398262,-0.092650901,0.011378821,0.109797762,0.100648708,0,0,3,19
5621,0.695558645,0.8229587890000001,1.0,0.526763238,-0.28544216699999997,0.286994861,0.161481361,-0.102538763,-0.016326925,-0.126735359,-0.302810373,0.028323987000000002,0.138754152,0.093055764,0.09423316699999999,0.11367076,-0.055555887000000005,0.005027907,0.179883431,0.104337051,-0.136328775,0.002493856,2,2,6,40
5349,1.0,0.81084023,0.786681555,0.274485729,-0.103867399,0.23204871800000001,0.088899479,0.060368677,0.21378538,-0.10477036,-0.004184286,0.296098333,-0.131390014,-0.142178276,0.255033936,-0.039463574,-0.166281209,0.011577397,0.054455482,0.10860768900000001,0.009459314,-0.081149305,2,2,5,37
2687,1.0,0.420004593,0.343439858,0.527450138,0.07320025599999999,0.054343370999999994,-0.053419275,-0.016340876,0.154075144,-0.09049773900000001,-0.22764659199999998,0.183984724,0.338066738,-0.21506684,-0.263474585,0.245138542,0.214723763,-0.094309978,-0.074924182,-0.046022957,0.106599654,0.164917072,0,0,3,19
4379,1.0,0.15676859099999998,0.161119173,0.603240862,0.29918803,0.077413565,-0.131920861,-0.014311016999999999,0.197826077,-0.007540589,-0.23009884,0.209254153,0.272813535,-0.270045468,-0.23382461899999998,0.21904531300000002,0.21763559300000002,-0.107023273,-0.21303144899999998,-0.09574586199999999,0.18414790600000003,0.19672836,0,0,3,24
531,1.0,0.516820976,0.5910475860000001,0.517238718,-0.20170248899999998,-0.13688347,0.420860731,0.023965694,-0.315012675,0.219706542,0.321580469,-0.11507360300000001,-0.09196663599999999,0.276422047,0.117564575,-0.206821387,0.039306129,0.15133971599999999,-0.071372244,-0.030363026,0.118753212,0.012700161000000001,0,0,1,8
6157,1.0,0.08475266199999999,0.41774592899999996,0.37743374,0.18035004699999999,0.26639681,0.053961275,-0.140651301,-0.021474412000000002,0.074283219,0.091521579,0.078736424,0.039145512,-0.014865584,-0.070090298,-0.002146662,0.118531781,0.024084052999999998,-0.01270254,0.002111115,-0.07779117,-0.0036487029999999997,2,2,6,41
4479,1.0,0.132458992,0.165761991,0.56262176,0.224240012,0.052049745999999994,-0.133139226,0.030708963,0.22894102600000002,0.011638333,-0.20487572699999998,0.197760048,0.23132978699999998,-0.276047194,-0.21372812100000002,0.219772087,0.24581094,-0.068482198,-0.18322349999999998,-0.09025225099999999,0.17213486100000003,0.21413321899999999,0,0,3,24
5132,1.0,0.7511753990000001,0.772044582,0.341105095,-0.265673276,0.039648723,0.249842647,-0.068177716,-0.017349291,0.20774941600000002,-0.006175684,-0.140819893,0.11047659800000001,0.120959668,-0.001599709,-0.040158914,0.109199085,-0.0688669,-0.112792375,0.201220819,0.120878897,-0.146357932,2,2,5,36
1603,1.0,0.228233933,0.117300352,0.595410317,0.228889658,0.041861364,-0.189827985,-0.011224383999999999,0.280807672,0.060535072,-0.299934204,0.067335105,0.383458859,-0.12550240199999999,-0.362057817,0.013381115,0.216055964,0.036136987,-0.163934616,-0.19767276399999997,0.024700587000000003,0.258562985,0,0,3,15
663,1.0,0.51581108,0.6146098329999999,0.44213641200000003,-0.165091089,-0.027560228,0.36486817,0.00262104,-0.264445724,0.161594233,0.17333251800000002,-0.186263255,-0.06613005400000001,0.213323712,0.009705785,-0.133506705,0.053349985999999995,0.080358832,-0.088005771,-0.024791472000000002,0.09030479400000001,0.046776726,0,0,1,8
3642,1.0,0.412460454,0.310097226,0.6111882129999999,0.25252821,-0.035041657000000004,-0.126770746,0.090462092,0.281661006,0.042399105,-0.262947091,0.010052014,0.31784111600000003,0.04611438,-0.258441127,-0.030131212999999997,0.164298533,0.077948139,-0.033180149,-0.117172817,-0.0016045710000000002,0.198794544,0,0,3,22
7161,1.0,0.11079346400000001,0.297795242,0.14171678599999998,-0.07745298,0.026713094,0.06958972299999999,0.095039934,-0.018161386,-0.07882161900000001,0.075182476,0.09987545,0.047147797000000005,0.021857319,-0.010423261999999999,-0.03362802,-0.021724175,-0.016583557,0.025283766000000003,0.037817087,0.022647712999999996,0.015790366,2,6,10,59
1044,1.0,0.231315613,-0.18391892399999998,-0.12852623800000001,-0.094036705,0.246625646,0.599834623,0.263150905,-0.28898528100000004,-0.305650115,-0.163986566,-0.076102951,0.146940676,0.36832536,0.20668318300000002,-0.160739984,-0.12449865199999999,0.039137507,-0.018737325,-0.002190725,0.114411285,0.079059904,1,1,0,12
4012,1.0,0.497236344,0.23225833699999998,0.5071293889999999,0.147941389,-0.011220781,-0.137436306,0.048248705,0.21634687100000002,0.001061371,-0.259154147,0.09259280199999999,0.285291591,-0.115978536,-0.23979778,0.027303835,0.089730405,-0.015021069,-0.076304211,-0.135408742,0.046353697,0.20975078,0,0,3,23
7042,1.0,0.38392709,0.328890902,0.254196712,-0.010563201999999999,0.018500542,0.157438453,0.051770925,-0.065977854,0.035060132,0.080085389,-0.016798619,-0.028349094,0.04362752,0.030128157000000003,-0.018472875,-0.0031434,0.019885114,0.011433733,0.001896391,-0.0008038380000000001,0.001286356,3,5,9,53
4402,1.0,0.168421037,0.15540833099999998,0.582407944,0.281167783,0.122549961,-0.16980716,-0.036097509,0.16078915,-4.1700000000000004e-05,-0.187707215,0.25374847300000003,0.248012393,-0.281881912,-0.190430299,0.314568665,0.266824006,-0.09958649800000001,-0.20060776800000002,-0.050674902,0.197115228,0.23807095,0,0,3,24
1583,1.0,0.226640602,0.111033458,0.614112879,0.208468143,0.11861358699999999,-0.09391003099999999,0.019482552,0.277046312,0.068241516,-0.24229420699999998,0.15208750199999999,0.440438575,-0.09187235,-0.348085253,0.017542573,0.25355834899999996,0.076481193,-0.11026829699999999,-0.21469082899999997,0.016978451999999998,0.246727227,0,0,3,15
3875,1.0,0.334182455,0.224922614,0.5684096470000001,0.203228973,0.002437396,-0.11465506,0.036898818,0.263353035,0.026214656,-0.299196924,0.045316075,0.44289781,-0.055967285,-0.403467164,-0.018384436,0.283905274,0.028991926,-0.12157460099999999,-0.149528642,-0.047228888,0.1948396,0,0,3,22
362,1.0,0.671928278,0.700186682,0.629892766,-0.11570653199999999,-0.054835861,0.47112120399999996,0.061529649000000006,-0.266651283,0.18146863,0.254955041,-0.131732714,-0.103095752,0.264542289,0.12345907699999999,-0.041979878,0.11897097,0.144779839,-0.09758630300000001,-0.039251947,0.09877318,-0.050237435999999996,0,0,1,8
475,1.0,0.465931549,0.530766195,0.511883998,-0.126207186,-0.054761765,0.365198387,0.08410043800000001,-0.280551807,0.08442823099999999,0.238736196,-0.08723278,-0.09930800099999999,0.195292341,0.107810764,-0.15765411,-0.03107091,0.145922907,-0.015414608,-0.068227868,0.024193423,0.02405072,0,0,1,8
528,1.0,0.461952859,0.615768238,0.533668235,-0.217835487,-0.09073445699999999,0.423554029,0.044610354000000005,-0.27824934,0.215705145,0.249777411,-0.170465497,-0.16337906900000002,0.214085715,0.084018654,-0.18151799,0.034610101000000004,0.15935543,-0.079511359,-0.069402696,0.075469727,0.010295339,0,0,1,8
5464,1.0,0.522518693,0.577640072,0.347991696,0.066625957,0.105831804,0.02337737,0.11918022800000001,0.13799556699999999,-0.142840734,-0.011656649,0.236097146,-0.029640688,-0.115487085,0.088816104,0.036332741,-0.071944162,0.024347377000000003,0.09102341800000001,0.104860223,0.08752562,-0.045300697,2,2,5,39
6706,1.0,0.146227891,0.556912593,0.338518937,-0.160211415,0.243383545,0.247442402,-0.141774449,0.110252571,0.153867544,-0.242515751,0.021421707,0.376067415,0.11073443599999999,-0.14185189199999998,-0.033712086,0.016579217,-0.040850012000000005,-0.000551574,0.093427016,0.024439015,-0.118731991,0,3,7,47
1900,1.0,0.292614594,0.19373633699999998,0.537985948,0.238592296,0.06567980400000001,-0.106060401,0.039508552,0.160518876,0.050521495,-0.17677900600000002,0.14433861,0.330574156,-0.04509385900000001,-0.313890691,-0.002496528,0.25169399800000003,0.102292685,-0.088343234,-0.20631795100000003,-0.005006605,0.19149866399999999,0,0,3,16
5030,1.0,0.647132765,0.6037869579999999,0.401648345,-0.02355781,-0.019267687,-0.100922662,0.098246007,0.10465018400000001,-0.259184123,0.097478354,0.480421111,-0.140628855,-0.29851635600000004,0.207901463,0.041763637,-0.200457208,-0.050598823,-0.007874375,0.078979955,0.003075783,-0.24485769899999998,2,2,5,36
1246,1.0,0.39168835700000004,0.289525023,0.5384736489999999,0.14298144599999998,0.05319489,-0.11050002,0.065477518,0.333543095,0.002400109,-0.32927487699999997,0.14383804,0.38826165700000004,-0.227402939,-0.28984417100000004,0.13336108300000002,0.23584882899999998,0.020532149,-0.127063658,-0.131019746,0.089652429,0.197780979,0,0,3,14
2612,1.0,0.394406515,0.40567271299999996,0.577608362,0.15746776699999998,0.007133031,-0.03424144,0.146051045,0.274095567,-0.029805062,-0.273298382,0.106836066,0.34602939200000005,-0.134905023,-0.28547137699999997,0.14306960300000002,0.152835742,-0.077430672,-0.10058741800000001,-0.062422927,0.12204462699999999,0.196240329,0,0,3,19
3235,1.0,0.111051716,0.004538660999999999,0.441958322,0.158618712,-0.022822845,-0.128244365,0.050793202,0.278165542,0.175046378,-0.179531689,0.057512272999999996,0.309735734,-0.037685337,-0.30460232800000003,-0.027001044,0.179075638,0.056707318,-0.07972287900000001,-0.14541085199999998,0.000797475,0.229685525,0,0,3,21
674,1.0,0.310865279,0.005341746999999999,0.241529642,0.20749058399999998,0.23653623199999999,0.194143418,-0.088968615,-0.227692719,0.06403174,0.230143249,-0.039153371,-0.083693593,-0.054492344000000005,-0.18325835899999998,-0.19714399300000002,0.074107143,0.193984588,-0.020983117000000003,-0.08616251400000001,0.034121654,-0.006973831,1,1,0,9
1716,1.0,0.125242627,0.097272842,0.5713533829999999,0.17274144800000002,-0.002279206,-0.175280317,-0.011886515,0.27159638399999997,0.077326228,-0.299080553,0.02258457,0.386437052,-0.042358469,-0.311204521,-0.004720258,0.23238843399999998,0.05510292,-0.123697746,-0.17317352100000002,0.004183139000000001,0.23147921,0,0,3,15
