,Study,Run,vconst_corr,vconst_2,vconst_3,vconst_4,vconst_5,vconst_7,ah_corr,ah_bolus,slm_corr,efficiency_factor,tidal_mix_max,vertical_decay_scale,convect_corr,bckgrnd_vdc1,bckgrnd_vdc_ban,bckgrnd_vdc_eq,bckgrnd_vdc_psim,Prandtl,Label
15,1,16,0.051620362999999996,0.31091255100000004,0.909292558,0.719117468,0.43316708200000004,0.9971417490000001,0.231381709,0.7715889359999999,0.593069372,0.10913852800000001,0.21511746,0.051819288,0.29352604,0.7518454990000001,0.922480759,0.606573034,0.318208833,0.7188535140000001,1
16,1,17,0.814356436,0.6967738659999999,0.702882553,0.975635677,0.983484815,0.031136722000000002,0.9388891429999999,0.744846045,0.7522535490000001,0.41252405,0.586656405,0.941652686,0.24746638399999998,0.550210882,0.22989076100000003,0.691478239,0.999305937,0.647063187,1
17,1,18,0.5956241210000001,0.791531254,0.794122938,0.430667284,0.916778135,0.897785418,0.729778768,0.560203906,0.6589529679999999,0.835251912,0.644758866,0.444219065,0.820039098,0.87805546,0.238453253,0.41353844,0.378726412,0.973049473,1
18,1,19,0.45328746799999997,0.227814194,0.868963932,0.83954677,0.133349425,0.9513395729999999,0.179080954,0.02315243,0.144846838,0.6742691759999999,0.08327259599999999,0.437239218,0.231382255,0.424553435,0.5786210629999999,0.140284237,0.538908979,0.620391974,1
19,1,20,0.35867749299999996,0.539763975,0.40820447299999996,0.39134176600000004,0.660984427,0.7302767290000001,0.41555677799999996,0.677969692,0.09224283400000001,0.4576951,0.971049521,0.116668505,0.8934243140000001,0.8952803579999999,0.41210954,0.067489641,0.254949351,0.146701198,1
20,1,21,0.7951983420000001,0.129786545,0.8818246120000001,0.531266301,0.5469967020000001,0.62659594,0.6897732440000001,0.9416511329999999,0.46641868799999997,0.098313262,0.435143216,0.730365887,0.868267937,0.852819668,0.525977488,0.785420605,0.630602682,0.7409229079999999,1
21,1,22,0.500682859,0.360446702,0.9391097979999999,0.149994564,0.579039918,0.297490247,0.905608324,0.765232184,0.026878729,0.608748029,0.316248889,0.842602638,0.384431766,0.6009998129999999,0.94148821,0.981674888,0.225052715,0.69264385,1
22,1,23,0.029453696,0.6757246240000001,0.024930062000000003,0.11383230000000001,0.833685553,0.268191042,0.936407155,0.577268761,0.728362992,0.846493622,0.41984847,0.286227754,0.782013775,0.455999155,0.45085670899999997,0.909224239,0.827097995,0.125961426,1
23,1,24,0.294863722,0.817869572,0.548480255,0.983250152,0.47516934,0.6722545879999999,0.198054688,0.270249808,0.453984699,0.725451126,0.653350694,0.099092477,0.369055732,0.252057032,0.426082946,0.381707776,0.7758205909999999,0.56183777,1
24,1,25,0.48392071700000006,0.27282527300000003,0.288013515,0.424075319,0.825866787,0.686728398,0.317001138,0.107175529,0.7610537759999999,0.720972963,0.984838874,0.345239468,0.145046735,0.9616943040000001,0.021560996000000002,0.127715148,0.978176445,0.8775243970000001,1
25,1,26,0.773996627,0.029994884,0.500944728,0.181440099,0.501907079,0.017164768,0.6838373190000001,0.239435751,0.694846243,0.762668235,0.118619659,0.694098152,0.489322637,0.35412897,0.527805905,0.77771341,0.309117119,0.262728187,1
26,1,27,0.420277396,0.37187186200000005,0.74221177,0.063045151,0.18915987899999998,0.8461390999999999,0.874233445,0.14381903099999999,0.15629552300000002,0.35383536,0.39312069200000005,0.633843456,0.788371192,0.856284486,0.602018601,0.16863082100000001,0.53452174,0.987512719,1
27,1,28,0.531351045,0.148787195,0.345090002,0.08515667699999999,0.737006982,0.345312469,0.172234035,0.690670496,0.097401026,0.18340435300000002,0.371573714,0.480700616,0.506994244,0.8239682740000001,0.146707842,0.595529737,0.37159138799999997,0.19984554399999999,1
28,1,29,0.305038056,0.24067023899999998,0.830738987,0.021990787999999997,0.9985495740000001,0.294418373,0.716169725,0.41554957600000003,0.921414983,0.139467971,0.06925581900000001,0.981447689,0.20587566,0.194218463,0.50113342,0.181757552,0.6910838690000001,0.6157911779999999,1
29,1,30,0.250101395,0.734771845,0.937692761,0.8929695529999999,0.235561915,0.982420485,0.532902829,0.398451868,0.19562977399999998,0.898278459,0.73603117,0.889063171,0.9784840929999999,0.828647165,0.44260647700000005,0.452043046,0.769883358,0.43586573,1
30,1,31,0.38408225799999995,0.883148776,0.029280327999999998,0.35946685799999994,0.357381684,0.52626826,0.036277993,0.590754629,0.13750562800000002,0.048150918,0.662520833,0.33800154200000004,0.30589365,0.02676161,0.030902354,0.339045275,0.5764790670000001,0.759567056,1
31,1,32,0.715208537,0.329158344,0.576084515,0.022301076,0.384342267,0.822693803,0.716930135,0.325197325,0.854683674,0.39863879,0.8356728059999999,0.46798442700000004,0.004825306,0.6822743859999999,0.11423621,0.566027905,0.559204189,0.802771117,1
32,1,33,0.678596222,0.115738127,0.529137065,0.188375472,0.41822212,0.333327638,0.138330019,0.12020037900000001,0.5325800079999999,0.9673502279999999,0.158751384,0.47475350200000005,0.142947952,0.16427107,0.8090679140000001,0.768809702,0.93603262,0.402335295,1
33,1,34,0.7426890859999999,0.420645437,0.431974905,0.6862906,0.043077610999999995,0.041824482999999996,0.986827916,0.8684100770000001,0.41410127700000005,0.530653655,0.422670447,0.182382541,0.897420062,0.72972669,0.15820309400000002,0.8751700290000001,0.618953154,0.218368287,1
34,1,35,0.014698195,0.944565988,0.245755275,0.6806005159999999,0.9670004329999999,0.44978920899999997,0.593077848,0.272489439,0.676483967,0.756457615,0.61986926,0.9092503909999999,0.702105575,0.763603493,0.37694245299999996,0.477158463,0.352573291,0.328101977,1
35,1,36,0.198483945,0.43604895200000005,0.6682612729999999,0.995954859,0.10908858699999999,0.034916367000000004,0.26447913300000003,0.992528838,0.700669385,0.410696096,0.00041899699999999995,0.30955472100000003,0.731630352,0.699516576,0.143323291,0.249720026,0.129110679,0.823390264,1
36,1,37,0.49283705200000005,0.23689645399999998,0.636875173,0.541799712,0.06886407,0.8603470240000001,0.45734037200000005,0.059165141,0.382443994,0.349005878,0.333492747,0.2980105,0.763592802,0.064541143,0.00073196,0.7451854259999999,0.671101148,0.0056987999999999995,1
37,1,38,0.942360705,0.758718331,0.475841498,0.8330725920000001,0.09324978,0.16102077,0.828598425,0.215000754,0.392581685,0.650205947,0.818059952,0.016790827,0.393926545,0.622842759,0.06822933099999999,0.5922527710000001,0.555532291,0.10281231199999999,1
38,1,39,0.403572912,0.624181003,0.35226683799999997,0.69197124,0.21477362600000002,0.8145837840000001,0.437887973,0.220244534,0.57482734,0.256850098,0.545554604,0.36000590000000005,0.052521026,0.920705524,0.676870104,0.8288087909999999,0.29933620899999996,0.121719626,1
39,1,40,0.12287734,0.6044383729999999,0.491998566,0.11714836599999999,0.403813848,0.5914581999999999,0.657343118,0.18231043,0.654877857,0.5589815920000001,0.600618184,0.034929981,0.745948438,0.055227859000000004,0.9511025040000001,0.742371089,0.38651907700000004,0.784525826,1
40,1,41,0.809336176,0.252251145,0.55405121,0.056498849000000004,0.56924897,0.053863752,0.476065605,0.044142905,0.154593587,0.21862751100000002,0.35698970700000004,0.38290288899999997,0.215716961,0.717704731,0.32463964,0.7132451679999999,0.461034506,0.522124229,1
41,1,42,0.931779857,0.534487388,0.07235019200000001,0.508043944,0.7973506359999999,0.854941721,0.534399284,0.49942122200000005,0.8658163040000001,0.514790592,0.5007260720000001,0.41041037,0.549086272,0.11790858,0.901308792,0.274064094,0.644323262,0.038789302000000005,1
42,1,43,0.319991405,0.500185766,0.542541513,0.57893229,0.9391266859999999,0.187563712,0.643975153,0.101767815,0.610325831,0.380909514,0.8781049879999999,0.681669557,0.929239327,0.988241664,0.136341162,0.128085921,0.648092821,0.384532118,1
43,1,44,0.67557668,0.904870744,0.965466725,0.763904438,0.633558896,0.759305095,0.216829513,0.25534061399999997,0.6652028520000001,0.368364859,0.74790174,0.9349437690000001,0.956876101,0.42029541600000003,0.986997475,0.9556774229999999,0.48510841600000004,0.206474049,0
44,1,45,0.132895597,0.96158949,0.514782509,0.819531342,0.288644342,0.5289312660000001,0.796683771,0.843941962,0.037139483,0.46419677600000003,0.776284523,0.77523183,0.12420182199999999,0.74023159,0.883947314,0.203020178,0.032277739,0.68873416,1
45,1,46,0.36611384799999996,0.162144608,0.559230181,0.888008265,0.33493644,0.089915759,0.466294991,0.652752669,0.541212114,0.475613799,0.37354601600000004,0.7096230179999999,0.613064649,0.884660433,0.8756521559999999,0.549356306,0.166464893,0.537765079,1
46,1,47,0.115795248,0.761214168,0.344103065,0.777035822,0.1584583,0.664698656,0.576138704,0.044686545999999994,0.7741813120000001,0.497616293,0.394574679,0.067844535,0.057784017,0.153044141,0.613849775,0.271658446,0.059970370999999995,0.595262407,1
47,1,48,0.86213444,0.390890688,0.599260395,0.854088527,0.771460458,0.060717765,0.305602084,0.7191934320000001,0.490189207,0.6047124079999999,0.530932909,0.059818381,0.606468902,0.209065802,0.961279905,0.79184834,0.190488063,0.8435833890000001,1
48,1,49,0.728289293,0.78325521,0.959955337,0.054977527000000005,0.422301893,0.18955887300000002,0.7685128440000001,0.898006016,0.9401327709999999,0.6962448,0.014254300000000001,0.8487226000000001,0.26919668399999996,0.31733487,0.365386352,0.732466847,0.445871943,0.003183954,0
49,1,50,0.8921359990000001,0.834264948,0.732401138,0.375062161,0.7202751079999999,0.9392967790000001,0.224490947,0.860446095,0.8667635690000001,0.830675933,0.989770719,0.575231639,0.441943834,0.325760051,0.009096808,0.947493468,0.845073062,0.639293572,1
50,1,51,0.34720203899999996,0.023073613,0.665625899,0.967062064,0.37812783,0.33637106299999997,0.821556961,0.9116181329999999,0.788943745,0.827206718,0.49242401,0.566999018,0.634461258,0.069407487,0.5140584970000001,0.319300218,0.43001517899999997,0.304842705,1
51,1,52,0.46655871200000004,0.9256304059999999,0.604524127,0.304059528,0.585936557,0.541660086,0.8949438820000001,0.973058215,0.249589977,0.776805635,0.487479379,0.36669383,0.09433208400000001,0.441679145,0.356113335,0.694971098,0.88977507,0.18034611399999997,1
52,1,53,0.602310924,0.822251677,0.914548962,0.26440983100000004,0.027093553,0.691120834,0.971818119,0.6722512959999999,0.724062627,0.738698379,0.514834946,0.24443398600000002,0.038654892,0.258081678,0.817546922,0.66717762,0.074185163,0.46708422200000005,1
53,1,54,0.634575971,0.581643589,0.053601508,0.293927283,0.299381832,0.5342134470000001,0.156428096,0.638371507,0.557335565,0.535018167,0.270266609,0.754844023,0.93351786,0.709916465,0.589109397,0.8023578459999999,0.423920874,0.25674363899999997,1
54,1,55,0.684860702,0.46809566399999997,0.709534028,0.96436927,0.67379786,0.131001679,0.708803628,0.619074041,0.524285473,0.225810922,0.016869711000000003,0.237430928,0.6836109709999999,0.315721825,0.25001456899999996,0.046622752,0.744735321,0.763153235,1
55,1,56,0.896376788,0.195539942,0.46146215700000004,0.709033515,0.880215547,0.32315578899999997,0.299818415,0.94764934,0.985766591,0.165824002,0.677365661,0.199910709,0.077449448,0.12420323900000001,0.75614048,0.22059269899999998,0.327888201,0.556321366,1
56,1,57,0.137194127,0.451536361,0.629057518,0.23981531399999997,0.99016004,0.35675815,0.313226612,0.594776789,0.21571986,0.68637653,0.6899500909999999,0.7196567979999999,0.173151177,0.36485495700000004,0.42845453299999997,0.916977817,0.750696192,0.157700002,1
57,1,58,0.964652882,0.867315297,0.436952855,0.070029232,0.14487478199999998,0.19927900699999998,0.701176995,0.36641050799999997,0.96465029,0.127939288,0.6870262420000001,0.9714891940000001,0.025956684,0.34413557200000006,0.09974631,0.207239847,0.00046510599999999996,0.9491222779999999,0
58,1,59,0.44049179899999996,0.286689667,0.7506737659999999,0.881899696,0.9247100009999999,0.7771445379999999,0.97784894,0.304483278,0.206219344,0.712282808,0.0077721859999999995,0.201377308,0.08684895599999999,0.489029253,0.932231859,0.725313077,0.85520187,0.071784209,1
59,1,60,0.224471803,0.998814816,0.660950114,0.79579379,0.201660215,0.645861386,0.558637394,0.473619941,0.017065113,0.060002041,0.167684006,0.553579371,0.26585738,0.183513061,0.277597193,0.65430944,0.529665911,0.294342439,1
60,1,61,0.258905911,0.71811796,0.237975838,0.256836856,0.29049147,0.27904098,0.386212376,0.065132092,0.884028833,0.430730244,0.7234152779999999,0.522959929,0.692042189,0.5785699639999999,0.7508513520000001,0.8091932959999999,0.930043932,0.054707201,1
61,1,62,0.52221071,0.5609676889999999,0.048322547,0.809188923,0.930970332,0.7867568970000001,0.06893959,0.7300297720000001,0.782070197,0.202449469,0.27910601399999996,0.37240919200000006,0.412648694,0.647267597,0.679132372,0.899988577,0.803916725,0.025170787000000003,1
62,1,63,0.616469387,0.7415955740000001,0.781655731,0.033420153,0.239746586,0.149745398,0.405232886,0.937797019,0.063070932,0.034082427,0.633758383,0.319370064,0.992911709,0.40874615799999997,0.38585357299999995,0.554430242,0.455547065,0.25047649899999996,0
63,1,64,0.10884925599999999,0.805421797,0.38809510399999997,0.251939028,0.392807037,0.08855854,0.339881246,0.017619156,0.600453296,0.539978007,0.076221764,0.350706445,0.901758134,0.135815572,0.25683769100000003,0.430274875,0.886182919,0.943307508,1
64,1,65,0.467026279,0.44764926299999996,0.565571023,0.36159351700000003,0.652016088,0.8016296909999999,0.750646936,0.955124922,0.534233249,0.875552783,0.44422545799999996,0.128867905,0.907614397,0.358759185,0.8954760709999999,0.755524775,0.764245162,0.7786318740000001,1
65,1,66,0.663038986,0.266648661,0.10504581199999999,0.922150028,0.232657981,0.12018655199999999,0.022208436,0.36720936,0.9369070740000001,0.595062145,0.593229194,0.41834673200000005,0.331339324,0.48161013399999997,0.194637201,0.76299999,0.219925012,0.233415288,1
66,1,67,0.166142735,0.28026830399999997,0.068817951,0.734331799,0.534125599,0.013868213999999999,0.145605292,0.578664537,0.8952567579999999,0.8654055620000001,0.550563555,0.505379958,0.751907654,0.33461470600000004,0.767593438,0.10809669599999999,0.60248438,0.90309725,1
67,1,68,0.542796895,0.217061038,0.27033253,0.61004613,0.321921243,0.571762814,0.212128053,0.147202875,0.949518003,0.020036243000000002,0.365211026,0.213456318,0.32609974199999997,0.382850965,0.125316375,0.997264666,0.726788058,0.814627399,1
68,1,69,0.310352089,0.551352608,0.330233105,0.6999990009999999,0.451201288,0.001214792,0.5153017089999999,0.24720377100000002,0.086282667,0.294501185,0.9817311009999999,0.855553718,0.22185459800000001,0.573423192,0.21776904800000002,0.5024103839999999,0.33671566799999997,0.550297099,1
69,1,70,0.554228936,0.6403166,0.179199255,0.943815547,0.965435005,0.9079784390000001,0.288346735,0.137220909,0.9311990040000001,0.450723416,0.93124833,0.2686735,0.7164559770000001,0.769175213,0.776213809,0.9693633509999999,0.591592916,0.852321104,1
70,1,71,0.06047140000000001,0.033473114,0.274571719,0.33601546299999996,0.059398047999999995,0.875912177,0.6998085,0.40441280700000004,0.860247234,0.15656176,0.888766321,0.210467648,0.5752199379999999,0.652341126,0.210176417,0.576551563,0.652819299,0.191310277,1
71,1,72,0.837178396,0.34920893,0.13912501300000002,0.910652475,0.723873441,0.436198136,0.444313653,0.892269657,0.27585462899999996,0.572987094,0.569574457,0.593269912,0.6807073840000001,0.520421646,0.073067124,0.120635547,0.516307976,0.6600151320000001,1
72,1,73,0.27141807100000004,0.6531086770000001,0.9927996929999999,0.779836685,0.462740725,0.225661528,0.570828647,0.523450334,0.223128585,0.15192582400000001,0.459888825,0.189587662,0.673339447,0.10955119699999999,0.534734375,0.710132158,0.831459794,0.898193943,1
73,1,74,0.023921181,0.7885004459999999,0.392744969,0.8621120790000001,0.8153758759999999,0.631074979,0.470086309,0.528564054,0.979534558,0.6494641839999999,0.38434749100000004,0.17565276600000002,0.34423933100000004,0.701359033,0.30193632600000003,0.9392676529999999,0.31641511,0.701766063,1
74,1,75,0.273813075,0.608293175,0.168283338,0.676351719,0.013715526,0.8191800379999999,0.541493521,0.49346832799999996,0.18040794899999998,0.612111627,0.465531276,0.902260318,0.631584454,0.099088914,0.542684186,0.16361256300000002,0.8163581459999999,0.7119088570000001,1
75,1,76,0.498438557,0.5182901910000001,0.015844291,0.039333546000000004,0.8033730240000001,0.7417960090000001,0.904928524,0.038076221,0.270915924,0.661655043,0.141962385,0.804405574,0.47824079799999997,0.9799432570000001,0.7276463190000001,0.34765883700000005,0.988852533,0.447937339,1
76,1,77,0.288344673,0.9435316309999999,0.79757365,0.80385749,0.632701241,0.220554849,0.42606642100000003,0.563584846,0.7973554070000001,0.103694908,0.853751795,0.9841026009999999,0.066713315,0.396409635,0.6927159079999999,0.188350675,0.9056097409999999,0.350073788,1
77,1,78,0.9067363509999999,0.845611297,0.033889588,0.382948434,0.645634929,0.932791413,0.040095422,0.5496314999999999,0.217778785,0.9230081109999999,0.35331785299999996,0.828581166,0.8652057940000001,0.084083193,0.367432634,0.537126415,0.087575765,0.272303462,0
78,1,79,0.790757066,0.09643851,0.37616603200000004,0.323435175,0.271644605,0.9157584609999999,0.09657716,0.672209078,0.91120008,0.321788198,0.23677083399999999,0.403009795,0.619775867,0.502064508,0.998482552,0.160838851,0.264850495,0.478664184,1
79,1,80,0.644259173,0.96902172,0.815632448,0.561209651,0.778105763,0.454346597,0.918361022,0.809918175,0.254701637,0.419313153,0.7809021509999999,0.015304651,0.432229441,0.77250881,0.522023964,0.077206517,0.172864678,0.847359344,1
80,1,81,0.24411844100000002,0.17720862,0.291809655,0.39757359,0.49366677700000006,0.313844293,0.8535881129999999,0.5049780970000001,0.769069332,0.869796105,0.955374787,0.8143879340000001,0.334515891,0.505603728,0.380875029,0.700990775,0.342792681,0.709021885,1
81,1,82,0.805180116,0.069965403,0.314034062,0.137249633,0.029912882000000002,0.377760284,0.887131867,0.164777407,0.432479646,0.069008415,0.8914426190000001,0.431570014,0.078651311,0.7333488659999999,0.49300805299999995,0.56669592,0.047051151,0.320187994,1
82,1,83,0.671586866,0.730204553,0.9498885290000001,0.27411296399999996,0.821363573,0.990450473,0.045888679,0.115100909,0.16834327699999999,0.009519899,0.823803222,0.532830203,0.6034781020000001,0.076425097,0.240844644,0.4381377,0.866115093,0.109018821,1
83,1,84,0.5794017779999999,0.510160563,0.221874801,0.555485938,0.689032058,0.076460166,0.249088134,0.265130695,0.8934724470000001,0.544538665,0.5107092089999999,0.12752291699999999,0.66651767,0.943891136,0.606817826,0.989129464,0.18819898100000002,0.907211755,1
84,1,85,0.977305168,0.59721774,0.309078482,0.9835144240000001,0.279499782,0.9003348320000001,0.760157657,0.20494988,0.564339068,0.7554810120000001,0.862397353,0.703169079,0.554544335,0.327932003,0.829221973,0.054988403,0.977708674,0.504756356,0
85,1,86,0.47309887100000003,0.979195615,0.25634350100000003,0.011955851000000002,0.553194851,0.55476223,0.583126448,0.9225510490000001,0.46827759799999996,0.768533618,0.913489021,0.18376114,0.8393400670000001,0.285804467,0.907019727,0.46176525700000004,0.635196489,0.021074254,0
86,1,87,0.508078429,0.568952284,0.010988286000000002,0.351661826,0.895744628,0.682488192,0.99845895,0.43838267,0.300404579,0.33809148,0.179809425,0.229032271,0.18871044,0.8441929459999999,0.390762767,0.283138948,0.500086499,0.307006581,1
87,1,88,0.48289123899999997,0.9179508470000001,0.5700381520000001,0.46611717,0.11273487,0.9264289109999999,0.257335114,0.125265319,0.426802798,0.995409416,0.028072387,0.300612119,0.011346248,0.606609497,0.696640027,0.444891925,0.5212618,0.732127238,1
88,1,89,0.549941885,0.988603925,0.38153385,0.601424466,0.13119562699999998,0.20884244,0.809848033,0.9288021190000001,0.689969217,0.66796595,0.20484135399999998,0.6251134970000001,0.046850577000000004,0.543081571,0.103849353,0.6111933420000001,0.703175166,0.37233483700000003,1
89,1,90,0.62992617,0.008994365,0.579833048,0.7540402909999999,0.324919668,0.36482009299999996,0.09378154300000001,0.696463924,0.074278411,0.816183698,0.844058333,0.5788369179999999,0.09985311,0.812296989,0.858279773,0.604815512,0.527396213,0.380390204,1
90,1,91,0.69305825,0.05834421099999999,0.6964379620000001,0.474131481,0.868194896,0.8099911909999999,0.890317145,0.9849344809999999,0.35107781,0.434943849,0.131495941,0.140273692,0.710461435,0.112605371,0.633321019,0.442330419,0.965442571,0.950672794,1
91,1,92,0.9177811,0.312822243,0.620248793,0.38704713399999996,0.443384126,0.8937019409999999,0.500372382,0.554762874,0.166014674,0.911934598,0.4093314,0.563011586,0.321529962,0.476438824,0.08498435,0.486194775,0.06726210099999999,0.8636097420000001,1
92,1,93,0.969799656,0.6914159959999999,0.526029076,0.082363781,0.104676015,0.789402433,0.8054335709999999,0.631110201,0.597128629,0.291982683,0.41324778,0.654470725,0.87308594,0.078749084,0.5705247489999999,0.639429515,0.678006862,0.99104052,0
93,1,94,0.0012544330000000001,0.9358952509999999,0.769610551,0.792617042,0.353192795,0.667448303,0.816139845,0.9641801329999999,0.711245476,0.584091688,0.165294641,0.809350197,0.287608126,0.99186687,0.889927467,0.530099281,0.898229512,0.880278413,1
94,1,95,0.767814326,0.8626663929999999,0.095828136,0.09542768199999999,0.510832831,0.20375551100000003,0.7897353709999999,0.794024332,0.119817035,0.9441592990000001,0.25958207699999997,0.275317742,0.771614502,0.746866665,0.408133711,0.9378594000000001,0.17909869,0.775296458,0
95,1,96,0.842468298,0.126199156,0.589326715,0.643589801,0.7119360809999999,0.545564675,0.362442163,0.37501988799999997,0.627091964,0.261218616,0.145991197,0.293003491,0.19438709899999998,0.956390214,0.06655354200000001,0.38742370299999995,0.358484928,0.203458127,1
96,1,97,0.38199201,0.9517345429999999,0.092209105,0.924031112,0.198790595,0.641232706,0.117314968,0.875836292,0.632273183,0.44745808600000003,0.753677733,0.260018259,0.563017236,0.619829051,0.037426195,0.720133085,0.757840088,0.431845752,1
97,1,98,0.978827236,0.14138684599999998,0.9515468020000001,0.090105475,0.016874313000000002,0.25674055,0.007820521,0.296604003,0.738942833,0.975425025,0.47222576200000005,0.133556593,0.469096653,0.091388984,0.487926665,0.40438788,0.833786547,0.8584346979999999,1
98,1,99,0.9500458340000001,0.26905496,0.27855473,0.626270091,0.85966308,0.712692786,0.23874813600000003,0.847078573,0.005325609,0.359530195,0.273376895,0.6499895729999999,0.10838923199999999,0.901332447,0.166453984,0.58527228,0.6242973820000001,0.441298075,1
99,1,100,0.5596478260000001,0.2119791,0.694073699,0.150717978,0.126537626,0.162545221,0.254231221,0.812882468,0.925624703,0.9014385109999999,0.613846175,0.26580914,0.407308489,0.727183604,0.870512672,0.23088825,0.662240205,0.176693794,1
100,1,101,0.08603126900000001,0.077760614,0.058895904000000006,0.436345972,0.33150951100000003,0.7717291079999999,0.67224953,0.293345078,0.051208036,0.6432129529999999,0.174857663,0.836967314,0.395564488,0.561436745,0.279824598,0.631973668,0.19566338100000003,0.9988201440000001,1
101,1,102,0.585876041,0.53293796,0.744664755,0.945812223,0.41076671200000003,0.655021441,0.519346072,0.05259608,0.203452792,0.134272391,0.868657866,0.520160456,0.971357386,0.462181999,0.355326605,0.41092990799999995,0.08040392,0.398083505,1
102,1,103,0.008640804,0.432523046,0.998262835,0.110170126,0.671008525,0.170807595,0.207668858,0.70307626,0.611180166,0.63267233,0.948308147,0.669069006,0.920149366,0.270858512,0.048259364000000006,0.826194422,0.7378049320000001,0.733418989,1
103,1,104,0.049399712,0.04927002,0.7592164220000001,0.664519516,0.774061223,0.8639788690000001,0.596792395,0.879419572,0.58787323,0.212854486,0.309700533,0.588191102,0.6718510959999999,0.43792070299999997,0.083006503,0.8781775340000001,0.10669304199999999,0.085558954,1
104,1,105,0.076474458,0.7109556659999999,0.883787778,0.12299682099999999,0.905277577,0.23619315,0.36703325700000006,0.7815910070000001,0.344564909,0.817350749,0.712681397,0.549026295,0.8511873320000001,0.306864647,0.205398215,0.645744179,0.8832856170000001,0.7522488940000001,1
