,intercolumnar distance,upper margin,lower margin ,exploitation ,row number,modular ratio,interlinear spacing ,weight ,peak number,modular ratio/ interlinear spacing,Label
10117,0.438888,0.19553399999999999,0.14315999999999998,-0.809435,0.261718,0.439463,0.597681,-1.272506,-0.247731,0.179694,5
9926,0.192011,0.085618,0.278304,-1.3473549999999999,0.261718,-0.681707,0.182426,-0.113134,0.18880999999999998,-0.5897600000000001,5
7392,0.068573,0.289748,0.107596,1.267115,0.261718,1.26996,0.52218,0.5901890000000001,0.126447,0.9505239999999999,0
1279,-0.696746,-0.055704,-3.210528,0.628849,0.261718,-0.30798400000000004,0.031425,0.331343,0.095265,-0.17666700000000002,9
2390,-0.00549,-0.660245,0.345875,-0.27058899999999997,0.261718,0.190314,0.408929,-0.06842100000000001,-0.559546,0.055539,0
328,0.13029200000000002,-0.126364,0.37788299999999997,0.755362,0.261718,0.564038,0.144676,0.49542200000000003,0.438262,0.547846,0
9693,0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,0.190314,0.182426,-0.656008,-0.715453,0.202575,5
7689,-0.128929,0.21123699999999998,0.075589,0.526356,0.261718,0.231839,-0.45933100000000004,-0.575163,-1.151994,0.619297,0
2271,-0.091897,0.258344,0.445454,1.6435819999999999,0.08296100000000001,0.605563,0.106925,1.038549,0.31353600000000004,0.62025,9
9816,0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,-0.30798400000000004,-0.006326,0.386909,-0.746634,-0.157415,0
195,-0.672058,0.06991499999999999,0.395665,1.1036620000000001,0.261718,-0.515608,0.144676,1.619632,1.654339,-0.401242,4
1013,-0.22768000000000002,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,-1.3045799999999999,0.446679,0.9079020000000001,0.656532,-1.2733219999999998,3
7257,0.13029200000000002,-0.46396499999999996,0.338762,0.26578,0.261718,0.190314,0.106925,0.372989,0.095265,0.24429800000000002,0
7685,0.056228999999999994,0.533135,0.185837,0.8828010000000001,0.261718,0.024215,1.352689,0.842783,0.064084,-0.554765,0
5249,0.056228999999999994,0.48602799999999996,0.10404000000000001,-0.053337999999999997,0.261718,-0.8062819999999999,0.069175,-0.30800700000000003,-0.185368,-0.6482640000000001,6
5343,0.500607,0.140576,0.388552,-0.637358,0.261718,0.813187,-2.384602,0.488763,0.31353600000000004,-2.287292,7
9380,-0.252367,-0.063555,0.594823,0.8912450000000001,0.529852,0.314889,-0.685833,1.537428,1.716702,0.8920680000000001,10
2746,0.056228999999999994,0.124874,0.136047,0.14974,0.17234000000000002,-0.889332,-0.308329,0.356952,-0.216549,-0.5385979999999999,0
6999,0.883267,-0.314793,0.086258,-1.3378370000000002,0.976743,-1.2630549999999998,-1.667344,1.983691,1.716702,-0.107242,8
3996,0.266074,0.415367,0.089814,-0.68501,0.261718,-0.557133,0.333428,-0.156101,0.438262,-0.533065,6
1163,0.192011,-0.03215,0.249852,-0.41876499999999994,0.17234000000000002,-0.183409,0.144676,-0.052869000000000006,0.001721,-0.126216,5
9154,0.389513,0.37611100000000003,0.018686,-0.690978,0.08296100000000001,0.397939,0.748682,-1.297823,-0.310094,0.069885,0
3449,0.056228999999999994,0.124874,0.136047,0.14974,0.17234000000000002,0.771662,0.069175,-0.264439,0.001721,0.7922399999999999,0
4093,0.229043,0.242641,0.089814,0.12022999999999999,0.261718,0.9792860000000001,0.371178,-0.48808500000000005,-0.091823,0.793879,0
1724,0.13029200000000002,-0.456114,0.292529,0.202672,0.261718,1.145386,0.7864329999999999,-0.598286,-0.310094,0.6893729999999999,0
1058,-0.153617,-0.03215,0.27119099999999996,0.057241,0.261718,0.813187,0.6354310000000001,-0.8316790000000001,-0.154186,0.485401,0
6929,0.031541,-0.024299,0.545034,-2.187595,0.261718,-0.183409,0.031425,-1.95818,-0.341275,-0.061721000000000005,4
181,-0.042522000000000004,0.7529680000000001,-0.10934400000000001,1.041241,-1.347089,0.190314,0.899684,0.6875760000000001,-0.060641999999999995,-0.195377,5
5975,-0.635027,-0.448263,0.299642,1.407861,0.17234000000000002,1.186911,-1.705095,0.41948900000000006,1.124254,2.524441,11
6977,0.080916,-0.142067,0.17161099999999999,-0.470713,0.261718,0.688613,0.673182,-0.268438,-0.060641999999999995,0.368285,5
10402,-0.042522000000000004,0.187683,0.22495700000000002,0.290963,0.261718,-0.10036,0.371178,0.127345,0.001721,-0.176498,0
27,0.031541,0.666605,-0.09511900000000001,0.010217,0.17234000000000002,-0.8062819999999999,0.55993,0.807447,1.124254,-0.890705,6
9078,-0.141273,-0.055704,0.207175,0.246982,0.261718,0.231839,0.408929,1.2359069999999999,0.126447,0.107412,5
7957,0.192011,0.509582,0.07914500000000001,1.072093,0.261718,1.103861,0.257927,0.47099799999999997,0.157628,0.971126,0
3103,-0.202992,-0.377602,0.43478500000000003,0.24480300000000002,-0.721442,0.397939,0.295677,-0.092068,0.531806,0.319438,4
699,-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.764757,0.55993,0.50544,0.157628,-0.847029,6
5021,-0.116585,0.06991499999999999,0.068476,-0.783147,0.261718,0.14879,-0.45933100000000004,-0.606247,-0.87136,0.547063,0
5646,0.364825,0.36826,0.19295,-0.42040600000000006,0.261718,-0.9308559999999999,0.069175,0.02254,0.344717,-0.772203,7
4255,0.389513,0.37611100000000003,0.018686,-0.690978,0.08296100000000001,-0.10036,0.333428,-1.537682,-1.058449,-0.159151,0
8896,2.105308,-0.07925700000000001,0.23918299999999998,-1.152363,-0.989576,-1.055431,-2.762106,-1.037735,-1.526171,-2.295441,0
2863,0.364825,-0.189174,0.5023569999999999,0.22329000000000002,-1.168333,0.647088,-2.875357,-1.075944,-0.996086,-1.374477,5
9704,0.10560399999999999,0.7215630000000001,0.086258,0.505409,0.261718,0.397939,0.182426,0.721068,-0.060641999999999995,0.378556,5
3455,0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,-0.058835000000000005,0.371178,-0.818651,-0.403638,-0.131726,0
625,0.278418,-0.3619,0.5023569999999999,-1.588745,0.261718,-0.723232,0.182426,-1.218745,-0.310094,-0.6133770000000001,5
3305,0.13029200000000002,-0.456114,0.292529,0.202672,0.261718,0.356414,0.295677,-0.597471,-0.310094,0.27215700000000004,0
7445,0.192011,-0.251983,0.33165,0.296423,0.261718,-0.474083,0.220177,0.768694,0.157628,-0.434129,0
6142,-0.017834,-0.055704,0.23206999999999997,0.604621,-0.989576,0.564038,1.730193,1.260836,0.594169,-0.291058,0
6554,2.105308,-0.07925700000000001,0.23918299999999998,-1.152363,-0.989576,0.10726500000000001,-0.34608,-2.179147,-1.463808,0.41348,0
8669,0.019197,-0.087108,0.384996,0.7949579999999999,0.261718,-0.058835000000000005,0.257927,0.8538690000000001,0.687713,-0.08269800000000001,0
7297,-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,-0.9723809999999999,0.031425,-0.324743,0.219991,-0.786633,7
9665,0.389513,0.462474,0.136047,0.011679,-0.9001979999999999,-0.391033,0.408929,1.592975,0.40708,-0.45123500000000005,5
2817,0.068573,-0.087108,0.47034899999999996,-0.099617,0.17234000000000002,-0.30798400000000004,0.6354310000000001,1.060333,0.687713,-0.49470600000000003,0
83,0.401857,-0.220579,-3.210528,-1.1855129999999998,-1.168333,-0.474083,0.182426,-0.458534,-0.403638,-0.416335,0
7881,-0.10424100000000001,-0.055704,0.299642,0.39124899999999996,0.17234000000000002,0.314889,0.106925,0.220694,0.219991,0.36897199999999997,0
2526,0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.266459,0.144676,1.375212,0.126447,-0.19806500000000002,5
9550,0.57467,-0.134216,0.160942,1.252465,0.976743,0.10726500000000001,-0.9878370000000001,1.004125,0.9995280000000001,0.8760469999999999,8
2470,0.204355,-0.134216,0.043581,-0.6548729999999999,0.261718,-0.681707,0.937434,-0.63438,0.46944300000000005,-0.959419,4
1913,0.080916,0.588093,0.015130000000000001,0.00225,0.261718,0.14879,-0.044076,-0.11494000000000001,-0.060641999999999995,0.30643000000000004,5
2249,-0.252367,-0.063555,0.594823,0.8912450000000001,0.529852,-0.557133,-0.912336,1.199173,2.465057,0.206806,10
5912,-0.301743,0.19553399999999999,0.381439,0.351116,0.08296100000000001,-0.515608,0.408929,0.9707889999999999,1.124254,-0.564228,4
2121,0.14263599999999999,-0.377602,0.32809299999999997,-0.039583,0.261718,1.0208110000000001,0.182426,-0.592753,-0.5283640000000001,0.9424950000000001,5
2877,-0.22768000000000002,-0.503221,0.40633400000000003,-0.671732,0.261718,-0.30798400000000004,0.899684,0.049217000000000004,0.687713,-0.62085,4
9767,0.10560399999999999,0.10132000000000001,0.24629600000000001,0.08707999999999999,0.261718,0.356414,0.257927,0.783216,0.531806,0.30336799999999997,0
4949,0.14263599999999999,0.48602799999999996,0.100483,-0.448543,0.17234000000000002,-0.6401819999999999,0.371178,-0.9228729999999999,-0.216549,-0.657317,0
3811,0.13029200000000002,0.077766,0.299642,-0.693335,0.261718,0.10726500000000001,0.446679,-0.0691,0.126447,-0.030306,0
6973,-0.116585,-0.189174,0.694403,0.974792,0.708609,-1.013906,-1.32759,0.944307,1.498432,-0.057864,11
7201,-0.091897,-0.220579,0.27474699999999996,0.567174,-0.185173,1.519109,0.673182,-0.099582,-0.154186,1.0803459999999998,0
9975,0.056228999999999994,0.28189699999999995,-0.091562,-0.919149,-0.185173,1.685209,0.446679,2.055314,1.124254,1.392634,5
10254,0.303106,-0.134216,-0.002652,-0.624558,0.261718,0.647088,0.824183,-1.309977,-0.933723,0.23053099999999999,0
1838,-0.215336,0.36040900000000003,0.096927,0.28618899999999997,0.17234000000000002,-0.183409,0.673182,0.801234,0.095265,-0.412562,5
7254,0.019197,-0.17347100000000001,0.306755,-0.081535,0.17234000000000002,-0.681707,-2.6488549999999997,0.406927,0.157628,-2.124692,5
5113,0.229043,0.124874,0.182281,0.686496,0.261718,-0.10036,0.371178,0.7712180000000001,-0.216549,-0.174039,0
4022,0.09326,0.329004,0.27119099999999996,-0.8135220000000001,0.17234000000000002,1.726734,0.144676,-0.497462,-0.12300499999999999,1.613158,0
7779,0.488263,-0.49537,0.111153,0.334258,0.976743,0.314889,-1.1010879999999998,-0.713672,0.438262,1.136968,8
1819,-0.314087,-0.040001,0.303198,1.37665,0.17234000000000002,1.0623360000000002,0.52218,0.6294850000000001,1.872609,0.76649,10
45,-0.301743,0.19553399999999999,0.381439,0.351116,0.08296100000000001,-0.058835000000000005,0.446679,-0.08172,0.8748020000000001,-0.17720999999999998,4
8897,-0.277055,-0.251983,-3.203415,1.9579259999999998,0.261718,1.0623360000000002,-2.346852,0.388812,-0.403638,-1.749211,10
8088,0.401857,-0.26768600000000004,0.299642,-0.808002,0.261718,-1.013906,-0.081827,0.117249,0.219991,-0.7565069999999999,5
6841,0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.01731,-0.081827,0.771257,0.656532,0.157103,0
7852,0.14263599999999999,-0.369751,0.413447,0.301347,0.17234000000000002,-0.598658,0.144676,0.032034,-1.058449,-0.499673,5
5770,-2.523635,-0.346197,-2.349878,-0.775688,0.17234000000000002,0.190314,0.446679,-3.210008,-1.775623,0.028511,5
5434,0.512951,-0.416858,0.125378,0.549719,0.976743,-0.14188399999999998,-1.893847,0.31185,1.217798,1.287886,8
2658,0.389513,0.462474,0.136047,0.011679,-0.9001979999999999,0.231839,0.295677,0.8569950000000001,-0.060641999999999995,0.181479,5
7755,-0.190648,-0.024299,0.367214,2.258633,0.17234000000000002,1.726734,0.6354310000000001,1.0182209999999998,1.9661540000000002,1.297132,10
7425,0.15498,-0.3619,0.40989,-0.17194500000000001,0.261718,0.771662,0.069175,-2.1486259999999997,-1.058449,0.781101,5
6628,-0.06721,-0.149918,0.32098000000000004,0.11858900000000001,0.261718,-0.266459,0.295677,0.021647,0.31353600000000004,-0.285501,0
6321,0.278418,-0.197025,0.23918299999999998,-0.73839,0.261718,0.9377620000000001,-0.270579,-1.71042,-0.5283640000000001,1.162369,5
2700,0.698109,-0.369751,0.185837,-0.92264,0.976743,-1.5537290000000001,-1.32759,-1.817263,-1.557353,-0.601815,8
8190,9.52396,-0.181323,0.068476,-2.8098080000000003,-2.777139,-2.093552,0.6354310000000001,0.859267,-3.864781,-2.049311,0
6805,-0.054866,0.313302,0.05425,0.218427,0.261718,1.186911,0.52218,-0.565009,-0.091823,0.871936,0
2195,-0.400494,-0.16562000000000002,0.392108,0.485626,0.261718,-0.432558,0.484429,0.778227,0.656532,-0.517912,4
2034,-0.22768000000000002,-0.11066199999999998,0.196506,1.060099,0.261718,-0.598658,0.446679,1.10625,1.6855200000000001,-0.627408,10
8600,-0.28939899999999996,0.8314799999999999,0.157386,0.987562,0.529852,-0.349509,-1.478592,-1.165605,-0.5283640000000001,0.65064,11
5689,-0.042522000000000004,-0.416858,0.569929,-2.224653,0.08296100000000001,1.9758830000000003,0.6354310000000001,-0.11779400000000001,-0.029461,1.499117,3
6380,0.57467,0.085618,0.310311,-2.167514,0.261718,-1.968978,-0.232828,-1.328597,0.531806,-1.583525,7
567,-0.351118,-0.24413200000000002,0.594823,1.592678,0.797987,-0.474083,-1.705095,0.08340800000000001,1.3737059999999999,0.713917,10
7648,0.29076199999999996,0.077766,0.11826500000000001,0.275805,0.261718,-0.847807,0.333428,0.859791,0.126447,-0.810647,5
6598,-0.128929,0.572391,-0.031104000000000003,0.319399,0.261718,0.314889,0.144676,0.296239,0.438262,0.329515,6
2010,0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.30798400000000004,0.257927,-0.607645,-0.715453,-0.301992,0
5580,-0.116585,-0.338346,-3.210528,-0.8658290000000001,-1.168333,1.145386,-0.270579,-0.792751,-0.403638,1.3725610000000001,0
883,0.09326,-0.26768600000000004,0.16805499999999998,-0.383884,0.261718,-0.9723809999999999,0.333428,0.285503,0.032902,-0.934164,0
5779,0.080916,0.077766,0.050694,0.857319,-1.257711,1.643684,-0.45933100000000004,-0.167148,-0.029461,1.98741,0
7824,-0.38815,0.321153,0.107596,0.886232,0.351096,-0.197251,0.49701300000000004,0.7678010000000001,0.41747399999999996,-0.303632,5
9649,0.15498,-0.322644,0.17516800000000002,0.126526,0.17234000000000002,0.06573999999999999,0.182426,0.33105100000000004,0.032902,0.078998,0
5090,-0.141273,-1.201976,0.6126050000000001,-0.518872,0.17234000000000002,-0.515608,-0.006326,0.14909,0.500624,-0.36237600000000003,3
9391,0.710453,-0.28338800000000003,0.128935,0.601905,0.976743,-0.8062819999999999,-0.836835,0.632941,1.560794,-0.132582,8
4302,-3.498799,-0.754459,0.477462,1.600496,-4.9222150000000005,0.688613,1.352689,0.706196,-0.12300499999999999,-0.006809999999999999,10
52,0.21669899999999997,-0.29123899999999997,0.349432,0.5071100000000001,0.261718,-0.30798400000000004,0.333428,0.639251,0.18880999999999998,-0.340545,0
6855,0.8462350000000001,-0.09496,0.182281,-1.9810849999999998,0.6192300000000001,-2.218127,-1.742845,-1.8704029999999998,-0.091823,-1.082164,8
1050,0.080916,0.313302,0.07914500000000001,0.5889850000000001,0.261718,-0.847807,0.182426,0.9288709999999999,0.375899,-0.7480439999999999,5
9899,-0.178304,-0.620989,0.32098000000000004,0.699028,0.261718,-1.1800059999999999,0.371178,-0.381707,0.344717,-1.132519,4
8326,0.031541,-2.426761,0.37077,0.77977,0.17234000000000002,0.730137,0.52218,0.9683620000000001,0.157628,0.479663,0
2138,-0.190648,-0.063555,0.44189799999999996,1.289493,0.261718,2.058932,0.9751850000000001,-0.713575,-0.341275,1.401398,4
8514,0.37716900000000003,0.022808000000000002,0.139604,1.070691,0.976743,-0.30798400000000004,-1.667344,0.275465,1.280161,0.9047379999999999,8
9565,0.14263599999999999,0.164129,0.20006300000000002,-0.249732,0.261718,-0.515608,0.031425,0.364679,0.843621,-0.337856,0
8864,0.13029200000000002,-0.456114,0.292529,0.202672,0.261718,1.0208110000000001,-0.044076,-0.412966,-0.185368,1.094366,0
243,-0.054866,0.179832,0.23918299999999998,-1.170087,0.261718,-1.22153,-0.195078,-1.853978,-2.586341,-0.8894989999999999,4
2819,0.204355,0.038511000000000004,0.036468,0.655644,0.17234000000000002,0.771662,1.0129350000000001,0.370523,0.40708,0.239114,0
807,0.167323,0.171981,0.047137,0.268047,0.17234000000000002,0.439463,0.257927,0.11284200000000001,0.032902,0.38437899999999997,5
1753,0.809204,-0.29123899999999997,0.036468,-0.399281,0.976743,0.024215,-1.1765889999999999,-0.772346,0.9371649999999999,0.90217,8
1631,0.29076199999999996,0.156278,0.136047,1.401386,0.08296100000000001,-0.30798400000000004,-3.252862,-0.744776,-1.027268,-1.656929,0
1237,0.117948,0.06991499999999999,0.338762,-1.2960040000000002,0.261718,-1.38763,0.106925,0.613274,1.24898,-1.189901,7
9076,0.14263599999999999,-0.29123899999999997,-3.210528,-2.167812,0.351096,-0.847807,0.144676,-0.36305,0.064084,-0.741317,5
3011,0.29076199999999996,-0.26768600000000004,0.32453699999999996,-0.396177,-1.0789549999999999,-0.598658,0.106925,0.233935,0.500624,-0.476346,0
8830,-3.498799,-0.754459,0.477462,1.600496,-4.9222150000000005,1.4360600000000001,1.0129350000000001,0.378852,-0.777816,0.828936,10
632,-0.28939899999999996,0.8314799999999999,0.157386,0.987562,0.529852,0.605563,-0.9500860000000001,-0.564562,0.905984,1.3272110000000001,11
914,-0.178304,0.902141,-0.041773000000000005,0.5931029999999999,0.261718,0.10726500000000001,0.182426,0.21846100000000002,-0.185368,0.137996,5
8944,-0.06721,-0.149918,0.32098000000000004,0.11858900000000001,0.261718,0.14879,0.371178,0.403316,0.31353600000000004,0.054237,0
4712,-0.252367,-0.11066199999999998,0.452567,0.8883209999999999,0.17234000000000002,-0.6401819999999999,-0.119577,0.539242,0.001721,-0.41340600000000005,3
4525,-0.042522000000000004,-0.322644,0.310311,0.28729299999999997,0.261718,-0.183409,0.446679,0.479501,-0.12300499999999999,-0.27828,5
5346,0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,0.314889,0.144676,0.839153,0.31353600000000004,0.31728,0
1107,0.8462350000000001,-0.09496,0.182281,-1.9810849999999998,0.6192300000000001,-2.550325,-1.7805950000000001,-0.422092,1.124254,-1.413451,8
7754,-3.498799,-0.5503279999999999,0.050694,-0.629422,-4.9222150000000005,0.190314,0.333428,0.287774,0.282354,0.105966,0
10087,0.019197,-0.016447999999999997,-3.210528,-0.310423,0.261718,0.190314,0.446679,0.645038,0.126447,0.050258,0
