,intercolumnar distance,upper margin,lower margin ,exploitation ,row number,modular ratio,interlinear spacing ,weight ,peak number,modular ratio/ interlinear spacing,Label
3982,0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,0.730137,-0.195078,-0.295309,-0.310094,0.928414,0
8918,0.661077,-0.20487600000000003,-3.075385,0.47103599999999995,1.0661209999999999,-0.349509,-1.629594,0.862276,2.402694,0.8324799999999999,8
3943,0.438888,0.19553399999999999,0.14315999999999998,-0.809435,0.261718,-0.764757,-0.044076,-0.359244,-0.12300499999999999,-0.564107,5
4868,0.364825,-0.149918,0.107596,-1.108143,0.17234000000000002,0.314889,0.144676,1.048975,0.594169,0.345042,0
8184,-0.33877399999999996,-0.197025,0.530808,1.1462709999999998,0.708609,-0.10036,-1.365341,0.27199,-0.029461,0.940024,11
2245,0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,0.813187,0.484429,0.744696,-0.154186,0.568364,0
6068,0.488263,-0.49537,0.111153,0.334258,0.976743,-0.266459,-1.063338,0.25902,1.591976,0.5480149999999999,8
4296,-0.437525,-0.471816,0.463236,-0.545248,0.261718,0.647088,0.748682,-1.480464,0.001721,0.279427,4
7270,-0.573307,0.37611100000000003,0.057807000000000004,0.047395,0.261718,-0.557133,0.031425,0.821465,0.62535,-0.411272,6
5590,0.624046,-2.426761,0.178724,0.7113520000000001,1.0661209999999999,-1.761353,-0.9500860000000001,-0.254576,0.40708,-1.01515,8
7321,0.056228999999999994,-0.730905,0.44189799999999996,0.183695,0.261718,0.854712,-0.38383,-0.21580300000000002,-0.185368,1.168879,0
5853,0.47591999999999995,-0.28338800000000003,0.107596,0.080127,0.976743,-1.055431,-0.49708100000000005,0.120394,1.872609,-0.57744,8
7776,0.327793,0.179832,0.157386,-0.508846,0.17234000000000002,0.522513,0.069175,1.142344,0.500624,0.56453,0
3643,0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.10036,-2.875357,0.331303,-0.278912,-1.659629,0
1499,0.10560399999999999,0.556689,-0.031104000000000003,0.619301,0.17234000000000002,0.10726500000000001,-0.912336,0.01027,-0.060641999999999995,0.7944939999999999,0
2830,-0.030177999999999996,0.022808000000000002,0.157386,-0.771451,0.261718,0.9792860000000001,-0.270579,-1.620314,-0.37245700000000004,1.213302,7
2996,-0.079554,-0.17347100000000001,0.367214,0.32450100000000004,0.261718,0.356414,0.182426,-0.000117,-0.060641999999999995,0.33821999999999997,5
9423,-0.301743,0.171981,0.285416,0.684706,0.17234000000000002,3.014004,0.446679,0.000737,1.498432,2.542549,10
10196,0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,2.225032,0.673182,-1.182166,-0.590727,1.692963,0
1087,-0.116585,-0.07925700000000001,0.381439,1.540879,0.17234000000000002,1.4360600000000001,0.408929,0.5191479999999999,1.716702,1.197943,10
6744,0.080916,-0.11851300000000001,0.445454,-0.188027,0.261718,0.730137,0.069175,1.254623,0.781258,0.738498,0
3397,0.192011,-0.03215,0.249852,-0.41876499999999994,0.17234000000000002,-0.01731,-2.686605,-0.058538,0.001721,-1.8132240000000002,5
9309,-0.252367,-0.11066199999999998,0.452567,0.8883209999999999,0.17234000000000002,-0.6401819999999999,0.106925,0.807272,0.282354,-0.519841,3
2962,-0.00549,-0.660245,0.345875,-0.27058899999999997,0.261718,1.26996,0.220177,-0.926019,-0.341275,1.1478059999999999,0
8386,0.47591999999999995,-0.28338800000000003,0.107596,0.080127,0.976743,-1.013906,-0.5725819999999999,-0.282262,0.7500760000000001,-0.5076649999999999,8
9181,0.45123199999999997,-0.26768600000000004,0.335206,-0.8313360000000001,0.261718,1.0208110000000001,0.182426,0.387531,0.001721,0.9709450000000001,0
2600,0.09326,-0.26768600000000004,0.16805499999999998,-0.383884,0.261718,-0.723232,0.257927,0.100008,0.126447,-0.674471,0
7592,0.37716900000000003,0.109171,0.317424,-1.6582970000000001,-0.9001979999999999,-0.432558,0.333428,-1.4588940000000001,0.219991,-0.448558,7
3642,-0.00549,-0.20487600000000003,0.32098000000000004,-0.694588,0.261718,0.024215,-0.232828,0.154313,0.18880999999999998,0.282826,5
7778,-0.153617,-0.26768600000000004,-3.210528,-0.35177800000000004,-0.006417,0.730137,-0.044076,-0.49577299999999996,-0.060641999999999995,0.82949,0
5497,-0.32643,-0.157769,0.424116,1.924954,0.17234000000000002,2.391131,0.824183,0.731572,1.591976,1.794286,10
3641,0.204355,-0.354049,0.32098000000000004,0.410166,-0.989576,0.314889,-6.310645,0.354175,-1.526171,-2.7295580000000004,0
2439,0.031541,-2.426761,0.37077,0.77977,0.17234000000000002,-2.633375,-0.157328,-0.787101,-1.2455379999999998,-2.237287,0
8357,0.278418,-0.197025,0.23918299999999998,-0.73839,0.261718,-0.183409,0.9751850000000001,-0.38297,0.064084,-0.551244,5
437,0.09326,0.054213,0.37432600000000005,0.37892600000000004,0.261718,1.145386,0.144676,-0.4052,-0.933723,1.085385,7
9952,0.624046,-0.071406,0.22140100000000001,-0.586246,0.887365,-1.38763,-1.32759,-0.098942,0.9995280000000001,-0.445617,8
6763,0.661077,-0.20487600000000003,-3.075385,0.47103599999999995,1.0661209999999999,-0.6401819999999999,-1.063338,1.923561,1.9661540000000002,0.158055,8
9869,0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,1.26996,0.295677,-0.099174,-0.37245700000000004,1.090001,0
7334,0.15498,0.289748,0.207175,-0.007298000000000001,0.17234000000000002,1.685209,1.050686,-2.0677220000000003,-1.370264,0.9903540000000001,6
8085,0.37716900000000003,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,0.522513,0.182426,0.516139,-0.091823,0.502892,0
531,-0.240024,-0.29909,0.694403,0.955725,0.6192300000000001,-0.681707,-1.365341,1.498286,1.342524,0.337038,11
8919,1.142487,0.062064,0.125378,1.0598299999999998,0.261718,-0.22493400000000002,0.106925,1.205385,-0.403638,-0.145204,0
8886,0.648733,0.242641,-0.045329,-0.44415699999999997,0.261718,1.768258,0.408929,-1.079575,-0.43482,1.471811,0
1251,0.019197,0.619498,0.032912000000000004,-0.18385,0.261718,1.519109,0.597681,-1.57395,-0.559546,1.123768,6
982,0.73514,-0.28338800000000003,0.089814,-1.848127,0.976743,-1.22153,-1.2143389999999998,-2.498298,-1.2767190000000002,-0.351033,8
8153,-0.22768000000000002,0.446772,0.534365,0.177429,0.17234000000000002,-1.1384809999999999,0.295677,0.19894900000000001,-0.185368,-1.062442,4
8580,-0.351118,-0.24413200000000002,0.594823,1.592678,0.797987,-1.8444029999999998,-0.799085,-1.995322,-1.401445,-1.193505,10
965,0.266074,-0.134216,0.214288,-0.229323,0.261718,-0.6401819999999999,-0.006326,0.700138,-0.029461,-0.468088,5
1971,-0.32643,0.09346900000000001,-3.210528,0.6684140000000001,-0.095795,1.186911,0.748682,1.26934,2.122061,0.74338,10
592,0.117948,-0.16562000000000002,0.562816,0.567204,0.6192300000000001,0.9377620000000001,-1.742845,2.013202,1.124254,2.29197,11
1689,-0.22768000000000002,-0.11066199999999998,0.196506,1.060099,0.261718,-0.058835000000000005,0.031425,0.963741,1.9661540000000002,0.05574400000000001,10
6286,-0.042522000000000004,0.187683,0.22495700000000002,0.290963,0.261718,-0.22493400000000002,0.824183,-0.14369400000000002,0.31353600000000004,-0.515754,0
125,0.303106,0.352558,0.082701,0.7039810000000001,0.261718,-0.349509,0.220177,0.597314,-0.185368,-0.317025,5
877,0.10560399999999999,0.20338499999999998,-0.023991,0.9956780000000001,0.261718,-0.058835000000000005,0.220177,0.815408,0.001721,-0.052994000000000006,0
9863,-0.215336,-0.20487600000000003,0.456124,-0.099826,0.17234000000000002,-0.9308559999999999,0.182426,0.49810200000000004,0.843621,-0.822931,4
3018,0.09326,-0.212727,0.260522,-0.5272560000000001,0.261718,-0.515608,0.446679,0.61473,0.251173,-0.568495,5
9640,-0.202992,-0.377602,0.43478500000000003,0.24480300000000002,-0.721442,-1.1800059999999999,0.446679,1.9388020000000001,1.124254,-1.170625,4
6394,-0.215336,0.36040900000000003,0.096927,0.28618899999999997,0.17234000000000002,-0.01731,0.446679,-0.68418,-0.746634,-0.12456500000000001,5
8970,0.24138600000000002,-0.11066199999999998,0.32453699999999996,-0.772226,0.261718,-0.10036,-0.119577,-2.168041,-0.746634,0.12068499999999999,5
3345,0.438888,0.289748,0.14315999999999998,-0.282494,0.261718,-0.183409,-0.006326,-0.362292,0.282354,-0.024687999999999998,0
7148,0.29076199999999996,-0.26768600000000004,0.32453699999999996,-0.396177,-1.0789549999999999,-0.515608,-0.081827,0.060051,0.656532,-0.299557,0
9460,0.10560399999999999,0.10132000000000001,0.24629600000000001,0.08707999999999999,0.261718,0.8962370000000001,-0.270579,-0.572387,-0.8401790000000001,1.131025,0
3419,0.562327,-0.000745,-3.210528,-2.832246,0.261718,2.80638,-2.497853,-0.559883,-1.151994,-1.768029,0
1562,0.562327,-0.29909,0.068476,-0.58926,0.976743,0.522513,-0.610333,-1.6785990000000002,-0.154186,0.992693,8
6847,-0.128929,0.06991499999999999,0.313868,0.5105109999999999,0.08296100000000001,2.391131,0.6354310000000001,-1.476659,-1.775623,1.8657130000000002,7
1052,-0.042522000000000004,-0.29909,0.182281,1.151314,0.261718,2.141982,0.408929,0.011648,-0.029461,1.8148650000000002,0
108,0.229043,-0.22843000000000002,0.32453699999999996,-0.8691409999999999,0.261718,-1.055431,0.257927,-0.259993,0.001721,-0.9717389999999999,5
8737,-0.042522000000000004,0.10132000000000001,0.288973,0.7221529999999999,0.261718,0.14879,0.144676,0.690178,0.500624,0.176343,0
8930,-0.042522000000000004,-0.11066199999999998,0.40989,1.097277,0.261718,0.9792860000000001,0.257927,0.305733,0.064084,0.8646790000000001,0
3269,-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.480988,-0.38383,-0.685054,0.500624,0.812878,4
2295,-0.128929,-0.134216,0.26407800000000003,0.430695,0.261718,0.522513,-0.006326,-0.49536499999999994,-0.060641999999999995,0.605313,5
906,-0.141273,-1.201976,0.6126050000000001,-0.518872,0.17234000000000002,-0.598658,0.144676,0.705245,0.718895,-0.493428,3
5128,-0.33877399999999996,-0.197025,0.530808,1.1462709999999998,0.708609,-0.557133,-1.667344,0.7688689999999999,0.7500760000000001,0.65087,11
999,0.4142,-0.471816,0.23918299999999998,1.018385,0.887365,-1.013906,-2.007098,-0.292591,-0.278912,0.359557,8
7904,0.192011,0.509582,0.07914500000000001,1.072093,0.261718,1.0208110000000001,0.295677,0.430613,0.438262,0.86879,0
3223,-3.498799,0.43107,0.466793,0.713201,-4.9222150000000005,-0.474083,-2.573354,1.282581,-2.118619,-2.123269,0
2485,-0.091897,0.22693899999999997,0.26763400000000004,0.024091,0.261718,0.024215,0.484429,-0.308919,-0.029461,-0.12651800000000002,7
4532,-0.26471100000000003,0.156278,0.402778,1.483948,0.17234000000000002,0.9377620000000001,0.597681,1.208356,1.7790650000000001,0.647892,10
7407,0.14263599999999999,-0.24413200000000002,-3.206971,0.165524,0.887365,0.9792860000000001,0.182426,-1.0711870000000001,0.718895,0.959095,8
9493,-0.696746,-0.055704,-3.210528,0.628849,0.261718,0.522513,0.069175,1.051732,0.46944300000000005,0.564338,9
3667,-0.33877399999999996,-0.09496,0.527252,1.8572520000000001,-1.257711,1.0208110000000001,-1.629594,1.084155,-0.029461,2.301313,10
10105,0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.564038,0.710932,1.586549,0.46944300000000005,0.226444,0
9556,0.15498,-0.38545300000000005,0.381439,0.314237,0.261718,-0.474083,-0.119577,0.541243,0.126447,-0.246069,5
3640,-0.351118,0.022808000000000002,0.17161099999999999,1.1519700000000002,0.261718,-0.01731,0.144676,1.879857,2.496239,0.028668,10
692,-3.498799,-0.754459,0.477462,1.600496,-4.9222150000000005,0.854712,1.2016870000000002,1.347972,-0.466001,0.256968,10
942,0.29076199999999996,0.109171,-0.112901,0.221262,0.261718,0.8962370000000001,0.6354310000000001,-0.445759,-0.65309,0.570425,0
7042,0.8462350000000001,-0.09496,0.182281,-1.9810849999999998,0.6192300000000001,-3.588447,-1.7805950000000001,-0.8409399999999999,1.404887,-2.550564,8
5165,-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,3.055529,0.597681,-0.330917,0.62535,2.6082970000000003,10
206,0.056228999999999994,-0.29123899999999997,0.23918299999999998,0.767954,0.17234000000000002,0.688613,0.069175,0.172253,-0.029461,0.719668,0
812,0.327793,0.179832,0.157386,-0.508846,0.17234000000000002,-0.391033,-0.7613340000000001,-0.02493,-0.902542,-1.571808,0
10133,-0.017834,-0.275537,0.388552,0.9497270000000001,0.261718,0.771662,0.446679,0.180038,-0.37245700000000004,0.562842,5
9960,-0.560964,0.329004,0.296086,0.755571,0.261718,0.190314,0.257927,0.55029,0.781258,0.144807,4
10186,0.500607,-0.220579,-0.03466,0.49732299999999996,0.17234000000000002,0.06573999999999999,0.446679,0.8254450000000001,0.282354,-0.062167999999999994,0
6790,0.019197,-0.087108,0.384996,0.7949579999999999,0.261718,0.314889,0.031425,-0.410365,-0.715453,0.400593,0
7817,-0.054866,-0.330495,-3.210528,-0.26745599999999997,0.261718,-0.266459,0.182426,1.24641,0.344717,-0.218029,5
9041,0.352481,-0.259834,0.463236,-1.127687,-1.0789549999999999,0.10726500000000001,-0.006326,0.7723439999999999,0.157628,0.24264699999999997,5
7700,0.24138600000000002,-0.43256000000000006,0.349432,-1.029281,0.261718,-0.847807,-0.119577,-0.246596,0.282354,-0.590641,5
729,0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,0.14879,-0.610333,-1.405948,0.500624,0.638332,8
2144,0.15498,0.595945,0.036468,-0.126143,0.261718,-0.557133,0.031425,-0.561028,-0.684271,-0.398361,0
610,0.09326,-0.38545300000000005,0.352988,0.546705,0.261718,0.439463,0.371178,0.5231859999999999,-0.185368,0.306937,0
556,-0.252367,-0.11066199999999998,0.452567,0.8883209999999999,0.17234000000000002,-0.349509,0.408929,0.813932,0.032902,-0.43257399999999996,3
5823,0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,1.477585,0.748682,-1.0173290000000001,-0.621908,1.0063389999999999,0
3605,-0.091897,0.258344,0.445454,1.6435819999999999,0.08296100000000001,0.771662,0.257927,1.271048,0.438262,0.672701,9
3545,0.056228999999999994,0.43107,-3.210528,-1.133148,0.261718,2.72333,-0.044076,-3.106408,-3.61533,2.655035,0
3557,0.229043,0.014957,0.395665,-1.399572,0.08296100000000001,-1.055431,0.144676,-1.120542,0.282354,-0.91555,7
4812,0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-0.681707,-1.32759,-1.154091,0.62535,0.279644,8
4455,-0.22768000000000002,0.289748,0.132491,-0.234783,0.261718,-1.1384809999999999,0.182426,0.529205,0.687713,-0.99984,4
96,-0.301743,-0.055704,0.210732,-0.147477,0.261718,1.602159,0.182426,-1.842756,-0.9649049999999999,1.468364,4
4514,-3.498799,0.007106,0.342319,-0.318002,-4.9222150000000005,0.024215,0.710932,-0.37056300000000003,0.843621,-0.237679,4
8662,0.25373,-0.338346,0.352988,-1.1542430000000001,0.17234000000000002,-0.349509,0.295677,-0.072537,-0.091823,-0.355469,5
2578,0.043885,-0.157769,0.228514,-0.21136100000000002,0.261718,0.730137,-0.119577,-0.615527,-0.684271,0.869441,5
8155,0.13029200000000002,0.007106,0.23918299999999998,0.7661939999999999,0.261718,0.14879,0.182426,0.10958,-0.715453,0.152342,0
3188,0.24138600000000002,0.109171,-0.127126,0.380626,0.17234000000000002,0.06573999999999999,0.484429,0.44263199999999997,0.500624,-0.07507899999999999,0
1558,-0.054866,-0.330495,-3.210528,-0.26745599999999997,0.261718,0.06573999999999999,0.408929,-0.155829,-0.684271,-0.055188,5
518,0.080916,0.650903,-0.023991,0.472826,0.261718,0.813187,0.106925,-0.8584139999999999,-0.466001,0.798882,0
4483,0.080916,0.164129,0.19295,0.8190069999999999,0.261718,0.231839,0.371178,1.154672,-0.341275,0.120479,0
7414,0.14263599999999999,0.48602799999999996,0.025799000000000002,0.5454220000000001,0.17234000000000002,-0.01731,-0.34608,-0.474843,-0.559546,0.33500100000000005,0
5282,0.031541,0.19553399999999999,0.24629600000000001,0.627208,0.261718,-0.474083,0.295677,0.8201649999999999,0.344717,-0.43748000000000004,7
3763,0.117948,0.6273489999999999,0.075589,0.831628,0.261718,0.813187,0.408929,1.3274110000000001,0.40708,0.614535,0
4856,0.043885,0.407516,-0.12001400000000001,0.28174299999999997,0.261718,-0.30798400000000004,0.597681,1.0876700000000001,0.531806,-0.469016,0
4699,-0.363462,0.23479,0.000904,0.759778,0.261718,0.439463,0.295677,-0.543924,-0.310094,0.337882,6
3839,0.09326,-0.055704,0.068476,0.305076,0.261718,-0.10036,0.408929,0.668996,0.344717,-0.191194,0
10273,0.043885,0.007106,1.348781,-1.2493969999999999,-0.185173,-0.14188399999999998,-0.610333,0.065934,-0.12300499999999999,0.353023,4
2574,0.031541,-0.040001,0.17516800000000002,-0.10725599999999999,0.261718,-0.598658,-0.119577,-0.498414,-0.466001,-0.36546300000000004,5
2629,0.204355,-0.134216,0.043581,-0.6548729999999999,0.261718,-0.22493400000000002,0.182426,-0.808497,0.18880999999999998,-0.17727,4
8609,-0.128929,-0.511072,0.342319,0.170775,0.261718,2.598755,0.220177,-0.851289,-0.65309,2.3500400000000004,5
3661,0.29076199999999996,0.156278,0.136047,1.401386,0.08296100000000001,0.688613,-0.081827,1.0761370000000001,0.344717,0.815314,0
2456,-0.017834,0.23479,-0.180472,0.6210319999999999,0.261718,1.186911,0.446679,0.136062,-0.37245700000000004,0.9397709999999999,5
1665,-0.10424100000000001,-0.456114,0.484575,0.14380199999999999,0.261718,0.10726500000000001,-0.157328,0.167108,0.126447,0.322644,5
1359,0.266074,0.415367,0.089814,-0.68501,0.261718,-1.2630549999999998,-0.006326,0.184446,0.251173,-1.028097,6
9669,0.303106,0.022808000000000002,0.14671700000000001,-1.8158419999999997,0.261718,0.14879,0.069175,-0.778578,0.095265,0.215848,0
9877,0.056228999999999994,0.28189699999999995,-0.091562,-0.919149,-0.185173,0.14879,0.710932,0.31396599999999997,-0.5283640000000001,-0.11993599999999999,5
1187,0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.432558,0.333428,-0.42878999999999995,0.251173,-0.45292299999999996,0
9343,-0.16596,-0.26768600000000004,0.256965,0.051662,0.261718,1.602159,0.295677,-0.35639,-0.060641999999999995,1.404749,0
3807,0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,-0.391033,0.106925,1.495199,0.219991,-0.29589299999999996,0
350,-0.042522000000000004,-0.46396499999999996,0.392108,0.22699,0.261718,1.228436,0.597681,-0.44772,0.500624,0.8791450000000001,4
5370,0.229043,-0.369751,0.484575,0.25017399999999995,0.261718,-0.183409,0.144676,0.678218,0.46944300000000005,-0.12463800000000001,0
4581,-0.32643,-0.6523939999999999,0.384996,-1.6942220000000001,-0.185173,-1.1384809999999999,-0.232828,-1.747116,-1.183175,-0.80738,4
4443,0.13029200000000002,-0.126364,0.37788299999999997,0.755362,0.261718,0.10726500000000001,0.069175,1.108871,0.344717,0.180502,0
8643,0.167323,0.588093,-0.002652,-0.309259,0.261718,0.688613,0.220177,1.009154,-0.029461,0.620213,5
7906,0.10560399999999999,-0.251983,0.466793,0.287084,0.261718,0.06573999999999999,-0.081827,0.306258,-0.5283640000000001,0.22615500000000002,0
2298,0.31545,0.540986,0.029355000000000003,-0.395163,0.261718,-1.013906,0.371178,0.196075,0.656532,-0.984072,6
9858,-0.314087,0.36040900000000003,0.395665,0.599727,-1.347089,0.190314,0.106925,0.763297,0.344717,0.249831,3
