,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Label
38939,-4.52e-06,-1.26e-05,-7.87e-06,-1.37e-06,-4.35e-05,8.45e-05,0.032307,0.03232,0.032327999999999996,0.0045422,0.0045857,0.0045012,0.0012921,0.00064705,0.001356,0.001218,0.00082212,0.0025703,1.6518,1.6518,1.6515,1.6542,1.6541,1.6538,0.017344,-0.50295,-0.39899999999999997,0.0026447,-0.7127600000000001,-0.093239,0.0028996,0.0029249000000000002,0.0029865,0.0021963,0.0022621,0.0021479,-0.81689,4.3055,5.3425,-0.73797,7.95,18.794,-1.4991,-1.4992,-1.4992,-1.4996,-1.4997,-1.4995,8
4065,-1.4999999999999999e-05,1.3500000000000001e-05,-0.00014174,3.2299999999999997e-07,-0.00010311,-0.00056737,0.024253999999999998,0.02424,0.024382,-0.04673,-0.046626999999999995,-0.046060000000000004,0.0025631,0.0014709000000000002,0.0060225,0.0025903000000000002,0.0016732,0.0056302,1.786,1.7859,1.7844,1.781,1.7808,1.7798,0.017297999999999997,0.23498000000000002,0.71218,-0.023691,-0.6796300000000001,-0.9595600000000001,-0.0078666,-0.007863600000000002,-0.0079682,-0.006281800000000001,-0.0061433,-0.0066560000000000005,-0.62898,3.0674,4.8156,-0.68496,3.5277,5.6759,-1.4984,-1.4985,-1.4984,-1.5013,-1.5015,-1.5008,1
31591,1.01e-05,-8.640000000000001e-05,-3.8e-05,1.74e-05,-2.01e-05,0.00012585,0.007136399999999999,0.007222800000000001,0.0072608,-0.02036,-0.02034,-0.020465999999999998,0.0029209,0.0023035,0.0032489000000000003,0.0028802,0.0018137999999999997,0.0042840000000000005,2.2513,2.2511,2.2505,2.2471,2.247,2.2462,-0.018671,-0.91448,0.08117,-0.021581,-0.48883999999999994,-0.34602,-0.0078206,-0.0077001000000000005,-0.0076721,0.010051000000000001,0.010103000000000001,0.0095919,-0.5504399999999999,17.028,1.9047,-0.5209,3.7968,5.6787,-1.5012,-1.5013,-1.5013,-1.4958,-1.4957,-1.4957,6
41219,-6.74e-06,-5.73e-05,-0.00013209999999999999,-8.59e-06,-2.05e-05,-0.00031075,0.030888,0.030945999999999998,0.031077999999999998,0.016132,0.016152,0.016463,0.0025978000000000004,0.0014366,0.0037281999999999997,0.0026531999999999997,0.0014704,0.006372999999999999,1.8814,1.8813,1.8807,1.8754,1.8754,1.8741,0.022494,-0.015808000000000003,0.069371,0.020322999999999997,-0.2686,-0.6833600000000001,-0.007708199999999999,-0.0076926,-0.007672,-0.006686399999999999,-0.006668600000000001,-0.0073865,-0.61883,0.31577,1.6815,-0.57894,2.7081,5.1944,-1.5054,-1.5054,-1.5052,-1.4981,-1.4981,-1.4980000000000002,8
51410,6.18e-06,9.7e-06,0.0002877,-4.73e-06,5.7499999999999995e-05,-1.8100000000000003e-05,-0.030142000000000002,-0.030151999999999998,-0.03044,-0.02501,-0.025067,-0.025049000000000002,0.0023274000000000003,0.0011595000000000002,0.004646,0.0022636999999999996,0.0012165999999999998,0.0029517,1.4238,1.4238,1.423,1.4295,1.4295,1.4289,-0.019823,-0.0077125,0.54872,-0.022672,0.22794,-0.3237,-0.0088939,-0.008904200000000001,-0.008798899999999998,0.007404399999999999,0.0073365999999999995,0.0077483000000000005,-0.67318,1.1217,6.5776,-0.6714100000000001,2.0774,3.3475,-1.5019999999999998,-1.5019999999999998,-1.5012,-1.4936,-1.4935,-1.4936,10
29146,-4.03e-06,5.28e-05,-2.12e-05,4.8e-06,2.7399999999999995e-05,-0.00025997,0.014700999999999999,0.014648,0.014669,-0.014318,-0.014344999999999998,-0.014085,0.0022578000000000003,0.0013058,0.0039576,0.0022248000000000003,0.0011160999999999999,0.0033411,1.347,1.3468,1.3461,1.3517,1.3517,1.3512,-0.016721,0.29935,0.14697000000000002,-0.016055,0.044106,-0.5988399999999999,-0.0017679000000000002,-0.0018325,-0.0018117,0.012067,0.012029,0.011852,-0.69225,2.0203,4.1955,-0.71103,0.025525,5.812,-1.505,-1.505,-1.5051,-1.4948,-1.4948,-1.4943,6
40965,-1.95e-05,-1.61e-06,4.85e-05,1.32e-05,-9.72e-06,-8.36e-05,0.027011,0.027012,0.026964,0.016328,0.016338,0.016422,0.0023539000000000003,0.0011427999999999998,0.0053413,0.002352,0.0013394,0.0029607,1.5061,1.506,1.5053,1.5009,1.5008,1.5004,0.024026,-0.0040409,0.7823,-0.0026526,-0.061241,-0.16025999999999999,-0.016327,-0.016322,-0.015921,-0.0044104999999999995,-0.0044067,-0.004061,-0.70758,-0.20461,14.738,-0.691,1.4379,3.8454,-1.4935,-1.4935,-1.4933,-1.505,-1.505,-1.5048,8
50322,1.58e-06,2.44e-05,0.00029578,-4.76e-06,6.28e-05,0.00010052,-0.028312,-0.028336,-0.028631999999999998,-0.0154,-0.015463,-0.015562999999999999,0.0022205,0.0012672,0.0038451,0.0021984,0.0012948,0.0030936,1.3458,1.3458,1.3451,1.3459999999999999,1.3459,1.3455,-0.018978000000000002,0.26635,1.5061,-0.017341,0.155,-0.12785,-0.010786,-0.010795,-0.011051,0.010166,0.01007,0.010071,-0.66935,1.8338,16.294,-0.6855100000000001,1.4007,4.1221,-1.5046,-1.5045,-1.5047,-1.4932,-1.4933,-1.4929,10
46748,-9.37e-06,-7.91e-06,0.00038711,-2.7600000000000003e-05,-2.15e-06,5.3500000000000006e-05,0.019127,0.019135,0.018747999999999997,-0.031617,-0.031615,-0.031668,0.0026531999999999997,0.0015323000000000001,0.0064249,0.0025611,0.0015551999999999999,0.0048896,1.8694,1.8694,1.8682,1.8647,1.8647,1.8641,0.012045,-0.25763,0.84749,0.034843,0.23908000000000001,-0.6876,0.005185800000000001,0.005137600000000001,0.0050676,-0.007097399999999999,-0.0071143000000000005,-0.0068833,-0.65004,3.0096,6.6966,-0.62605,1.8129,17.219,-1.5002,-1.5002,-1.4995,-1.4978,-1.4979,-1.4979,9
24809,6.01e-06,-3.9e-05,0.00021429,1.12e-05,3.72e-06,7.47e-06,0.026489999999999996,0.026529,0.026313999999999997,0.023429,0.023425,0.023418,0.0022523000000000005,0.0011817,0.004768199999999999,0.0022399,0.0013356,0.0057992,1.3321,1.3319999999999999,1.3311,1.3402,1.3402,1.3394,0.0061385,-0.10072,0.5989,0.007342699999999999,-0.27225,-0.20295,-0.010787,-0.010765,-0.010553,0.01645,0.016396,0.016925,-0.7004100000000001,0.54162,4.9159,-0.71246,3.4839,4.6925,-1.507,-1.5071,-1.5061,-1.4936,-1.4936,-1.4926,5
37525,5.110000000000001e-07,-9.86e-07,-4.39e-07,1.73e-06,3.58e-06,1.23e-05,0.031887,0.031888,0.031888,0.012083,0.012079000000000001,0.012067,0.00076831,0.00023254,0.00058118,0.00077322,0.00020765,0.0005636,0.96104,0.96104,0.96101,0.96215,0.96214,0.9621200000000001,-8.070000000000001e-05,-0.033076,0.07750599999999999,-0.0025363000000000004,0.16616,0.89107,0.007804600000000001,0.007804899999999999,0.0078242,-0.0042604999999999995,-0.004260100000000001,-0.0041526,-0.6398,3.3371,4.1961,-0.5955199999999999,1.4608,7.9722,-1.4969,-1.4969,-1.4969999999999999,-1.4958,-1.4958,-1.4958,8
39760,-8.02e-06,-4.6e-05,-0.00017333,-9.39e-06,-5.610000000000001e-05,-0.00027848,0.030160000000000003,0.030206,0.030379000000000003,0.0030436,0.0030997,0.0033781999999999996,0.0022876,0.001194,0.0040701999999999995,0.0022911999999999997,0.0012435,0.0031772,1.401,1.4009,1.4001,1.3974,1.3973,1.3968,0.0021905,-0.19116,-0.8804,0.031863999999999996,-0.32059,-1.2532,0.012938999999999999,0.012976,0.012943999999999999,0.0046138,0.004663399999999999,0.0043911,-0.70858,0.5394399999999999,6.1904,-0.7263,1.6207,8.4417,-1.4953,-1.4954,-1.4953,-1.5053,-1.5054,-1.5054,8
37541,2.07e-06,-2.52e-07,1.99e-05,1.92e-06,-1.48e-06,-6.16e-06,0.037629,0.037629,0.037610000000000005,0.010965,0.010967,0.010973,0.00077096,0.00026213,0.00080999,0.00077318,0.00023776,0.00099377,0.96398,0.96398,0.96394,0.96388,0.96388,0.9637899999999999,0.0020155999999999998,-1.2279,0.6139899999999999,-9.97e-05,-0.58912,-1.5032,0.008242,0.0082619,0.0083249,-0.0055387,-0.005543899999999999,-0.0054755,-0.64472,17.248,7.9303,-0.61041,16.706,23.515,-1.4971,-1.4971,-1.4969999999999999,-1.4969,-1.4969,-1.4969999999999999,8
3784,-3.58e-06,4.84e-05,0.0001736,6.25e-06,5.12e-05,-8.79e-06,0.020358,0.020309999999999998,0.020136,-0.029026,-0.029077,-0.029068,0.002224,0.0011557,0.0024929,0.002187,0.0013890999999999999,0.0033133000000000004,1.2985,1.2984,1.2979,1.3023,1.3022,1.3017,-0.009096799999999999,0.12352,0.63643,-0.023062,0.44155,-0.3874,-0.0064754999999999995,-0.0065413,-0.006871600000000001,0.0082224,0.008124,0.0081103,-0.66669,0.27166999999999997,3.5183,-0.69968,5.0891,4.9798,-1.506,-1.5061,-1.5059,-1.4971,-1.4972,-1.4969,1
10471,8e-06,2.62e-05,0.0003654,3.67e-06,8.2e-05,5.7799999999999995e-05,-0.02841,-0.028436000000000003,-0.028801999999999998,-0.018677000000000003,-0.018759,-0.018817,0.0029568000000000003,0.0017722,0.006509699999999999,0.0029276,0.0017638999999999999,0.0052152,2.2792,2.2791,2.2783,2.2762,2.2761,2.2751,-0.030888,0.073629,0.93929,-0.0057003999999999996,0.3922,-0.095814,0.0056419,0.005638000000000001,0.0060916,0.0065176,0.0064403,0.0065685000000000006,-0.57302,1.1176,7.6218,-0.44561999999999996,4.7892,8.4796,-1.5038,-1.5038,-1.5027,-1.4995,-1.4995,-1.4996,2
46206,-1.63e-05,-6.13e-06,0.00010542,-5.82e-07,-2.4299999999999998e-05,3.9200000000000004e-05,0.0064925,0.0064987,0.0063933,-0.02775,-0.027726,-0.027764999999999998,0.0023458000000000003,0.0011965,0.0032775999999999994,0.0023785,0.001268,0.002791,1.5074,1.5073,1.5068,1.5114,1.5114,1.5109,0.023264,-0.097221,0.28319,0.042863,-0.11060999999999999,0.1085,-0.0035326,-0.0035088999999999997,-0.003689,-0.0087982,-0.008809,-0.008723700000000001,-0.6872,0.31972,4.7477,-0.64765,2.1102,9.5421,-1.5026,-1.5026,-1.5026,-1.4989,-1.4989,-1.4988,9
39299,1.96e-06,-4.7600000000000005e-05,-0.00012255,1.3300000000000001e-05,9.91e-06,-1.07e-05,0.038317000000000004,0.038364999999999996,0.038487,0.022226,0.022216,0.022227,0.0014307,0.0010638,0.0025374000000000004,0.001422,0.00090551,0.0031053,2.1489,2.1488,2.1485,2.1469,2.1468,2.1466,-7.01e-05,-1.3598,-2.1179,0.017251,0.30364,-0.060588,0.0029209,0.0029736,0.0030575,-0.00062268,-0.00063647,-0.00041103,-0.82288,17.291,14.564,-0.70467,8.3671,18.386,-1.5025,-1.5025,-1.5023,-1.4995,-1.4995,-1.4994,8
16420,3.44e-07,-4.37e-06,3.28e-05,2.56e-06,-1.84e-06,8.66e-06,-0.0063254,-0.006321,-0.006353899999999999,0.014634999999999999,0.014637,0.014628,0.00079331,0.00024545,0.0005237999999999999,0.00078964,0.00026026,0.00074164,1.3051,1.3051,1.3051,1.308,1.308,1.308,-0.005495399999999999,-0.5895600000000001,1.2576,-0.0018875,-0.41706000000000004,0.21493,0.0013104000000000002,0.0013135,0.0012285,0.0056223,0.005620399999999999,0.0056276,-0.60659,11.498,8.9185,-0.542,19.79,9.6236,-1.4977,-1.4977,-1.4977,-1.4986,-1.4986,-1.4986,4
32007,-1.24e-06,3.5899999999999997e-07,7.42e-06,6.33e-06,3.92e-07,3.94e-07,0.052904,0.052904,0.052896000000000006,0.11122,0.11120999999999999,0.11120999999999999,0.00076207,0.00022998,0.00060288,0.00075919,0.00026981,0.00092796,0.85596,0.85596,0.8559700000000001,0.85665,0.85664,0.8566299999999999,0.0075076000000000006,-0.15469000000000002,-0.17897000000000002,-0.010038,0.3317,0.098859,0.012813999999999999,0.012824,0.012798,-0.0031789,-0.0031780000000000003,-0.0031665,-0.62098,7.5476,9.667,-0.61061,4.7414,7.7424,-1.4945,-1.4945,-1.4945,-1.4968,-1.4968,-1.4968,7
14224,9.02e-06,6.21e-05,-0.00015658,-5.2e-07,4.07e-05,-0.0001416,-0.0025017,-0.0025636999999999995,-0.0024070999999999997,0.0059558,0.0059151,0.0060567,0.0022389,0.001301,0.0026399,0.0021588,0.0012429000000000001,0.0036426,1.2856,1.2854,1.285,1.2893,1.2892,1.2883,-0.019486,0.27729000000000004,-0.22146,-0.014029,-0.2164,-0.40933,-0.00572,-0.0058682,-0.0054161,0.012145999999999999,0.012112999999999999,0.012368,-0.6872699999999999,1.1121,1.4708,-0.70317,1.2383,3.5322,-1.504,-1.5041,-1.5037,-1.4935,-1.4936,-1.4936,3
19907,-7.71e-06,-0.00010269,-0.00010949999999999999,-4.38e-06,-3.74e-05,-0.0007609,0.018248,0.01835,0.01846,0.06551699999999999,0.065555,0.066316,0.0026546,0.0017347999999999999,0.0037679000000000002,0.0026254,0.0015307,0.0049708999999999995,1.8831,1.883,1.8825,1.8836,1.8835,1.8821,-0.005007899999999999,-0.5234800000000001,0.14548,0.01965,-0.060565,-0.68418,0.0041927,0.0042743,0.0042753,0.0090917,0.0090809,0.0096323,-0.6353800000000001,4.0579,3.9091,-0.64913,2.1254,2.4776,-1.5023,-1.5023,-1.5021,-1.4986,-1.4986,-1.4986,4
20436,-1.28e-06,5.21e-05,0.00066914,-6.38e-08,2.36e-05,-0.00025592,0.012723,0.012671,0.012001999999999999,0.055562,0.055538,0.055794,0.0025832,0.0017356,0.0049497,0.0026296999999999996,0.0016732,0.0048934,1.8780000000000001,1.8778,1.8769999999999998,1.8823,1.8822,1.8817,0.0043567,1.4497,1.7775,0.0083172,-0.08016799999999999,-0.45046,-0.0041823,-0.0042591999999999994,-0.0044137000000000004,0.0067786,0.0067496000000000006,0.0065214,-0.64804,9.8722,9.557,-0.6147100000000001,2.6658,4.3969,-1.5078,-1.5079,-1.5073,-1.4993,-1.4993,-1.4989,4
51836,-1.1900000000000001e-05,8.99e-05,-0.00010767,-1.06e-06,3.11e-05,0.00035365,-0.027924,-0.028013999999999997,-0.027906999999999998,-0.027420999999999997,-0.027452999999999998,-0.027806,0.0024848,0.0014612,0.0046661,0.002539,0.0013817,0.0093914,1.7179,1.7178,1.7173,1.7125,1.7124,1.7113,-0.0042801,0.74419,0.099496,-0.01323,-0.016883000000000002,0.29830999999999996,-0.0057815,-0.0059045,-0.0062562,-0.0082309,-0.008257500000000001,-0.007143200000000001,-0.66938,4.8651,4.6388,-0.64307,1.2305,5.8954,-1.5027,-1.5028,-1.5027,-1.4994,-1.4994,-1.4986,10
16269,-9.23e-07,-1.12e-06,-1.13e-05,5.24e-06,-3.79e-06,-2.25e-05,-0.0062599,-0.0062587,-0.0062475000000000004,0.01687,0.016873,0.016896,0.00076211,0.00022912,0.00046601,0.00077116,0.00025564,0.00062118,0.91494,0.91494,0.9149299999999999,0.9159299999999999,0.9159299999999999,0.9159299999999999,0.0011323000000000001,-0.1062,0.045387000000000004,-0.009410700000000001,0.13851,-0.3936,0.0033916,0.0033867,0.0033803000000000006,-0.00011319,-0.00011861,-0.00020402,-0.64378,2.4938,5.2656,-0.64805,5.4568,7.3538,-1.4959,-1.4959,-1.4959,-1.4987,-1.4987,-1.4987,4
18454,-8.41e-07,-1.9699999999999998e-05,0.00025024,-2.86e-06,-7.5e-06,-1.85e-05,0.011034,0.011054000000000001,0.010803,0.050595999999999995,0.050602999999999995,0.050622,0.0022965999999999998,0.0011419,0.0039277999999999995,0.0022785,0.0011958000000000001,0.003973699999999999,1.3962,1.3961,1.3958,1.4016,1.4016,1.401,0.015809,-0.054268,0.70055,0.021009,-0.28042,-0.43732,-0.010059,-0.01004,-0.0099316,0.017238,0.017225999999999998,0.017271,-0.70055,0.50012,3.0638,-0.68696,2.2618,3.8284,-1.5073,-1.5073,-1.5068,-1.4901,-1.4901,-1.4902,4
20168,-4.26e-06,1.6e-06,-0.00026722,-1.3000000000000001e-05,-3.53e-06,5.47e-05,0.012334999999999999,0.012334,0.012601000000000001,0.061940999999999996,0.061944000000000006,0.061889,0.0026531999999999997,0.0017035,0.0075943,0.0026146,0.0015034,0.002982,1.8857,1.8856,1.8843,1.8863,1.8863,1.8856,-0.001073,0.47626999999999997,-0.56248,0.028913,-0.12682000000000002,0.20247,0.00078891,0.00080085,0.00047629,0.0078083,0.0078181,0.0078654,-0.63603,5.8349,8.325,-0.5748300000000001,1.3666,4.1572,-1.5035,-1.5035,-1.5029,-1.4978,-1.4978,-1.4975,4
57557,-1.9699999999999998e-05,-2.99e-05,-5.5100000000000004e-05,-9.12e-07,-4.270000000000001e-05,-0.00021151,-0.05984400000000001,-0.059814,-0.05975900000000001,-0.17622000000000002,-0.17617,-0.17595999999999998,0.0026763000000000004,0.0015687000000000001,0.0063185,0.0026816999999999995,0.0014371,0.004091,1.9149,1.9147,1.9134,1.9184,1.9183,1.9178,0.010536,-0.20276,1.3643,0.01938,-0.36658,-0.59758,-0.0053177,-0.0053083,-0.0051358,-0.0033326999999999996,-0.0032711999999999997,-0.0031603,-0.49333,1.7963,11.6,-0.58203,2.233,11.811,-1.5033,-1.5033,-1.5027,-1.4927,-1.4926,-1.4925,11
20382,1.55e-06,-1.7800000000000002e-05,1.55e-05,-3.07e-06,-2.21e-06,-0.00018058,0.0094839,0.009501700000000002,0.0094863,0.057464,0.057465999999999996,0.057646,0.0025894000000000004,0.0017305,0.004464,0.002629,0.0015826,0.0048451,1.8761,1.8759,1.8752,1.8811,1.881,1.8799,0.00034343,-0.43151000000000006,0.42457,0.009887700000000001,-0.025711,-0.61046,-0.0063116000000000005,-0.0062895,-0.0061935,0.0093127,0.009287,0.0094819,-0.62808,3.1202,6.707000000000001,-0.66656,2.4195,3.3384,-1.5074,-1.5075,-1.5072,-1.4982,-1.4982,-1.4982,4
39550,6.48e-07,-4.41e-06,7.11e-05,1.96e-06,-1.4800000000000002e-05,-0.00014263,0.030423000000000002,0.030427999999999997,0.030357,0.010847,0.010862,0.011004,0.0014692,0.0010245,0.0028401,0.0014336,0.00086015,0.0017721,2.1609,2.1608,2.1604,2.1555,2.1554,2.1551,0.00073227,-0.11799000000000001,-0.18585,0.0047144,0.09171,-1.208,0.005138800000000001,0.0051341,0.005139,0.0028599,0.0028778000000000002,0.0029366999999999996,-0.87097,12.28,10.992,-0.81986,8.1275,8.2783,-1.4985,-1.4986,-1.4986,-1.4991,-1.4991,-1.4991,8
55327,-1.1e-05,-1.53e-05,0.00022091,-1.0800000000000002e-05,-4.6200000000000005e-05,-2.7399999999999995e-05,-0.075377,-0.075362,-0.075583,-0.18737,-0.18732000000000001,-0.1873,0.0014543,0.00074336,0.0025250999999999997,0.0014017,0.00081489,0.0026138000000000003,2.0589,2.0589,2.0585,2.0541,2.0541,2.0537,0.001041,-0.46871,1.9761,-0.027389999999999998,-1.1391,-0.9347799999999999,-0.011993,-0.011981,-0.011982,-0.006502600000000001,-0.006457899999999999,-0.0065168000000000005,-0.85431,6.9988,13.696,-0.7038399999999999,7.2291,17.34,-1.4986,-1.4985,-1.4982,-1.4998,-1.4998,-1.4998,11
