Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Label
1355578,80,1039,217,236,962,60,-126,1019,-155,2
987250,646,578,584,727,490,313,271,800,572,1
324828,40,1088,99,27,907,-131,67,1000,29,1
827859,-50,882,564,672,546,414,233,819,543,0
860453,-40,882,564,672,537,444,223,828,543,0
1121765,656,588,524,754,490,303,291,800,611,0
331015,-494,1029,623,190,1111,80,-48,1247,-174,1
815687,-50,862,574,672,537,414,194,838,533,0
533890,464,39,277,-436,879,20,0,1190,-9,0
744687,-161,1039,99,127,972,0,-349,857,-427,0
1003921,626,578,584,736,509,313,271,809,553,0
1257500,-222,313,693,-1218,898,404,19,847,48,0
170265,-60,960,405,772,527,181,155,904,407,1
1062859,676,607,524,763,509,272,271,771,592,0
1519156,50,29,-960,45,55,-969,349,-133,-912,1
870250,696,617,485,827,416,222,252,819,524,0
1297937,-111,1029,455,154,944,161,-58,942,-19,0
236687,-50,950,405,772,518,202,184,895,446,1
1369046,-212,1000,178,200,962,10,-145,990,-77,2
640531,-101,1029,158,218,962,-10,-58,1019,9,0
1149609,-50,764,702,600,564,484,320,771,592,0
928671,626,578,574,736,500,333,271,800,572,1
102343,202,872,534,790,435,292,-1067,-9,126,1
752390,-151,1029,128,154,990,-20,-300,895,-339,0
219343,-40,960,425,763,518,202,194,876,436,1
1566718,70,29,-980,45,46,-989,368,-95,-951,1
533718,-111,1509,386,600,1185,40,-19,895,-281,0
58500,-171,-68,-1168,1018,-185,-313,-1067,447,-194,1
1078265,656,607,514,763,509,272,271,780,601,0
739343,-242,1039,49,72,972,-121,-213,1019,-145,0
681593,-131,950,435,672,592,363,213,809,563,0
384625,-50,1000,277,200,962,191,-19,1095,9,0
1422625,-80,1019,287,154,1000,131,-126,990,-174,2
167453,-40,960,405,781,527,171,184,914,407,1
164765,-50,990,396,781,527,181,165,933,398,1
437640,797,2274,524,1681,1388,-252,504,1133,184,0
180359,-50,950,425,763,518,191,165,914,417,1
308343,40,980,366,790,490,171,165,895,446,1
1468640,272,1000,59,772,500,-121,854,457,271,0
548046,-60,1009,247,200,972,111,-174,1019,-67,2
561734,-303,1019,148,81,1018,0,-87,1047,-106,2
517109,-252,1088,9,309,879,-60,29,1000,9,2
717578,-20,1009,237,200,962,161,-87,1028,-58,0
1192906,-191,1029,237,72,1009,141,-48,1076,19,0
1098109,666,588,524,745,500,282,281,780,572,0
872500,656,588,544,754,481,313,262,809,543,0
1132937,666,598,544,754,509,282,281,790,572,0
683984,-141,931,455,663,592,333,223,819,563,0
1068171,676,588,524,754,500,303,271,771,592,0
766937,585,852,148,27,962,-191,-58,1000,29,0
70140,212,892,514,781,435,292,-310,85,961,1
439156,-20,1009,217,327,879,181,126,876,359,0
1330937,898,19,455,-527,796,171,58,1038,-106,0
677375,-151,950,445,681,583,333,213,828,572,0
36078,70,49,-980,-18,37,-989,-165,-295,-902,1
125703,202,872,514,800,425,282,359,-19,-825,1
1059000,676,607,495,754,509,252,281,771,592,0
561234,-131,1049,108,-54,972,191,-97,961,-97,2
1316515,-151,1049,198,945,1296,-171,-126,1038,-165,0
1295093,242,2166,277,1381,1268,-131,145,1228,-194,0
420984,-141,1019,247,145,916,80,135,1009,97,0
1186328,-20,1029,227,327,925,70,-135,961,-38,0
336046,-80,1029,158,181,962,30,9,1000,-77,1
1508171,-20,49,-980,54,37,-989,-300,571,-932,1
1130218,676,598,524,763,481,292,281,780,582,0
1421500,1161,4578,603,327,1546,-252,19,1133,-495,2
269687,50,990,346,800,490,141,174,895,456,1
1564703,60,29,-950,45,46,-969,553,-152,-864,1
11781,60,39,-960,-18,18,-969,-174,-304,-912,1
1122015,676,598,534,754,500,292,281,780,601,0
808421,-60,862,574,663,546,414,203,866,533,0
326031,-565,803,524,-63,1092,-131,67,895,-126,1
734859,-121,1049,217,218,935,70,-126,952,19,2
837328,-20,901,534,663,555,383,165,885,504,0
454625,222,509,277,-418,796,40,281,885,339,2
121281,202,882,514,809,425,282,-970,152,-9,1
440187,-141,980,207,118,935,121,-9,790,495,0
1174843,-373,931,306,318,879,101,-223,838,-262,0
923765,626,588,564,736,509,323,281,790,582,1
40109,70,39,-950,-27,27,-979,-155,-323,-902,1
526390,-121,1009,227,263,944,-40,-116,952,-145,2
1026046,646,588,584,736,509,313,281,800,563,0
219671,-60,950,425,763,509,191,184,904,427,1
336890,-90,1029,198,209,953,30,9,1009,-87,1
716390,-222,990,237,145,953,121,-87,990,-9,0
275875,40,980,346,800,490,161,174,904,475,1
1195906,-939,725,425,-427,1018,444,233,952,-145,0
213828,-30,941,425,772,518,202,184,914,427,1
1483984,-111,-401,-1019,809,-129,494,349,-704,87,1
1158484,-70,774,702,618,555,474,320,771,592,0
1425968,-272,1058,188,290,972,-90,-97,942,-155,0
628484,-101,1019,148,218,953,-20,-58,1019,0,0
1125609,666,607,544,763,490,282,271,780,601,0
164984,-50,970,396,763,518,161,194,923,398,1
963156,616,578,594,745,500,333,262,809,572,1
938625,626,568,564,745,500,333,271,790,553,1
1546140,50,29,-950,36,55,-979,339,-133,-902,1
563437,-161,1019,227,363,879,60,-135,914,67,2
450156,-60,1029,168,145,1018,121,-9,923,592,2
1345359,-101,1019,267,190,935,121,-77,961,-87,2
456937,90,1068,247,100,574,212,155,790,456,0
243515,-70,950,405,763,527,181,184,904,427,1
1205265,20,1039,247,236,972,90,-67,1038,-77,0
1257203,-60,764,267,-409,666,0,38,971,-9,0
1133515,656,598,524,754,500,272,281,790,572,0
144109,-161,1029,178,236,972,-30,-1019,38,-38,1
1559468,60,29,-960,45,64,-969,330,-114,-912,1
1111562,676,598,524,736,490,272,271,780,601,0
251421,50,960,396,790,490,161,174,904,427,1
1411796,-131,1009,247,236,916,111,-9,961,-87,2
818015,-50,892,534,672,537,414,213,828,553,0
540453,-30,1127,188,309,990,-40,19,1066,-116,2
1345125,101,1009,198,290,898,70,-281,904,-97,2
1223937,-111,1000,207,190,972,70,-29,1019,0,0
1435515,-181,1029,138,-372,805,40,77,1028,-126,0
1271656,0,990,267,209,944,161,-310,809,-58,2
1369609,-202,1009,188,118,981,10,-67,971,-126,2
1555937,70,29,-960,36,55,-979,339,-142,-912,1
1429390,-181,1107,158,272,935,131,-19,942,97,2
790812,-181,892,534,627,611,343,87,980,242,0
532593,-181,970,356,145,981,101,-38,1019,38,0
1208921,30,1019,326,418,898,101,58,1000,-116,0
137609,222,911,376,845,416,202,-58,-161,1805,1
1227578,-111,1019,217,218,953,70,-19,1019,19,0
1148812,-70,754,702,627,555,484,310,771,592,0
830281,-40,882,564,672,537,414,203,847,543,0
436828,505,254,128,-554,740,10,184,980,223,0
771046,-70,1029,138,181,990,-141,-126,980,-48,0
348562,909,58,495,-227,1314,191,281,1295,-29,0
171421,-60,980,396,763,527,191,165,923,417,1
95484,202,882,514,781,416,272,-970,361,-135,1
843093,-50,882,564,690,518,434,203,847,553,0
157671,-80,1029,158,209,972,-10,19,1019,-106,1
844828,-30,872,564,672,527,414,213,838,524,0
807750,-50,882,554,672,546,393,213,847,533,0
737312,-242,1039,0,136,981,-141,-155,980,-116,0
560171,-80,1058,247,209,990,222,9,1152,-67,2
615078,-1050,1470,405,-445,740,-90,-67,952,-19,2
266828,40,980,356,809,481,151,174,904,446,1
279296,50,970,376,790,490,171,174,895,446,1
779953,161,1441,217,118,1194,121,-291,790,29,0
1435031,-303,931,168,281,925,50,-174,1009,-9,0
770406,-90,1039,138,236,935,-40,-135,990,-97,0
787031,-50,1049,188,245,935,0,-135,952,-145,2
1101953,666,598,524,754,490,282,281,780,601,0
1022312,616,588,574,736,509,333,281,800,563,0
622531,-90,1029,168,200,962,0,-58,1028,-9,0
466687,636,705,247,-127,944,181,456,885,640,0
334937,-80,1019,178,154,981,0,38,1038,-97,1
175296,-50,970,405,763,527,181,174,914,417,1
247125,-40,970,415,763,509,191,174,895,446,1
286843,40,990,346,790,490,161,174,885,446,1
1546531,60,29,-950,45,55,-969,339,-123,-902,1
404468,272,519,297,-363,787,20,203,952,106,0
1321031,-242,803,485,-381,685,-70,-19,942,19,0
461781,-202,1058,287,-18,990,232,213,552,805,0
1047031,626,588,574,745,500,343,271,809,543,0
218,70,49,-970,0,0,0,0,0,0,1
512484,-101,1009,178,254,953,10,-58,1009,-9,0
487859,-121,1029,128,218,935,-30,-58,1019,58,0
591296,-202,980,297,-145,1055,212,116,733,-126,2
1279953,-181,1029,257,0,1055,171,-116,1066,-116,0
275765,40,980,356,800,481,141,165,904,456,1
872046,656,588,554,763,490,282,242,828,543,0
715453,-737,1117,-59,709,851,-292,-87,1047,48,0
1355437,-636,1441,415,290,1000,-242,-203,1190,-155,2
461296,-1030,647,554,-500,1064,353,631,1009,135,0
940093,636,588,584,736,490,333,271,800,563,1
1357500,242,1411,722,572,1370,121,58,1000,-262,2
74609,191,882,514,800,416,282,-572,580,-155,1
226171,-50,960,415,763,518,202,184,904,456,1
215421,-50,950,415,754,527,191,184,895,436,1
1149390,-60,774,722,618,546,494,339,761,592,0
1510265,-20,49,-950,54,64,-989,339,-123,-844,1
1108421,666,607,544,763,490,292,281,771,572,0
1172515,-80,745,712,600,546,515,320,761,572,0
1029843,616,598,574,736,500,323,291,800,553,0
681453,-121,931,445,681,583,333,203,828,572,0
1460484,212,1009,29,772,518,-121,825,495,262,0
1481609,181,578,-861,18,27,-1000,-660,-447,67,1
1221796,-90,1019,227,190,962,50,-38,1009,-19,0
1300562,-454,1500,415,-181,861,10,19,904,9,0
481234,-161,1029,49,136,981,-80,-155,980,-9,0
230906,-40,960,415,772,527,212,184,904,446,1
1322812,-202,1245,148,454,944,40,-77,885,29,0
929515,626,578,584,736,509,303,281,809,553,1
90703,212,882,514,818,407,282,-941,123,-165,1
1554703,50,29,-960,36,55,-989,320,-114,-922,1
295484,30,980,356,790,481,161,174,904,456,1
848234,-40,882,574,672,527,414,203,838,524,0
688468,-121,921,455,663,583,333,223,819,563,0
764015,-111,1029,277,218,953,161,-126,980,-48,2
1028812,626,598,564,727,509,323,281,809,553,0
1067156,666,588,524,754,509,292,271,790,592,0
1118656,676,607,495,754,490,282,271,780,592,0
870203,656,598,514,790,425,222,252,819,563,0
723921,-939,362,118,-727,1092,-90,106,1161,-184,2
605109,30,1009,158,200,962,0,-533,1019,-116,0
918046,636,588,584,754,481,313,271,809,553,1
1419406,-535,1107,297,427,814,-80,-77,952,-135,2
1338437,-202,980,0,27,1046,80,-194,971,-135,0
1310046,555,2264,386,1054,1481,-10,-271,1000,-19,2
35031,60,39,-980,-18,27,-979,-174,-304,-922,1
180156,-60,970,415,763,518,181,174,914,446,1
531687,-212,1225,178,527,944,0,-145,866,-126,2
192203,-50,960,405,754,518,181,155,904,417,1
1419625,-232,1009,108,218,962,-101,-165,1019,-126,2
1222734,-121,1019,217,190,972,60,-29,1009,9,0
1352281,-101,1009,198,181,962,40,-97,1047,-116,0
88156,191,892,495,790,435,252,-961,219,-165,1
160562,-70,1039,138,200,972,-40,-9,1019,-97,1
166687,-30,970,386,781,518,161,174,904,417,1
963781,626,588,584,727,509,333,281,780,572,1
4015,80,49,-970,-18,18,-969,0,0,0,1
222078,-70,960,435,772,527,191,184,895,456,1
1143593,-20,754,683,627,555,454,145,961,262,0
465625,5070,166,2722,-936,675,525,495,390,611,0
1414609,-121,1029,198,390,907,50,-48,942,-67,0
343062,222,509,247,-209,888,60,38,1000,-48,0
42312,70,49,-990,-27,27,-989,-165,-304,-922,1
1147640,-60,774,693,627,555,494,320,771,582,0
542406,111,892,356,627,805,121,-155,790,38,2
967953,636,588,574,727,509,343,291,809,543,1
689375,-151,941,455,672,592,353,223,819,553,0
1450718,212,980,207,336,870,60,-349,885,-77,2
6859,80,29,-970,-9,18,-979,-174,-304,-941,1
530046,-1676,1382,-425,472,1018,-111,48,1095,87,2
159859,-90,1009,158,190,962,-20,0,990,-135,1
30625,-121,0,-960,-18,37,-1000,-165,-304,-922,1
411375,222,921,445,-9,1018,181,-19,1000,223,0
354328,-141,1058,257,54,1037,90,-29,1104,-77,0
1451562,-3525,3294,-1712,636,953,-151,29,695,-87,2
1327890,202,647,247,-209,768,-40,9,980,9,0
516250,-30,1039,118,263,944,-20,-58,1019,9,2
203031,-40,960,405,772,518,202,165,904,436,1
1426000,-383,960,128,136,916,-80,9,895,-213,0
1286953,-484,539,277,-472,787,323,155,1104,-291,0
351859,-151,1176,237,-563,638,0,87,971,-19,0
630562,-80,1029,128,218,953,0,-48,1038,-9,0
825671,-50,882,554,681,546,434,223,847,533,0
1250359,292,941,306,527,879,-30,77,1038,-97,0
1569921,60,29,-960,36,55,-989,349,-114,-932,1
1038984,616,588,594,727,500,323,281,800,572,0
133484,191,892,524,781,435,262,650,342,-1572,1
42546,70,29,-950,-9,18,-979,-165,-295,-932,1
6171,80,39,-960,-18,37,-979,-174,-304,-912,1
500859,-20,1019,198,272,962,111,-135,1038,-9,2
1468828,303,980,79,809,472,-30,815,495,242,0
1238796,-222,1009,336,36,1037,151,-106,1095,-67,0
1099265,646,598,534,754,518,292,271,790,592,0
979000,636,578,584,745,500,323,281,790,572,1
71546,202,892,485,800,444,212,-310,95,951,1
1142546,-50,764,673,627,537,474,135,971,262,0
1385078,363,303,207,-427,787,90,77,990,-29,2
106906,191,882,514,809,416,292,-970,304,495,1
347343,60,1950,287,954,1342,-30,77,1352,-135,0
287906,40,960,366,800,490,151,174,904,446,1
553156,-131,1039,217,481,851,-40,-106,866,48,2
1522421,80,19,-960,45,55,-969,349,-123,-912,1
303921,40,990,356,800,490,161,184,895,456,1
1224609,-111,1009,207,200,962,50,-38,1028,-19,0
369750,141,1000,188,472,851,30,106,961,-29,0
535046,-191,1000,267,209,981,191,-97,971,9,0
1331187,-1363,2215,-138,1045,870,202,194,1057,-300,0
644750,-111,1029,148,227,953,-10,-48,1009,0,0
541343,111,1215,-69,700,972,-252,-233,1104,-29,2
1425546,-323,931,277,-45,1064,-20,-48,1076,-19,2
559828,141,617,336,-272,898,-50,9,790,145,2
403765,-626,1039,504,-590,1314,747,223,838,155,0
1517515,151,49,-1158,27,55,-959,349,-133,-902,1
996250,626,598,584,745,490,333,291,790,572,1
1395218,-171,1000,227,181,944,0,-155,980,-77,2
379203,555,19,524,-463,1018,222,339,1342,-223,0
750484,-171,1000,128,136,972,-10,-349,847,-407,0
561187,-131,1107,188,236,944,-90,-87,961,-126,2
1253921,393,1950,554,918,1324,121,-310,1095,0,0
307640,40,970,376,790,490,161,165,904,436,1
564046,-1020,1607,-198,718,916,-272,-155,1066,-194,2
547875,-80,1009,207,200,944,80,-145,1000,-77,2
347625,60,627,306,-445,638,40,87,990,67,0
396578,909,225,396,-418,833,70,77,980,0,0
1005625,646,578,564,745,509,333,271,809,553,0
89687,212,882,514,800,407,282,-1116,38,-67,1
1517265,80,29,-950,72,55,-979,339,-133,-912,1
1502765,-151,313,-831,763,18,454,-572,38,262,1
97125,202,882,534,809,416,262,-922,285,-203,1
729937,-151,980,207,327,870,-70,-233,857,38,0
266671,50,980,346,800,472,141,184,895,456,1
96640,191,872,534,800,425,292,-864,304,-281,1
612687,-20,1715,544,772,1018,242,-320,809,9,2
604062,-60,1078,297,318,981,-70,252,1076,-106,0
153546,-121,1019,178,209,953,20,29,1009,-77,1
1545218,50,49,-980,45,55,-969,330,-123,-912,1
526984,-252,950,118,27,972,-111,-87,1095,-106,2
617968,-121,1009,168,190,972,0,-67,1019,-19,0
653546,-10,1235,148,263,1000,-40,9,942,-38,2
107515,202,882,524,800,416,272,-1038,114,58,1
1539265,30,-235,-910,36,55,-979,349,-123,-922,1
611578,20,1039,188,627,768,-141,-135,885,29,2
525734,-5000,4647,4623,2500,1944,-454,-155,1447,-514,2
1051984,626,598,574,727,500,333,291,800,563,0
102281,191,882,514,800,407,282,-854,19,29,1
1085609,666,598,534,754,500,282,281,790,601,0
342000,30,1049,257,172,972,121,-29,1009,-174,0
389375,606,2098,504,1163,1222,-161,-87,1028,126,0
875890,636,588,564,763,481,292,252,819,533,0
1382218,-565,931,198,-118,824,-30,-242,1161,-330,2
125125,202,872,514,800,425,272,398,104,-1058,1
735609,-20,1156,99,936,1000,-222,-203,1247,-271,2
1334484,-131,990,297,81,962,181,-48,790,-174,0
168312,-50,980,425,763,527,161,165,904,427,1
1284468,-222,862,930,-463,1055,353,291,971,-427,0
1546171,60,19,-970,45,46,-979,339,-123,-922,1
1485890,-595,-343,-653,1009,-407,606,-1009,419,-349,1
411343,-141,882,1128,9,1027,414,-116,1047,213,0
1089421,666,607,534,763,500,303,271,780,592,0
1238593,212,921,-128,1209,1379,-656,-446,1609,-310,0
1146375,-30,784,683,636,546,454,271,876,407,0
692296,-131,931,445,672,592,343,213,809,572,0
1243406,181,2127,207,1209,1296,-131,-48,1228,-135,0
208531,-50,950,425,772,527,202,155,914,427,1
1120203,676,598,524,754,500,292,291,761,592,0
1146609,-20,794,673,654,555,424,330,800,524,0
331437,-777,1039,633,45,824,181,165,961,-126,1
1538343,60,-196,1049,45,46,-959,320,-123,-902,1
346062,-181,1009,306,172,972,181,58,1009,38,0
1217656,-101,1029,188,190,972,70,-19,1019,9,0
639578,-111,1019,178,181,981,0,-48,1038,19,0
820578,-30,862,564,663,546,404,213,838,543,0
360156,80,1156,188,390,925,60,-388,1104,0,0
143062,-121,1009,227,236,944,60,-1174,314,-116,1
1288937,-202,1029,336,281,898,101,-87,971,67,2
1077593,666,598,524,745,500,272,281,771,592,0
900734,646,607,564,736,509,303,252,790,572,1
264187,40,980,346,809,472,151,174,904,427,1
1381625,-181,1039,178,227,953,70,-67,980,-184,2
1384968,-1070,764,633,-572,990,606,320,914,-116,2
792312,-20,882,554,681,537,393,213,847,504,0
580828,40,960,247,136,944,131,-291,809,-116,0
1200593,-101,1039,138,400,870,161,174,1104,-38,0
380265,656,225,227,-445,768,111,126,952,-38,0
677078,-111,941,425,681,592,323,213,819,572,0
12734,60,49,-950,-27,27,-989,-174,-304,-912,1
1333812,-20,1794,188,990,1111,60,-135,828,-213,0
446843,30,1039,227,454,833,10,300,723,378,0
1221640,-121,1009,198,172,972,70,-38,1019,-48,0
623765,-90,1029,138,209,962,-10,-67,1009,29,0
41000,70,49,-950,-27,37,-969,-165,-295,-932,1
745453,-151,1039,89,136,990,-20,-330,866,-417,0
1149125,-60,764,712,627,546,474,320,771,572,0
1336109,191,392,297,-372,777,20,38,1009,9,0
1365921,-373,745,108,-227,1101,10,398,1228,-320,2
167312,-40,960,386,772,509,181,174,914,417,1
115390,191,882,524,809,416,282,-1019,228,58,1
