param 1,param 2,param 3,param 4,param 5,param 6,param 7,param 8,param 9,param 10,param 11,param 12,param 13,param 14,param 15,param 16,param 17,param 18,param 19,param 20,param 21,param 22,param 23,param 24,param 25,param 26,param 27,param 28,param 29,param 30,param 31,param 32,param 33,param 34,param 35,param 36,param 37,param 38,param 39,param 40,param 41,param 42,param 43,param 44,param 45,param 46,param 47,param 48,param 49,param 50,param 51,param 52,param 53,Label
965964,0,11631,9,0,427,36.28688525,19.0,55.01571750000001,0,427,13.75,3.0,34.82636967,0,336,13.09836066,2.0,34.94912223,0,427,35.26229508,18.5,53.77614549,-310,427,0.651639344,-1.0,49.63990782,8,0,4,8,-4,55,171,11,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1174,0,3,24,0,24,5.516129032,4.0,5.315048434,0,10,1.580645161,0.0,3.024354834,0,10,1.709677419,0.0,2.465157829,0,24,5.483870968,4.0,5.296809555,-7,10,-0.129032258,0.0,4.07780725,0,0,0,0,0,54,39,2,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19320,0,15,36,0,15,3.17721519,2.0,3.637913902,0,14,1.670886076,0.0,2.840580788,0,9,0.8607594940000001,0.0,1.867335319,0,15,3.0,1.0,3.614317521,-8,14,0.810126582,0.0,3.582926989,2,2,0,2,2,10,0,13,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
684014,0,72208,9,0,840,58.87562189,31.0,98.14097614,0,840,25.78109453,4.0,78.40767198,0,353,18.11940299,3.0,41.94803314,0,840,56.99502488,30.0,95.49303835,-223,840,7.661691542000001,-1.0,88.67546608,32,3,29,31,-26,31,57,33,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
329587,0,11271,4,0,97,12.10119048,7.0,15.93574893,0,97,4.773809524,1.0,11.07211339,0,56,4.5,1.0,9.266555326,0,97,11.5,7.0,14.88247611,-44,97,0.273809524,0.0,14.43404638,7,0,2,5,-2,56,33,30,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
131134,0,53586,66,0,381,72.98076923,53.5,70.81408225,0,162,22.76923077,8.0,34.42808301,0,342,34.5,6.5,64.19816077,0,364,70.03846154,52.5,67.16139045,-303,162,-11.73076923,-5.5,72.37990461,25,0,5,21,-5,60,48,474,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20056,16560,597,30,0,3,0.34042553200000003,0.0,0.7794323009999999,0,3,0.191489362,0.0,0.640421998,0,2,0.063829787,0.0,0.31985737,0,3,0.276595745,0.0,0.705664849,-1,3,0.127659574,0.0,0.672151872,0,0,0,0,0,35,1116,2,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27279,9,125,18,0,115,8.173913042999999,1.0,24.58994523,0,2,0.17391304300000002,0.0,0.480233088,0,4,0.52173913,0.0,0.926403294,0,114,7.9565217389999985,1.0,24.14355303,-4,2,-0.347826087,0.0,1.127085339,0,0,0,0,0,26,0,2,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1045111,0,34768,16,0,1019,25.37073171,3.0,115.1642268,0,378,8.048780488,0.0,37.19792233,0,908,12.81463415,0.0,81.5856562,0,925,23.09268293,3.0,104.4565317,-797,260,-4.765853658999999,0.0,66.59849705,1,1,0,1,1,8,0,272,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
86582,0,175,4,0,124,6.333333333,2.0,15.78550671,0,24,2.0,0.0,4.239496825,0,100,3.32,0.0,12.66192192,0,105,5.853333332999999,2.0,13.67595782,-76,12,-1.32,0.0,10.44114936,9,0,1,9,-1,61,73,1,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1596968,0,127465,18,20,1360,324.5384615000001,229.5,307.6475544,0,541,116.1923077,36.0,148.2054238,0,802,155.0384615,88.5,202.7263181,20,1227,304.1538462,216.5,283.5787358,-699,541,-38.84615385,-31.5,240.27367290000004,627,296,331,606,-35,28,29,61,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,53
236881,1172,36034,40,0,462,27.05357143,9.0,42.19128195,0,130,9.991071429,2.0,18.94776444,0,98,9.21875,1.0,18.16200425,0,406,25.43303571,8.0,38.52718170000001,-80,130,0.7723214290000001,0.0,25.54717174,59,1,5,53,-4,72,41,53,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12802,4,31,29,0,18,2.305084746,0.0,4.318875549,0,11,0.779661017,0.0,2.067240826,0,10,0.796610169,0.0,1.937844872,0,14,2.050847458,0.0,3.819768956,-6,11,-0.016949153,0.0,2.354163462,0,0,0,0,0,71,0,1,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
421482,0,77336,18,15,523,152.2340426,126.0,116.7492699,0,345,79.95744681,28.0,91.64175334,0,403,48.0212766,8.0,87.99479901,14,440,142.74468090000005,119.0,106.97791940000002,-342,345,31.93617021,-5.0,135.5883012,125,125,0,125,125,21,174,73,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18
4290409,11,131422,9,0,1184,140.88995219999995,65.0,203.2636639,0,1184,61.73205742,14.0,158.1545939,0,886,51.10526316,9.0,114.3836758,0,1184,136.5550239,63.0,200.6464626,-838,1184,10.62679426,-6.0,195.574346,60,2,58,58,-56,46,196,17,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
309914,13,5432,26,0,375,8.594262295,4.0,25.3691461,0,78,3.053278689,1.0,8.220403289,0,61,2.37295082,1.0,5.210747671,0,335,7.893442622999999,4.0,22.93855205,-52,78,0.6803278690000001,0.0,9.680355631,2,0,2,2,-2,45,167,77,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4716837,0,490422,5,2,1889,131.9230769,42.0,241.8240921,0,1400,67.08974359,14.5,154.1453432,0,1533,49.6025641,6.0,154.6046936,2,1770,126.29487179999998,41.5,231.2885094,-1177,1400,17.48717949,-2.5,196.1196811,10,4,6,10,-2,26,108,21,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2001197,0,1053,2,0,223,26.96629213,16.0,37.72146572,0,157,10.15730337,1.0,25.47212571,0,107,8.584269662999999,1.0,16.96778772,0,157,25.14606742,16.0,32.60852255,-66,157,1.573033708,-1.0,30.54482344,44,0,30,44,-30,54,469,57,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
609152,1,16856,18,0,712,41.95419847,23.0,81.60506856,0,246,16.82442748,8.0,31.65136441,0,384,16.28244275,2.0,44.79235806,0,363,33.3740458,22.0,44.57078355,-229,139,0.5419847329999999,-1.0,32.82227403,8,8,0,8,8,12,72,33,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
25879,0,1970,36,0,131,16.1300813,11.0,18.45780041,0,63,5.642276422999999,2.0,8.346782722,0,106,7.093495935,3.0,13.55699345,0,124,14.82520325,10.0,17.33288192,-81,63,-1.451219512,-1.0,14.30516915,15,0,15,15,-15,48,403,44,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
209979,20,185,46,0,4,0.561797753,0.0,0.860559737,0,3,0.230337079,0.0,0.625112034,0,2,0.157303371,0.0,0.447185365,0,4,0.54494382,0.0,0.8616043609999999,-2,3,0.073033708,0.0,0.800458302,0,0,0,0,0,64,0,40,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1251509,732,46184,9,0,717,49.90909091,19.0,99.70406625,0,387,24.5,5.0,53.53425695,0,330,18.1969697,0.0,53.8598686,0,707,48.59090909,19.0,98.04049523,-212,131,6.303030303,0.0,43.7620874,60,1,7,53,-6,66,123,6,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
57916,0,4150,80,0,64,16.35294118,14.0,13.32964193,0,33,5.843137255,2.0,7.357462662,0,60,8.274509804,4.0,11.99849407,0,60,15.17647059,12.0,12.22775031,-56,33,-2.431372549,-2.0,14.62505894,17,17,0,17,17,11,422,52,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
3107,6005,38,27,0,5,1.323529412,1.0,1.621919492,0,3,0.411764706,0.0,0.7714633559999999,0,4,0.441176471,0.0,0.913660269,0,5,1.147058824,0.0,1.57428514,-3,2,-0.029411765,0.0,1.070604395,2,2,0,2,2,17,0,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2516731,0,20529,21,0,105,9.167597765,5.0,13.6420669,0,81,3.804469274,1.0,8.565278885,0,71,3.51396648,0.0,8.683997703,0,81,8.106145251000001,5.0,11.69992199,-42,81,0.290502793,0.0,10.94447486,3,3,0,3,3,24,52,36,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
175201,0,54849,36,0,804,123.6160338,85.0,124.4401481,0,379,49.47679325,24.0,64.18844627,0,585,43.33755274,15.0,73.66382173,0,734,114.0675105,78.0,112.6720516,-484,379,6.139240506,-5.0,94.63655561,84,27,57,83,-30,27,589,53,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
3739454,30262,29943,9,0,1142,114.2068966,32.5,217.9685804,0,1142,51.17241379,6.5,158.43677490000005,0,270,33.15517241,7.5,60.12079843,0,1142,108.0517241,27.0,206.8474719,-217,1142,18.01724138,-3.0,172.8812121,36,8,10,25,-2,58,163,101,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
358398,0,8153,18,0,277,35.44162437,25.0,35.85380486,0,103,10.10152284,3.0,17.90782513,0,193,13.57360406,4.0,25.04819545,0,233,33.49238579,24.0,32.36884811,-129,103,-3.472081218,-3.0,26.40557321,5,0,5,5,-5,36,101,1,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
445,0,0,18,0,18,5.086956522,4.0,5.106798908,0,5,1.565217391,1.0,1.663576215,0,14,1.826086957,0.0,3.91931864,0,16,4.652173913,4.0,4.805872274,-11,5,-0.260869565,0.0,4.098964782,2,0,0,2,0,58,0,5,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
445,0,0,18,0,18,5.086956522,4.0,5.106798908,0,5,1.565217391,1.0,1.663576215,0,14,1.826086957,0.0,3.91931864,0,16,4.652173913,4.0,4.805872274,-11,5,-0.260869565,0.0,4.098964782,5,0,0,5,0,57,119,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1009493,175714,47503,9,0,374,54.28421053,24.0,73.18723834,0,177,11.93684211,3.0,24.97696224,0,364,20.26315789,3.0,49.03322408,0,371,52.44210526,23.0,70.97423043,-354,177,-8.326315789,-2.0,56.98558305,70,70,0,70,70,20,88,83,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
25723,0,3586,2,0,56,23.078125,21.5,12.21206459,0,55,8.4375,4.0,10.68030947,0,46,7.125,3.0,9.550032722000001,0,55,21.859375,21.0,11.26831914,-36,55,1.3125,-2.0,16.24122359,31,0,5,26,-5,68,65,17,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2156275,114,47233,9,0,423,81.27071823,62.0,72.63165736,0,264,29.00552486,6.0,48.69904162,0,218,26.67955801,5.0,41.86583506,0,384,79.58563536,62.0,70.42695062,-202,264,2.325966851,-2.0,70.66948078,90,6,84,85,-78,46,155,406,0,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
228007,0,24,16,0,304,12.32352941,2.0,37.68442539,0,83,3.235294118,0.0,10.52883666,0,199,4.5,0.0,19.00735152,0,296,11.75735294,2.0,35.53405498,-163,83,-1.264705882,0.0,19.44495825,10,0,10,10,-10,40,26,1,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44314,0,6358,8,0,148,22.11428571,12.0,28.08501186,0,121,8.266666667,2.0,15.46379284,0,111,8.380952381,1.0,19.99446635,0,143,21.27619048,12.0,26.92617605,-74,121,-0.114285714,0.0,22.28401703,16,16,0,16,16,13,272,6,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
4488,0,124,40,0,28,3.239263804,2.0,4.620352888,0,21,1.447852761,0.0,2.931013297,0,20,1.073619632,0.0,2.549048378,0,26,2.963190184,1.0,4.074294053,-14,19,0.374233129,0.0,3.703895958,9,2,3,7,-1,56,1071,2,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
656085,0,62122,39,0,157,29.048387100000006,16.0,37.30991714,0,101,11.25,2.0,18.63599751,0,113,11.55645161,0.0,24.02025436,0,149,27.07258065,15.5,34.66316568,-95,101,-0.306451613,0.0,26.23503488,96,1,16,88,-15,67,0,3,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
343688,0,13610,24,0,167,27.58666667,18.5,29.44535881,0,100,9.6,2.5,16.90325412,0,149,10.16,3.0,19.09278398,0,156,26.28666667,18.5,27.90157383,-131,100,-0.56,-1.5,26.04009217,19,19,0,19,19,21,76,1,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
99033,414,1053,32,0,196,7.4,2.0,18.29246275,0,64,2.7612903230000003,0.0,8.101042442999999,0,132,3.15483871,0.0,11.80548912,0,190,6.825806452,2.0,17.5477775,-68,47,-0.3935483870000001,0.0,9.315610743999999,0,0,0,0,0,43,20,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3316706,2842,9114,35,0,40,4.457142857,2.0,7.0024194070000005,0,33,1.75,0.0,4.531043715,0,20,1.4571428569999998,0.0,3.1199162730000003,0,37,4.042857143,2.0,6.430809134,-17,33,0.292857143,0.0,5.447799592999999,4,4,0,4,4,3,79,17,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
812001,0,95068,24,12,832,189.3,95.5,209.942635,1,832,82.9,21.0,181.7797844,0,420,37.75,9.5,92.15198045,11,832,178.95,91.0,203.1891914,-322,832,45.15,-7.5,207.8449602,518,98,420,484,-322,41,27,63,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23
41813,0,10840,2,0,257,44.44067797,24.0,55.1464218,0,87,10.42372881,4.0,16.25558928,0,212,18.01694915,6.0,33.21552196,0,237,41.08474576,22.0,50.53184535,-177,87,-7.593220339,-4.0,34.17904931,6,1,5,5,-4,48,0,11,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1433518,25951,101466,9,0,914,146.437037,103.0,162.50782809999995,0,730,56.85185185,20.0,95.80825902,0,843,55.62222222,8.0,121.96908329999998,0,886,139.90370369999997,100.0,155.4058903,-817,730,1.22962963,-6.0,155.7603544,97,2,15,84,-13,68,138,160,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12996,0,58,68,0,21,5.527272727000001,5.0,4.512022507,0,17,2.054545455,0.0,3.5080073689999995,0,10,1.581818182,0.0,2.708175562,0,19,5.218181818,5.0,4.19822867,-10,17,0.472727273,0.0,4.868655015,6,6,0,6,6,17,21,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
20329,0,136,24,0,17,3.666666667,2.0,4.1298372310000016,0,12,1.75,0.0,3.112474899,0,11,0.972222222,0.0,2.19198174,0,17,3.5555555560000003,2.0,4.071884934,-11,12,0.7777777779999999,0.0,4.123854124,7,7,0,7,7,14,176,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
642243,0,12330,24,0,318,62.11864407,40.0,65.07208122,0,318,29.94915254,13.0,52.4738591,0,229,22.72881356,3.0,44.38308981,0,318,60.59322034,39.0,64.15873288,-157,318,7.220338982999999,0.0,69.71079915,18,3,15,17,-12,44,297,28,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
326835,0,92354,18,0,589,86.14736842,49.0,106.4775705,0,491,33.41052632,8.0,71.75667873,0,467,31.22105263,4.0,66.19988535,0,534,81.0,43.0,99.93524219,-345,491,2.189473684,-3.0,94.62661189,120,33,87,117,-54,31,13,21,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
23055,0,67,36,0,455,19.81818182,12.0,38.15395809,0,293,8.654545455,2.0,26.19938804,0,162,7.666666667,1.0,16.70649786,0,444,19.07878788,12.0,37.17183487,-61,131,0.987878788,-1.0,21.62657957,39,1,6,35,-5,62,348,348,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3337470,27805,11736,40,0,230,9.675257732,3.0,24.05219209,0,92,4.025773196,1.0,10.24465441,0,99,3.082474227,0.0,9.315954725,0,224,9.134020619,3.0,22.35382246,-73,92,0.943298969,0.0,12.61327567,10,4,6,8,-2,42,288,15,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25247,393,6182,24,0,84,19.28282828,15.0,16.24748024,0,49,6.252525253,3.0,9.595183382,0,77,8.363636364,2.0,12.9110825,0,78,18.46464646,14.0,15.20387586,-70,49,-2.111111111,-2.0,16.96335259,13,1,12,12,-11,45,136,1,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1045111,0,34768,16,0,1019,25.37073171,3.0,115.1642268,0,378,8.048780488,0.0,37.19792233,0,908,12.81463415,0.0,81.5856562,0,925,23.09268293,3.0,104.4565317,-797,260,-4.765853658999999,0.0,66.59849705,3,3,0,3,3,9,0,159,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
192885,1,2647,24,0,67,16.79104478,13.0,12.50854909,0,67,6.686567164,3.5,9.517005917999999,0,54,5.619402985,2.0,8.523711244,0,67,16.15671642,13.0,12.02041452,-47,67,1.0671641790000002,-1.0,13.72338551,12,12,0,12,12,16,549,26,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1204214,0,6418,1,0,104,5.901098901,3.0,11.67466963,0,17,1.43956044,0.0,2.677578007,0,87,2.983516484,0.0,9.128192817999999,0,101,5.4505494510000005,2.5,11.02471124,-70,12,-1.543956044,0.0,8.227249134,0,0,0,0,0,0,22,64,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
2239009,51619,87722,9,0,688,92.89175258,45.5,132.2230762,0,656,41.74226804,7.0,89.37973874,0,601,32.6185567,2.0,73.65179197,0,660,90.71134021,45.0,128.8058123,-564,656,9.12371134,-0.5,115.0119006,27,8,19,26,-11,30,131,57,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2046147,0,123685,9,0,1369,117.4206009,69.0,157.6168383,0,900,45.83690987,12.0,95.49005751,0,1211,40.32618026,10.0,97.73387731,0,1230,112.416309,69.0,148.971101,-1053,900,5.510729614,-5.0,136.850663,246,22,224,225,-202,47,218,72,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
83215,393,12259,18,0,73,12.75728155,10.0,11.20286546,0,27,4.582524272,1.0,6.302294654,0,70,4.980582524,1.0,8.81743703,0,71,12.32038835,10.0,10.61068667,-67,27,-0.3980582520000001,-1.0,12.07447746,4,4,0,4,4,15,206,5,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
684014,0,72208,9,0,840,58.87562189,31.0,98.14097614,0,840,25.78109453,4.0,78.40767198,0,353,18.11940299,3.0,41.94803314,0,840,56.99502488,30.0,95.49303835,-223,840,7.661691542000001,-1.0,88.67546608,18,18,0,18,18,12,126,13,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
33326385,157,27408,47,0,345,158.45833330000005,156.5,64.57262008,0,345,70.77083333,22.5,81.98608611,0,270,64.47916667,25.0,80.21870874,0,345,152.29166669999995,152.0,64.2887232,-255,345,6.291666667,-16.5,140.0827075,127,16,111,125,-95,34,158,99,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
1552629,0,64641,9,0,910,159.7019231,125.0,153.676163,0,621,62.20673077,18.5,98.00829318,0,742,59.21153846,23.0,93.17339843,0,864,150.08173080000003,114.0,145.5248395,-644,621,2.995192308,-15.0,132.4632205,53,2,13,47,-11,57,320,20,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
633016,183,168920,18,0,737,107.3660714,43.5,144.3281229,0,415,43.47321429,7.5,72.96586284,0,372,31.1875,6.0,61.92053249,0,518,93.75,40.5,117.596427,-234,415,12.28571429,-1.5,85.67905526,2,2,0,2,2,3,120,5,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16146,0,1994,36,0,25,5.31840796,4.0,5.383604135,0,25,1.900497512,1.0,3.489864465,0,23,2.049751244,0.0,3.421836875,0,25,4.945273632,4.0,5.068877828,-21,25,-0.149253731,0.0,5.02111085,3,1,2,2,-1,37,66,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6135,0,1,14,0,15,2.293103448,1.0,3.011521672,0,15,1.5,0.0,2.534248171,0,6,0.5862068970000001,0.0,1.203937259,0,15,2.034482759,1.0,2.64552659,-4,15,0.913793103,0.0,2.768570419,6,6,0,6,6,23,288,31,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25879,0,1970,36,0,131,16.1300813,11.0,18.45780041,0,63,5.642276422999999,2.0,8.346782722,0,106,7.093495935,3.0,13.55699345,0,124,14.82520325,10.0,17.33288192,-81,63,-1.451219512,-1.0,14.30516915,7,7,0,7,7,9,0,91,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
572325,0,27248,24,0,361,32.73853211,18.0,48.18571186,0,322,12.27522936,4.0,26.11192267,0,343,12.25688073,2.0,30.65220817,0,347,31.32110092,17.5,46.33669771,-325,322,0.018348624,-0.5,40.70580998,21,1,2,19,-1,66,204,1,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,7,0.663157895,0.0,1.334643862,0,3,0.178947368,0.0,0.5615569970000001,0,2,0.168421053,0.0,0.473567237,0,7,0.621052632,0.0,1.307298922,-2,3,0.010526316,0.0,0.718107701,1,1,0,1,1,29,117,1,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6887,0,20,19,0,13,1.270676692,0.0,2.077910386,0,9,0.5187969920000001,0.0,1.301251588,0,7,0.45112782,0.0,1.127017258,0,13,1.233082707,0.0,2.06250894,-6,9,0.067669173,0.0,1.765140684,13,0,2,13,-2,61,218,1,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
220749,0,12792,18,0,711,39.82857143,22.0,67.14567775,0,711,19.78857143,4.0,63.24840719,0,108,12.67428571,2.0,21.59106089,0,711,38.37142857,21.0,66.37085665,-93,711,7.114285714,-1.0,68.39163333,22,3,19,22,-16,36,89,12,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
20189,0,66,24,0,14,3.4827586210000003,3.0,3.5585805930000003,0,6,0.482758621,0.0,1.303065078,0,5,1.068965517,0.0,1.507018854,0,13,3.2758620689999995,3.0,3.423010892,-5,6,-0.5862068970000001,0.0,2.141820711,0,0,0,0,0,40,27,5,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
176923,0,4211,51,0,18,2.031746032,1.0,3.399198103,0,10,0.7777777779999999,0.0,1.7131095319999998,0,6,0.793650794,0.0,1.68238993,0,16,1.80952381,1.0,2.8942040760000003,-6,4,-0.015873016,0.0,1.777210794,1,1,0,1,1,14,0,1,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
513160,0,73487,42,0,1406,115.1275168,32.0,210.7383724,0,1036,42.65771812,8.0,119.1481381,0,1303,43.1409396,6.0,132.978982,0,1354,106.8590604,32.0,197.4403663,-1200,1036,-0.483221477,-1.0,174.6625358,34,5,9,23,-4,66,206,57,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
825,0,21,18,0,7,1.7027027030000002,1.0,1.943316542,0,6,0.432432432,0.0,1.128034419,0,5,0.810810811,0.0,1.226681699,0,7,1.540540541,1.0,1.839426976,-5,6,-0.378378378,0.0,1.821068165,3,0,3,3,-3,37,146,2,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
126533,0,6799,36,0,35,4.517241379,2.0,7.351381243,0,21,2.896551724,0.0,5.548189065,0,16,1.4137931030000002,0.0,3.090778737,0,34,4.1724137930000005,1.0,7.249584842000001,-6,21,1.482758621,0.0,5.116711563,3,0,3,3,-3,37,0,4,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
