param 1,param 2,param 3,param 4,param 5,param 6,param 7,param 8,param 9,param 10,param 11,param 12,param 13,param 14,param 15,param 16,param 17,param 18,param 19,param 20,param 21,param 22,param 23,param 24,param 25,param 26,param 27,param 28,param 29,param 30,param 31,param 32,param 33,param 34,param 35,param 36,param 37,param 38,param 39,param 40,param 41,param 42,param 43,param 44,param 45,param 46,param 47,param 48,param 49,param 50,param 51,param 52,param 53,Label
292911,0,25073,24,0,207,41.83333333,22.0,46.88722231,0,152,16.0,4.5,28.46617699,0,164,16.07575758,3.0,30.17925099,0,184,39.67171717,22.0,43.79887813,-125,152,-0.075757576,-2.0,40.04806857,0,0,0,0,0,60,157,1,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
313452,1,86759,8,0,1399,216.5371179,127.0,254.7194101,0,1117,69.13537118,27.0,125.8863216,0,1300,84.68558952,34.0,168.08073230000005,0,1337,202.860262,124.0,235.7418795,-1213,1117,-15.55021834,-18.0,206.9619153,65,5,60,61,-55,45,53,15,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13874,0,7045,24,0,282,87.68421053,48.0,70.61277105,0,107,24.26315789,13.0,29.84493628,0,145,28.42105263,13.0,39.69066679,0,226,81.13157895,45.5,62.55909671,-131,107,-4.157894737,-5.0,51.00439935,43,25,18,35,7,33,134,258,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23
1045111,0,34768,16,0,1047,27.74876847,3.0,119.4472324,0,654,9.389162562000001,1.0,47.77143117,0,858,13.42610837,0.0,75.34477867,0,925,25.43842365,3.0,108.440308,-704,654,-4.036945813,0.0,71.37296141,14,1,3,13,-2,50,0,323,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257320,0,81826,20,0,1112,94.37313433,50.0,143.95568369999995,0,663,37.53233831,16.0,67.07002503,0,865,35.64179104,6.0,88.57905958,0,982,86.15422886,48.0,130.45794229999998,-618,663,1.890547264,0.0,91.00400713,0,0,0,0,0,3,72,32,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
2027759,0,30065,8,0,1101,219.6746988,111.0,243.3026826,0,1101,130.3855422,30.0,231.978023,0,366,56.50602410000001,8.0,90.54165965,0,1101,212.6385542,102.0,240.7022146,-323,1101,73.87951807,-5.0,257.71673050000004,0,0,0,0,0,0,204,20,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31
1457476,0,3961,10,0,59,4.369942197,2.0,8.711272247,0,53,2.1676300580000003,0.0,7.017788597999999,0,24,1.225433526,0.0,3.275595602,0,53,4.10982659,1.0,8.473322057,-24,53,0.942196532,0.0,7.900179981,4,1,3,3,-2,39,89,13,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3544586,122388,227617,9,0,1462,143.2967742,92.0,179.5727249,0,1462,60.38064516,18.0,143.6811406,0,455,40.57849462,13.0,67.07766939,0,1462,137.55053759999998,90.0,172.3565763,-354,1462,19.80215054,-7.0,165.07130940000005,80,8,72,77,-64,38,151,256,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1078827,0,569,33,2,133,19.67857143,10.5,32.014565399999995,0,35,5.0,1.0,8.400680245,0,117,11.35714286,2.0,27.88908425,2,119,18.39285714,9.0,29.00411213,-101,35,-6.357142857,-1.5,25.10437396,9,0,0,9,0,67,113,1,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32745,1559,770,32,0,15,1.366412214,0.0,2.252076588,0,11,0.496183206,0.0,1.130475676,0,11,0.450381679,0.0,1.180074655,0,15,1.229007634,0.0,2.157529754,-11,7,0.045801527,0.0,1.53266019,0,0,0,0,0,47,1098,2,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1340759,33935,49392,9,0,577,59.37471783,32.0,81.9411477,0,577,24.83521445,4.0,67.65963434,0,434,20.66365688,3.0,44.84225889,0,577,57.93227991,31.0,80.90554045,-419,577,4.171557562,-2.0,83.07943059,9,0,0,9,0,65,254,1,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10145,6,15,19,0,2,0.345679012,0.0,0.570044266,0,2,0.135802469,0.0,0.376897223,0,2,0.12345679,0.0,0.396986054,0,2,0.345679012,0.0,0.570044266,-2,2,0.012345678999999998,0.0,0.5772182579999999,0,0,0,0,0,52,126,2,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1426027,0,8025,1,0,216,9.878151261000001,2.0,29.87561514,0,102,2.428571429,0.0,9.646326796,0,150,2.882352941,0.0,12.58796041,0,203,9.483193277,2.0,28.70652963,-139,102,-0.453781513,0.0,15.72144492,0,0,0,0,0,38,48,1,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2470711,36,271475,9,0,1449,193.4684874,129.5,210.4631474,0,1216,67.41176471,14.0,135.8279257,0,711,67.19327731,10.0,113.4566905,0,1361,188.7668067,128.0,202.9419605,-618,1216,0.218487395,-7.0,188.5562422,99,6,93,99,-87,33,240,193,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165002,0,25302,36,0,643,66.45,30.0,91.07720127,0,313,24.42272727,7.0,47.60885548,0,368,26.07272727,5.0,51.69054935,0,550,60.64545455,28.0,81.26081314,-252,313,-1.65,-2.0,62.50181997,15,0,1,15,-1,63,389,87,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14032442,6,35154,20,0,784,71.79148936,46.0,103.910493,0,148,25.04255319,16.0,29.48952749,0,743,26.39148936,15.0,58.74495842,0,770,61.60425532,38.0,97.31563465,-710,145,-1.34893617,0.0,59.37072089,30,18,12,29,6,29,194,56,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16
244175,0,15135,18,0,378,41.68390805,35.0,43.59173278,0,133,15.61494253,6.0,20.70693164,0,337,16.04597701,7.0,30.543697,0,348,39.28735632,33.5,40.16142944,-296,133,-0.431034483,-3.5,37.08181948,2,2,0,2,2,4,241,4,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
888531,1,4469,47,0,256,93.21481481,86.0,43.10665244,0,248,30.17777778,4.0,45.19814265,0,223,34.74814815,8.0,47.03406465,0,250,91.68888889,85.0,42.08095666,-197,248,-4.57037037,-6.0,75.72020042,111,111,0,111,111,5,808,334,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35
27279,9,125,18,0,115,8.065217391000001,1.0,24.6059397,0,6,0.673913043,0.0,1.3996016180000002,0,17,1.304347826,0.0,3.999291052,0,114,7.826086957,1.0,24.16366689,-17,6,-0.630434783,0.0,4.172157692,0,0,0,0,0,8,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
365315,0,1927,8,0,76,13.0,7.0,18.84586604,0,71,4.3611111110000005,1.0,11.8207745,0,71,6.944444444,2.0,15.52407529,0,73,12.27777778,6.5,18.19433842,-66,71,-2.583333333,-1.0,19.79530668,4,4,0,4,4,7,50,7,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
1433518,25951,101466,9,0,910,145.3903346,99.0,154.3351735,0,886,54.31598513,14.0,107.0080104,0,801,50.26394052,13.0,97.55086863,0,886,139.2416357,96.0,149.1706352,-738,886,4.05204461,-8.0,143.8278255,51,51,0,51,51,15,262,147,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9
2078654,2715,84453,9,0,1141,158.9414634,101.5,175.2489281,0,721,59.00487805,22.0,98.371719,0,721,52.59756098,13.0,98.4782333,0,1095,150.504878,96.0,165.88953490000003,-532,721,6.407317073,-7.0,142.0152085,35,2,33,34,-31,44,167,71,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
672411,1,14221,9,0,419,29.29613734,14.0,47.50823586,0,313,10.57296137,2.0,28.77334914,0,366,11.2639485,2.0,29.25382974,0,415,28.27467811,13.0,46.6534765,-351,313,-0.6909871240000001,-1.0,39.84458817,81,4,12,69,-8,65,0,373,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
316982,0,61205,42,0,186,16.86173633,7.0,27.416699600000005,0,133,6.990353698,2.0,14.54242834,0,106,6.418006431,1.0,15.26988284,0,165,15.33440514,7.0,24.01548414,-76,133,0.572347267,0.0,18.46071019,36,36,0,36,36,19,99,21,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2046147,0,123685,9,0,1399,120.5497835,71.0,156.2744309,0,1105,45.6991342,13.0,106.5744987,0,890,36.11471861,9.0,70.41397256,0,1230,115.0909091,70.0,148.452874,-823,1105,9.584415584,-6.0,131.8245604,957,67,890,910,-823,39,53,1833,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,39
3319,10,1,17,0,31,3.812,2.0,5.026395926,0,20,1.168,0.0,2.60993793,0,17,1.392,0.0,2.854879332,0,21,3.536,2.0,4.378207853,-15,20,-0.224,0.0,3.790227434,5,5,0,5,5,23,126,1,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
595191,99,1561,16,0,717,36.74691358,20.0,65.76485531,0,371,13.0617284,4.0,32.09598991,0,318,11.88683128,3.0,27.29810948,0,705,35.13374486,19.0,63.36994242,-231,371,1.1748971190000002,-2.0,41.9308203,31,9,22,29,-13,28,399,234,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
14691,0,4072,16,0,724,34.45454545,9.0,88.78292079,0,156,11.43181818,2.0,27.64293246,0,597,16.42613636,2.0,64.22948203,0,633,30.01704545,8.5,76.13888882,-470,156,-4.994318182,-1.0,54.27450192,19,1,6,18,-5,54,190,14,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
47872,72574,3957,45,0,14,2.303278689,1.0,3.053859005,0,13,0.860655738,0.0,2.073705695,0,13,0.844262295,0.0,1.903493302,0,13,2.139344262,1.0,2.909328055,-12,13,0.016393443,0.0,2.894266822,0,0,0,0,0,17,369,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23055,0,67,36,0,468,20.27076923,13.0,38.69264181,0,444,8.710769231,2.0,27.03426955,0,351,7.48,2.0,22.39032209,0,444,19.22769231,12.0,37.21575972,-333,444,1.230769231,0.0,34.92355134,2,0,0,2,0,65,98,3,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11670473,0,145114,1,0,129,43.48148148,34.0,34.20079095,0,99,17.0,10.0,20.18800524,0,82,12.31481481,7.5,17.15703513,0,105,39.2037037,32.0,29.33483559,-66,99,4.685185185,0.0,29.1730622,22,22,0,22,22,19,142,90,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5
297702,148,488,55,0,164,5.902097902,3.0,13.87497354,0,134,1.98951049,0.0,8.296719491000001,0,75,2.248251748,0.0,6.102668832000001,0,143,5.545454545,3.0,12.80910257,-70,122,-0.258741259,0.0,9.673851488,3,0,3,3,-3,47,18,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
264140,0,7653,24,0,172,25.78712871,23.0,22.88670401,0,103,10.01980198,3.0,14.86705455,0,82,8.133663366,2.5,12.56180583,0,125,24.36633663,22.0,19.51806615,-69,103,1.886138614,-1.0,20.65204197,36,6,30,35,-24,37,28,1,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
19926,0,41,72,0,16,3.875,2.5,3.739568825,0,16,1.875,0.0,3.2121189789999995,0,13,1.1875,0.0,2.758745563,0,16,3.8125,2.5,3.683613771,-10,16,0.6875,0.0,4.505349829,1,0,0,1,0,59,309,1,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2027759,0,30065,8,0,1101,219.6746988,111.0,243.3026826,0,1101,130.3855422,30.0,231.978023,0,366,56.50602410000001,8.0,90.54165965,0,1101,212.6385542,102.0,240.7022146,-323,1101,73.87951807,-5.0,257.71673050000004,109,109,0,109,109,2,76,62,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,105
825,0,21,18,0,7,1.5,1.0,1.718343011,0,5,0.527027027,0.0,1.042644416,0,7,0.662162162,0.0,1.22228217,0,7,1.337837838,1.0,1.621452694,-7,5,-0.135135135,0.0,1.63842644,2,2,0,2,2,22,89,5,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23985,178,2773,36,0,185,16.83222958,10.0,21.31065552,0,134,6.624724062,2.0,12.42142661,0,94,5.437086093,1.0,10.60045575,0,170,15.77483444,10.0,19.80428706,-94,134,1.187637969,0.0,16.59191076,31,31,0,31,31,24,71,214,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2411555,0,61797,9,0,523,100.2272727,76.5,96.54788347,0,210,46.61363636,15.5,67.11225871,0,313,35.84090909,7.0,62.86202177,0,513,95.93181818,75.5,94.04698964,-146,206,10.77272727,-2.0,85.37081246,78,0,78,78,-78,37,234,102,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99033,414,1053,32,0,204,7.346278317,2.0,18.23630827,0,190,3.30420712,0.0,12.98211422,0,178,2.355987055,0.0,10.89711244,0,190,6.941747573,2.0,17.6069043,-152,190,0.948220065,0.0,16.10093281,1,0,0,1,0,64,1145,1,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17942,0,264,16,0,11,1.015384615,0.0,2.115818137,0,7,0.392307692,0.0,1.112835283,0,7,0.361538462,0.0,1.183240961,0,8,0.930769231,0.0,1.894073598,-5,7,0.030769231,0.0,1.430107374,0,0,0,0,0,26,0,1,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
441897,0,16175,18,0,1118,94.94256757,65.0,105.1192377,0,870,32.08445946,10.0,66.70383535,0,426,36.70608108,14.0,58.86004441,0,1102,90.14189189,61.0,99.88053744,-358,622,-4.621621622,-9.5,79.82611215,43,43,0,43,43,21,205,12,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
83580,0,6366,20,0,91,7.868055556,4.0,12.58650431,0,84,2.979166667,1.0,7.980417657,0,84,3.1875,0.0,8.450812543,0,84,7.222222222,4.0,11.79008791,-77,84,-0.208333333,0.0,11.40350519,1,1,0,1,1,5,183,21,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
57411,36082,1485,87,0,38,3.340336134,0.0,8.032348666,0,38,1.663865546,0.0,5.8241417460000005,0,33,1.025210084,0.0,4.073819229,0,38,3.180672269,0.0,7.834214737999999,-29,38,0.638655462,0.0,6.8932205060000005,1,1,0,1,1,14,246,1,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24410,0,698,28,0,103,5.163366337,2.0,11.56034724,0,72,2.287128713,0.0,7.311101871,0,68,2.113861386,0.0,6.234835539,0,102,5.04950495,2.0,11.51355313,-33,42,0.173267327,0.0,7.219656763,6,1,3,5,-2,51,142,2,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2736,491,277,54,0,18,1.553956835,0.0,2.746279791,0,13,0.54676259,0.0,1.4204215690000002,0,6,0.683453237,0.0,1.373102202,0,13,1.366906475,0.0,2.310887228,-5,8,-0.136690647,0.0,1.560305443,0,0,0,0,0,12,179,2,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39611,3243,612,32,0,122,4.127906977,1.0,13.55848358,0,106,1.6976744190000002,0.0,8.65699041,0,44,1.261627907,0.0,4.312789757,0,115,3.848837209,0.0,13.13305562,-41,106,0.4360465120000001,0.0,9.602657248,0,0,0,0,0,36,25,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
236881,1172,36034,40,0,431,26.35201794,8.0,41.15473735,0,404,10.78923767,2.0,26.2106929,0,278,9.051569507,1.0,21.74123265,0,406,24.85650224,8.0,38.91985603,-125,404,1.737668161,0.0,31.40193316,33,2,5,26,-3,69,58,255,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3995273,0,297147,4,0,1990,611.75,470.0,453.2146472,0,1534,225.4473684,112.0,274.3782874,0,1481,242.9473684,110.5,321.5212154,0,1771,565.3815789,449.5,403.8137913,-1203,1534,-17.5,-66.5,440.4392992,1100,110,294,922,-184,55,14,1148,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14
23985,178,2773,36,0,185,16.83222958,10.0,21.31065552,0,134,6.624724062,2.0,12.42142661,0,94,5.437086093,1.0,10.60045575,0,170,15.77483444,10.0,19.80428706,-94,134,1.187637969,0.0,16.59191076,35,2,11,32,-9,55,238,53,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89879,393,1257,14,0,13,2.311557789,2.0,2.336818497,0,12,0.974874372,0.0,1.734767695,0,6,0.8592964820000001,0.0,1.403621127,0,12,2.236180905,2.0,2.283763421,-6,12,0.115577889,0.0,2.20818681,2,2,0,2,2,8,31,4,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
309914,13,5432,26,0,371,8.256147541,4.5,20.47494378,0,147,3.327868852,1.0,10.09803797,0,324,3.329918033,0.5,15.78024569,0,335,7.696721311,4.0,18.99164585,-277,147,-0.00204918,0.0,17.08027083,0,0,0,0,0,71,236,23,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
29392,0,597,91,0,21,1.764285714,1.0,2.715328747,0,21,0.914285714,0.0,2.328352312,0,12,0.517857143,0.0,1.388615336,0,21,1.7071428569999998,1.0,2.625415419,-12,21,0.396428571,0.0,2.806240767,1,1,0,1,1,5,0,3,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
