intercolumnar distance,upper margin,lower margin ,exploitation ,row number,modular ratio,interlinear spacing ,weight ,peak number,modular ratio/ interlinear spacing,Label
0.043885,-0.157769,0.228514,-0.211361,0.261718,-0.515608,0.52218,-0.173749,0.31353600000000004,-0.616872,2
0.266074,0.580242,0.114709,-0.165469,0.261718,-0.30798400000000004,0.295677,-0.352235,-0.185368,-0.325874,4
0.142636,-0.377602,0.328093,-0.039583,0.261718,0.06573999999999999,-0.119577,0.168758,-0.310094,0.25397800000000004,2
-0.042522,0.187683,0.224957,0.290963,0.261718,0.937762,0.295677,0.0032409999999999995,0.157628,0.797098,4
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.8062819999999999,-0.081827,0.15221600000000002,0.219991,-0.577789,2
0.599358,-0.377602,0.242739,-0.151028,0.976743,-1.138481,-1.478592,1.251769,1.779065,-0.077694,9
-0.375806,-0.291239,-3.210528,-0.835274,0.08296100000000001,-0.01731,0.257927,-0.074575,0.375899,-0.02423,3
-0.277055,0.038511,0.42056,3.987152,0.17234000000000002,2.141982,0.106925,-0.991759,0.032902,2.013919,6
0.266074,0.164129,0.118265,0.320234,0.261718,0.024215,0.031425,0.15926400000000002,-0.091823,0.135934,4
0.229043,-1.044953,0.349432,0.8424299999999999,0.261718,0.688613,0.408929,-0.237937,-0.746634,0.514104,4
-0.277055,0.030659,0.441898,0.131866,0.17234000000000002,0.190314,0.371178,-0.10663,0.344717,0.09127,3
-2.47426,0.171981,-0.12357,-2.9863,-3.3134080000000004,-0.930856,1.2016870000000002,2.4631540000000003,-3.054063,-1.272238,2
-0.091897,0.226939,0.26763400000000004,0.024091,0.261718,-1.096956,0.55993,0.38522,0.126447,-1.104792,1
0.290762,0.077766,0.118265,0.275805,0.261718,-0.183409,0.144676,-0.32874200000000003,-0.372457,-0.125445,2
0.031541,-2.426761,0.37077,0.77977,0.17234000000000002,0.937762,0.408929,-0.501889,-0.123005,0.7343270000000001,4
0.15498,-0.040001,0.363657,1.200934,0.261718,0.024215,0.144676,-0.272069,-0.87136,0.061820000000000014,4
0.068573,-0.016447999999999997,0.274747,-0.03633,0.261718,0.314889,0.333428,0.032928,0.718895,0.210303,1
0.105604,-0.09496,0.324537,0.557118,0.17234000000000002,-0.183409,0.257927,0.723456,0.40708,-0.187577,4
-0.301743,-0.314793,0.399221,0.77052,0.708609,0.14879,-1.705095,-1.4922879999999998,-0.933723,1.466182,0
0.15498,-0.330495,0.299642,-0.333637,0.08296100000000001,-1.055431,-0.38383,-1.195291,-0.091823,-0.648782,2
-0.104241,0.022808,0.377883,1.279945,0.17234000000000002,1.560634,-0.081827,0.816922,2.028517,1.614508,6
-0.042522,-0.11066199999999997,0.40989,1.097277,0.261718,-0.6401819999999999,-2.346852,-0.00899,-0.621908,-0.881627,4
-0.091897,-0.29909,0.562816,1.131322,0.440474,2.64028,-3.441614,-0.325054,-0.65309,0.4654970000000001,0
-0.030178,-0.220579,0.242739,1.988271,0.17234000000000002,1.35301,0.333428,0.949102,0.251173,1.131363,4
0.31545,-0.236281,0.37077,0.812174,0.261718,0.397939,0.182426,-0.6547270000000001,-1.058449,0.380099,4
-0.153617,-0.087108,0.299642,0.689629,0.261718,2.391131,0.220177,-1.396046,-0.902542,2.153131,2
1.21655,0.156278,-0.013322,0.353593,0.17234000000000002,0.273364,0.55993,0.42774,-0.559546,0.060156,4
-3.498799,0.745117,0.150273,0.685183,-4.9222150000000005,-0.723232,0.597681,0.466862,-2.243345,-0.8369989999999999,4
0.09326,0.148427,0.171611,0.970704,0.17234000000000002,0.273364,0.333428,0.6299319999999999,-0.65309,0.19023,4
-0.190648,-0.691649,0.28186,-0.194472,0.17234000000000002,-0.30798400000000004,0.182426,0.961547,0.937165,-0.219402,5
-2.4495720000000003,4.835583,0.352988,0.048976,-2.419627,-0.681707,0.257927,2.093019,-2.492797,-0.6305069999999999,4
0.105604,0.014957,0.377883,-0.4322220000000001,0.261718,-0.723232,0.371178,-0.25145,0.500624,-0.726791,1
0.229043,0.242641,0.089814,0.12023,0.261718,-0.01731,0.031425,0.651289,-0.029461,0.096924,4
0.15498,-0.040001,0.363657,1.200934,0.261718,-0.01731,0.069175,1.31714,0.282354,0.067726,4
-0.00549,-0.071406,0.352988,-0.20667600000000005,0.261718,-0.391033,0.484429,0.194814,0.843621,-0.496647,1
0.068573,0.533135,0.488131,0.25566500000000003,-0.6320640000000001,0.605563,0.597681,-0.719012,0.064084,0.324935,4
0.13029200000000002,-1.6494939999999998,-3.210528,-2.636061,-2.419627,2.64028,-2.573354,0.585762,-0.403638,0.511922,4
0.192011,-0.03215,0.249852,-0.418765,0.17234000000000002,-0.723232,0.031425,0.042888,0.40708,-0.53814,2
0.25373,-0.197025,0.260522,0.326888,0.261718,-0.14188399999999998,-2.762106,0.5825,0.157628,-1.843759,2
0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.522513,0.144676,0.374212,0.251173,0.513754,4
0.031541,0.171981,0.253409,-0.862994,0.17234000000000002,-0.598658,0.031425,-0.513849,0.157628,-0.4421810000000001,1
-0.00549,-0.660245,0.345875,-0.270589,0.261718,1.685209,1.050686,-1.537041,-1.058449,0.990354,4
-0.079554,0.179832,0.310311,1.1799879999999998,-1.257711,0.231839,0.257927,0.455504,0.282354,0.190833,5
0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.557133,-1.1010879999999998,-1.2978040000000002,1.03071,0.253291,9
0.105604,-0.087108,0.367214,1.522618,0.261718,1.643684,0.144676,0.6115649999999999,0.032902,1.543503,4
0.25373,-2.426761,0.352988,-0.05119,-0.095795,0.107265,-0.157328,0.5030720000000001,0.126447,0.310023,4
0.710453,-0.102811,0.157386,1.199979,0.976743,-0.557133,-0.232828,0.501635,1.373706,-0.23077,9
2.105308,-0.07925700000000001,0.239183,-1.152363,-0.989576,-1.055431,-2.762106,-1.037735,-1.526171,-2.295441,4
0.241386,0.109171,-0.127126,0.380626,0.17234000000000002,-0.889332,0.031425,-0.686995,-0.5283640000000001,-0.685225,4
0.192011,-0.259834,0.402778,-0.06592999999999999,0.261718,-0.515608,0.333428,-0.77652,-0.060642,-0.522384,4
0.142636,0.486028,0.025799,0.5454220000000001,0.17234000000000002,0.273364,0.069175,0.444049,0.157628,0.32649,4
-0.054866,0.226939,0.32098000000000004,-0.905841,0.261718,-0.6401819999999999,-0.308329,-1.540536,-0.902542,-0.339183,1
0.7721720000000001,0.030659,0.075589,0.371824,0.976743,-1.470679,-1.554093,-0.193689,0.812439,-0.374697,9
-3.498799,0.062064,0.338762,0.963304,-4.9222150000000005,-0.30798400000000004,0.371178,1.437108,-1.650897,-0.330997,4
-0.375806,-0.275537,0.449011,0.55685,0.17234000000000002,0.273364,-0.119577,0.634029,-0.341275,0.441604,3
-0.017834,-0.047852,0.093371,-0.139302,0.261718,0.979286,0.144676,-0.541768,0.095265,0.940723,4
0.17966700000000002,0.321153,0.242739,0.045844,0.17234000000000002,-0.764757,0.257927,0.417081,0.157628,-0.707069,4
-0.042522,-0.463965,0.392108,0.22699,0.261718,1.892833,0.824183,-1.235131,-0.621908,1.346354,5
0.17966700000000002,0.258344,0.189393,-0.133304,0.17234000000000002,-0.889332,0.408929,0.256574,0.438262,-0.8919459999999999,4
0.13029200000000002,0.077766,0.299642,-0.693335,0.261718,0.107265,0.446679,-0.0691,0.126447,-0.030306,4
0.117948,-0.29909,0.4739060000000001,-0.204438,0.08296100000000001,-0.723232,-0.270579,-0.508005,0.064084,-0.395998,4
0.15498,-0.189174,0.246296,-1.223587,0.08296100000000001,1.851308,-2.384602,0.199881,-0.341275,-0.573449,4
0.47592,-0.4325600000000001,0.114709,-0.8709600000000001,0.976743,-1.5952540000000002,-1.365341,-1.930591,-0.341275,-0.640645,9
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.266459,-0.195078,0.752754,-0.154186,-0.009969,4
0.216699,0.2976,0.249852,-0.041313,0.261718,-0.598658,0.182426,0.331323,-0.029461,-0.51274,4
-0.301743,0.195534,0.381439,0.351116,0.08296100000000001,-0.598658,0.106925,0.157672,0.438262,-0.489462,5
0.47592,-0.28338800000000003,0.107596,0.080127,0.976743,-0.349509,-0.8745850000000001,0.261719,1.498432,0.328647,9
0.352481,0.211237,0.306755,-0.946242,0.17234000000000002,-0.05883500000000001,-2.837607,-0.239548,0.157628,-1.7223400000000002,4
0.006853,0.077766,0.342319,-0.12859,0.261718,-0.14188399999999998,-0.081827,-0.921087,-0.777816,0.031103,2
0.13029200000000002,-1.6494939999999998,-3.210528,-2.636061,-2.419627,0.397939,0.144676,1.80305,0.562987,0.39911,4
0.068573,-0.20487600000000006,0.424116,1.412158,0.261718,0.231839,0.257927,1.631651,0.62535,0.192448,4
-0.314087,-2.426761,-0.006209,-0.194681,0.261718,1.602159,0.333428,-1.637729,-1.027268,1.543154,4
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.391033,0.182426,1.924202,1.186617,-0.339243,5
0.8462350000000001,0.014957,-0.052442,0.98795,0.261718,-0.05883500000000001,0.597681,1.070623,0.4694430000000001,-0.255207,4
0.25373,0.219088,0.14315999999999998,0.720541,0.261718,0.06573999999999999,0.295677,0.380134,-0.590727,0.015878,4
0.8462350000000001,0.014957,-0.052442,0.98795,0.261718,0.190314,1.163937,0.88775,0.4694430000000001,-0.321558,4
-0.128929,0.383963,0.23207,1.248675,0.261718,-0.474083,0.257927,1.177952,-0.060642,-0.446003,4
0.142636,-0.000745,0.153829,0.955845,0.261718,0.14879,-0.044076,0.429895,-0.029461,0.285237,2
-0.079554,0.313302,0.139604,0.295528,0.261718,0.397939,0.408929,-0.32157800000000003,-0.746634,0.256365,4
0.15498,0.289748,0.207175,-0.0072980000000000015,0.17234000000000002,-0.889332,0.446679,0.516934,0.62535,-0.905761,7
0.698109,-0.369751,0.185837,-0.92264,0.976743,-0.972381,-0.648083,1.080136,2.090879,-0.412791,9
-0.26471100000000003,-0.448263,0.431229,-1.121421,0.261718,-0.14188399999999998,-0.044076,0.619584,0.064084,0.012152,2
-0.375806,-0.291239,-3.210528,-0.835274,0.08296100000000001,1.186911,0.371178,-0.32021900000000003,-0.216549,0.974996,3
0.47592,-0.28338800000000003,0.107596,0.080127,0.976743,-1.2630549999999998,-0.987837,0.412033,2.090879,-0.516996,9
0.019197,0.619498,0.032912000000000004,-0.18385,0.261718,1.103861,0.899684,-1.7556,-0.902542,0.6081340000000001,7
0.019197,0.289748,-0.116457,1.524856,-0.542686,0.937762,0.371178,0.746677,0.001721,0.753471,2
-0.054866,0.179832,0.239183,-1.170087,0.261718,-0.598658,0.106925,1.118735,0.781258,-0.473826,5
1.142487,0.062064,0.125378,1.0598299999999998,0.261718,0.314889,0.333428,-0.259177,-1.183175,0.220453,4
0.944986,0.132725,0.136047,0.564936,0.17234000000000002,0.314889,0.371178,0.669307,-0.278912,0.191448,4
-0.042522,0.2976,0.07914500000000001,1.500568,0.351096,0.564038,-1.478592,-0.961277,-1.151994,2.148309,2
0.006853,-0.055704,0.335206,1.7788970000000002,0.261718,1.43606,0.899684,-0.449623,-0.247731,0.8683200000000001,4
0.13029200000000002,-0.275537,0.274747,-0.574878,0.261718,-0.8062819999999999,0.597681,-1.7636189999999998,-2.118619,-0.909619,4
0.031541,0.203385,0.086258,0.045008,0.17234000000000002,0.14879,0.220177,-0.673307,-0.029461,0.13986400000000002,2
0.364825,-0.189174,0.5023569999999999,0.22329,-1.168333,-3.837595,0.069175,0.534971,-2.149801,-3.417834,2
0.080916,0.438921,0.14315999999999998,-0.523288,0.261718,-1.138481,0.257927,-0.913068,-0.902542,-1.043998,7
0.142636,-0.291239,-3.210528,-2.167812,0.351096,-0.14188399999999998,-3.026359,-1.025154,-1.682078,-2.197674,2
-0.00549,-0.071406,0.352988,-0.20667600000000005,0.261718,-1.2630549999999998,0.031425,0.192464,0.812439,-1.043226,1
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.764757,0.333428,1.903835,1.779065,-0.747586,6
-0.042522,-0.11066199999999997,0.40989,1.097277,0.261718,1.934358,0.52218,0.542854,0.18881,1.555294,4
-0.314087,-0.063555,0.42056,0.003921,0.17234000000000002,-1.013906,0.069175,0.679344,0.62535,-0.8424719999999999,3
0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.391033,-0.836835,0.512954,1.311343,0.294953,9
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.8062819999999999,0.069175,0.188561,-0.372457,-0.65399,2
0.006853,-0.668096,0.477462,1.62168,0.17234000000000002,2.64028,0.144676,-0.326102,-0.310094,2.486673,4
0.019197,0.525284,0.068476,0.166658,0.261718,-0.30798400000000004,-0.006326,0.124782,0.095265,-0.159911,2
0.019197,-0.338346,-0.358293,-0.113223,0.17234000000000002,-1.013906,-0.534832,0.299016,-3.178789,-0.528291,4
-0.8819040000000001,-1.947839,0.217845,2.046336,0.17234000000000002,1.519109,0.7864329999999999,-0.504141,0.344717,1.0112450000000002,6
0.142636,0.164129,0.200063,-0.249732,0.261718,-0.515608,0.069175,0.141149,0.562987,-0.387343,4
-0.153617,-0.354049,0.37077,-0.513262,0.261718,-1.180006,-0.157328,-1.092156,-0.65309,-0.8809040000000001,2
-0.128929,-0.322644,0.288973,0.764881,0.261718,-0.515608,0.144676,0.78677,0.219991,-0.425654,2
0.068573,-0.189174,-2.090261,-0.6335390000000001,0.17234000000000002,0.647088,-2.9131080000000003,-0.455428,0.282354,-1.15552,5
-0.116585,-0.212727,-0.027547,-0.927921,0.351096,1.394535,0.824183,-1.63206,-0.746634,0.873865,5
-0.00549,-0.259834,0.367214,-0.156667,0.261718,0.107265,1.050686,-2.06681,-1.058449,-0.341316,2
0.266074,-0.134216,0.214288,-0.229323,0.261718,-0.30798400000000004,0.333428,0.093329,-0.403638,-0.338194,2
1.142487,0.062064,0.125378,1.0598299999999998,0.261718,0.190314,1.050686,1.7545110000000002,-0.123005,-0.271228,4
-0.017834,-0.22843,0.37077,1.293671,0.17234000000000002,0.8962370000000001,0.182426,0.580229,1.529613,0.8451620000000001,6
0.167323,0.117022,0.047137,-0.174809,0.261718,0.439463,0.182426,-0.792421,-0.8089970000000001,0.419567,4
-0.26471100000000003,0.156278,0.402778,1.483948,0.17234000000000002,0.231839,0.106925,0.121074,0.219991,0.300861,6
-0.104241,-0.07925700000000001,0.552147,1.388496,0.6192300000000001,-2.176602,-1.063338,-0.6772100000000001,-0.684271,-1.378757,0
-0.153617,-0.22843,0.488131,0.580183,0.261718,0.771662,0.220177,0.556814,0.001721,0.698125,4
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.14188399999999998,1.050686,-0.8238549999999999,-0.746634,-0.551582,4
0.192011,0.226939,0.118265,-0.472443,0.17234000000000002,-1.096956,-0.081827,-1.34811,-1.307901,-0.855757,2
-0.030178,0.093469,0.235627,1.206186,0.261718,0.8962370000000001,0.446679,0.976769,0.62535,0.673521,4
-0.079554,0.187683,-0.070224,0.211236,0.261718,-1.096956,0.069175,-2.850454,-3.147608,-0.912331,4
-0.017834,0.23479,-0.180472,0.6210319999999999,0.261718,1.26996,0.975185,-0.129482,-0.559546,0.68648,2
-0.486901,-0.03215,0.196506,-0.633748,0.261718,1.186911,0.333428,-0.8539100000000001,-0.247731,1.003988,8
-0.116585,0.30545100000000003,0.036468,-0.41038,0.261718,-1.761353,-0.119577,-0.482998,-0.029461,-1.435958,1
-3.498799,0.062064,0.338762,0.963304,-4.9222150000000005,-0.474083,0.484429,1.323664,-1.526171,-0.556524,4
0.290762,0.109171,-0.112901,0.221262,0.261718,0.688613,0.295677,-0.644534,-0.123005,0.573282,4
0.488263,-0.49537,0.111153,0.334258,0.976743,-0.764757,-1.25209,0.686237,1.623157,0.14623,9
0.17966700000000002,-0.173471,0.121822,-1.139205,0.17234000000000002,0.024215,0.144676,-1.086817,-0.123005,0.07335599999999999,4
0.056229,-0.087108,0.089814,1.312409,0.08296100000000001,0.688613,0.031425,0.700876,0.157628,0.7169439999999999,4
0.056229,-0.291239,0.239183,0.767954,0.17234000000000002,0.024215,0.031425,0.66187,0.282354,0.127966,4
-0.116585,0.203385,5.49199,1.852806,-1.436467,0.730137,-0.34608,1.7283400000000002,-0.029461,1.021938,4
-0.030178,-0.189174,0.242739,-0.408799,0.261718,-0.05883500000000001,0.295677,-0.253605,-0.060642,-0.086229,2
0.019197,-0.173471,0.306755,-0.081535,0.17234000000000002,-0.30798400000000004,0.069175,0.105367,0.18881,-0.197233,2
0.09326,-0.26768600000000004,0.16805499999999998,-0.383884,0.261718,0.06573999999999999,0.371178,0.294453,0.219991,-0.023386,4
-0.22768,-0.997846,0.356544,-0.026932,0.261718,-0.8062819999999999,-0.006326,0.524623,0.4694430000000001,-0.610579,3
8.314263,-0.087108,0.527252,0.6596420000000001,-3.134652,-1.346105,0.597681,2.8534040000000003,-2.835793,-1.3795879999999998,5
0.056229,-0.730905,0.441898,0.183695,0.261718,-0.224934,-0.308329,0.394346,-0.123005,0.099154,4
-0.017834,0.336855,0.235627,-0.5111439999999999,-0.81082,0.937762,0.6354310000000001,-1.293475,-0.247731,0.591341,7
0.105604,0.203385,-0.023991,0.995678,0.261718,-0.474083,-2.9131080000000003,1.090834,0.594169,-1.953979,4
-0.042522,-0.236281,-3.210528,-0.27205100000000004,0.261718,2.100457,-0.270579,-0.315035,-0.029461,2.276215,4
-0.215336,-0.20487600000000006,0.456124,-0.099826,0.17234000000000002,0.480988,0.484429,-0.382213,0.812439,0.352167,5
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.564038,0.371178,-0.054461,-0.216549,0.423859,4
0.944986,0.132725,0.136047,0.564936,0.17234000000000002,0.107265,0.408929,0.654803,-0.123005,-0.002084,4
-0.042522,-0.173471,0.644613,0.089437,-0.989576,-0.972381,1.767944,-0.2923,-0.060642,-1.023516,0
-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-1.22153,0.7864329999999999,-2.02163,-1.619716,-1.367461,5
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.14188399999999998,0.257927,-0.416636,-0.091823,-0.145492,4
0.241386,0.23479,0.310311,-1.7109919999999998,0.261718,-0.224934,0.031425,-0.584909,0.812439,-0.103903,1
0.13029200000000002,0.533135,-0.045329,-0.942602,0.261718,-1.013906,0.408929,-0.225258,0.219991,-0.999647,7
0.142636,-0.291239,-3.210528,-2.167812,0.351096,-0.36335,0.698348,-1.13322,-0.372457,-0.565397,2
-0.116585,-0.338346,-3.210528,-0.8658290000000001,-1.168333,1.726734,-3.441614,-2.516102,-3.8336,2.161775,4
0.117948,-0.220579,0.367214,0.914608,0.261718,-0.14188399999999998,0.182426,1.488132,0.812439,-0.103903,4
-0.314087,-0.063555,0.42056,0.003921,0.17234000000000002,-0.183409,0.106925,-0.034832,0.064084,-0.108773,3
-0.511588,-0.620989,0.491688,-2.053711,-0.006417,0.522513,0.069175,0.218423,0.001721,0.542337,3
0.031541,0.36826,-0.027547,0.237135,0.17234000000000002,0.14879,-2.535604,0.018308,0.126447,-1.744196,4
-3.498799,0.062064,0.338762,0.963304,-4.9222150000000005,-0.557133,0.408929,1.962586,-1.432627,-0.5829979999999999,4
-0.00549,0.611647,0.022242,1.0121790000000002,0.261718,0.937762,0.446679,0.4130430000000001,-0.185368,0.70965,4
4.524702,-0.134216,0.23207,-2.514351,-0.9001979999999999,-0.30798400000000004,0.069175,0.206579,-0.216549,-0.222621,2
0.192011,0.148427,0.19295,-1.29308,0.261718,-1.678304,-0.270579,-0.06875099999999999,0.656532,-1.292382,1
0.241386,0.109171,-0.127126,0.380626,0.17234000000000002,1.519109,0.069175,-0.472028,-0.123005,1.500973,4
-0.116585,0.423218,0.086258,1.919136,0.261718,0.024215,0.144676,2.080321,1.373706,0.069788,7
-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,0.522513,0.748682,0.171301,0.126447,0.169327,4
-0.202992,-0.338346,0.434785,-0.184417,0.08296100000000001,0.397939,-0.119577,-0.259895,-0.65309,0.531258,4
-0.22768,0.289748,0.132491,-0.234783,0.261718,-1.013906,0.673182,0.179087,0.687713,-1.1083,5
0.870923,-0.236281,0.025799,-1.94155,0.976743,-1.346105,-1.176589,-0.674531,0.656532,-0.481903,9
0.031541,0.36826,-0.027547,0.237135,0.17234000000000002,-0.05883500000000001,0.484429,0.02157,0.18881,-0.195474,4
-0.425181,-0.220579,0.306755,0.496637,0.261718,-0.30798400000000004,-0.044076,0.387725,0.500624,-0.135125,5
0.09326,-0.055704,0.068476,0.305076,0.261718,0.356414,0.220177,0.288046,-0.091823,0.322535,4
0.019197,-0.338346,-0.358293,-0.113223,0.17234000000000002,2.017408,0.144676,-1.608664,-1.214356,1.872247,4
0.13029200000000002,-0.456114,0.292529,0.202672,0.261718,0.273364,0.031425,-0.485367,-0.403638,0.348274,4
0.216699,-0.189174,0.352988,-2.20129,0.261718,0.730137,0.597681,-0.70511,-0.43482,0.440266,4
0.019197,-0.424709,0.33165,0.137655,-0.006417,0.480988,-0.006326,0.075758,0.251173,0.56101,4
-0.351118,0.014957,0.214288,0.736624,0.17234000000000002,0.190314,-0.308329,-0.095466,0.282354,0.477541,5
-0.030178,-0.063555,0.285416,-1.278877,0.17234000000000002,-0.183409,-0.157328,0.842376,-0.091823,0.054888,2
-2.4495720000000003,4.835583,0.352988,0.048976,-2.419627,-2.965574,-0.044076,1.990719,-1.588534,-2.576771,4
0.229043,0.807926,-0.052442,0.082634,0.261718,-0.01731,0.333428,-0.070906,-0.216549,-0.087712,2
0.117948,-0.291239,0.306755,0.255993,0.17234000000000002,-0.266459,0.52218,-0.459292,-0.777816,-0.397734,4
