param 1,param 2,param 3,param 4,param 5,param 6,param 7,param 8,param 9,param 10,param 11,param 12,param 13,param 14,param 15,param 16,param 17,param 18,param 19,param 20,param 21,param 22,param 23,param 24,param 25,param 26,param 27,param 28,param 29,param 30,param 31,param 32,param 33,param 34,param 35,param 36,param 37,param 38,param 39,param 40,param 41,param 42,param 43,param 44,param 45,param 46,param 47,param 48,param 49,param 50,param 51,param 52,param 53,Label
1611220,39,9484,31,0,610,72.52906977,46.0,99.6014399,0,351,19.08139535,5.0,39.18270119,0,582,29.10465116,10.0,61.00639102,0,582,68.15116279,45.0,94.72911409,-557,351,-10.02325581,-6.5,70.56713392,46,46,0,46,46,23,0,841,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27
133574,0,22660,38,0,398,30.64529915,17.5,47.34333407,0,158,10.02991453,3.0,17.65538955,0,206,11.15811966,3.0,21.60040653,0,361,28.76068376,17.0,43.69585041,-93,100,-1.128205128,-2.0,23.4376928,11,1,3,10,-2,60,99,4,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2078654,2715,84453,9,0,1150,160.7536946,101.0,178.3991993,0,1002,59.13464696,17.0,109.5114015,0,873,60.59441708,16.0,118.3926202,0,1095,152.454844,94.0,169.9588717,-817,1002,-1.459770115,-10.0,162.9855145,277,37,240,247,-203,46,383,220,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
1169957,0,39275,18,0,1032,231.60396040000003,201.0,152.98990969999997,0,496,76.52970297,40.0,88.86624508,0,632,92.85148515,66.5,101.4212748,0,970,216.9059406,192.0,143.0216907,-586,496,-16.32178218,-37.0,150.6059721,178,81,97,173,-16,32,270,136,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8
595191,99,1561,16,0,717,38.30578512,20.0,71.15350375,0,352,12.60606061,4.0,33.04753512,0,654,13.40633609,3.0,39.2279334,0,705,36.50413223,19.0,69.09433293,-602,352,-0.800275482,-2.0,46.69176873,27,4,2,21,2,72,847,104,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1425417,185,84153,18,0,738,98.94974874,76.0,101.895293,0,392,40.06030151,16.0,59.68709348,0,574,36.14070352,12.0,66.93783437,0,610,92.2160804,75.0,92.32332601,-410,392,3.91959799,-5.0,79.98130163,142,14,79,126,-65,49,476,12,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
94905,0,5573,18,0,256,18.97835498,13.0,24.18202006,0,62,6.283549784,2.0,9.837187041,0,119,6.837662338,2.0,10.88038315,0,246,18.03246753,13.0,23.14833182,-113,62,-0.554112554,-1.0,15.24561872,16,2,14,14,-12,42,150,2,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68306,0,3811,2,0,112,26.81459854,19.0,23.55894778,0,92,9.697810218999999,4.0,14.95542997,0,81,9.97080292,3.0,16.08224374,0,99,25.45255474,18.0,22.55477382,-78,92,-0.272992701,-2.0,23.06512362,13,13,0,13,13,10,26,11,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
28325843,1,571967,61,0,2152,178.916955,103.0,259.0766811,0,2123,73.38408304,33.0,155.86719530000005,0,2034,76.69204152,20.0,178.3974373,0,2129,165.6989619,99.0,249.1106868,-1916,2123,-3.307958478,-8.0,219.2174316,55,55,0,55,55,2,82,928,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,126
6887,0,20,19,0,13,1.269720102,0.0,2.022399797,0,7,0.44783715,0.0,1.020378443,0,13,0.460559796,0.0,1.291623706,0,13,1.203562341,0.0,1.985773199,-13,7,-0.012722646,0.0,1.59271272,0,0,0,0,0,25,2393,1,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
367390,0,2678,100,0,105,11.61669024,6.0,14.61602476,0,63,4.628005658,2.0,8.37768011,0,85,4.069306931,1.0,8.159097279,0,98,10.32248939,6.0,13.30729572,-65,63,0.558698727,0.0,10.82837137,5,2,3,3,-1,39,283,29,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55275,0,1834,13,0,409,4.870437956,2.0,18.66159456,0,41,1.6569343069999998,0.0,3.758567743,0,370,2.284671533,0.0,16.30232123,0,359,4.571167883,2.0,16.58786737,-353,41,-0.627737226,0.0,16.03600297,1,1,0,1,1,7,173,19,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5970921,53096,234501,9,0,1315,137.88801569999998,48.0,233.08131,0,1090,51.28094303,13.0,122.9280847,0,1099,55.68958743,9.0,147.14246699999995,0,1121,129.5638507,45.0,221.1978338,-1054,1090,-4.408644401,-5.0,174.21450430000004,13,13,0,13,13,1,282,916,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,84
33326385,157,27408,47,29,394,152.25,148.0,63.73316304,1,364,73.47857143,47.0,72.67957739,0,279,45.35714286,16.0,60.91458557,29,381,146.93571430000003,145.5,62.19177836,-256,364,28.12142857,-6.0,112.1952041,81,81,0,81,81,3,124,242,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75
406046,0,31774,42,0,719,147.825641,94.0,153.5980781,0,547,58.31282051,20.0,92.61422381,0,566,45.18974359,14.0,85.38942406,0,623,135.8820513,86.0,139.73620359999998,-419,547,13.12307692,-5.0,123.0924823,182,17,42,151,-25,57,48,15,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
36734,0,4,14,0,16,1.788571429,1.0,3.183149512,0,13,0.56,0.0,1.784248541,0,15,0.7142857140000001,0.0,2.208702639,0,16,1.76,1.0,3.136804562,-14,13,-0.154285714,0.0,2.845381507,0,0,0,0,0,16,19,3,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
663025,0,5954,24,0,759,56.57021277,35.0,96.49353614,0,338,19.6893617,8.0,37.69826021,0,714,23.63829787,4.0,81.30285529,0,748,54.34893617,34.0,94.68113086,-669,338,-3.94893617,-2.0,86.53360895,166,166,0,166,166,20,13,33,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30
17365,0,3447,36,0,62,3.264367816,1.0,8.024091746,0,56,1.5862068969999998,0.0,5.496536821,0,33,1.111111111,0.0,3.501383294,0,58,3.0306513410000004,1.0,7.484275928,-18,54,0.475095785,0.0,5.686944153,0,0,0,0,0,65,74,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16146,0,1994,36,0,40,5.166666667,3.0,5.631575842,0,24,2.063973064,1.0,3.41850013,0,32,1.882154882,0.0,3.424940915,0,36,4.882154882,3.0,5.34968309,-24,24,0.181818182,0.0,4.896292082,7,7,0,7,7,15,76,18,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1209904,62,106641,24,0,1176,295.6482085,252.0,229.860119,0,748,113.534202,46.0,142.04537050000005,0,1149,106.4039088,27.0,161.33457980000003,0,1149,280.6026059,251.0,216.0340599,-1124,748,7.13029316,-15.0,226.3060594,405,178,227,398,-49,26,94,53,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17
300536,272,28053,24,0,893,52.56849315,38.0,81.06465435,0,142,18.03082192,8.0,23.86023248,0,318,18.18835616,5.0,33.87146536,0,754,48.90068493,36.0,69.95336313,-212,142,-0.157534247,-3.0,37.98984874,7,7,0,7,7,4,20,2,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4233,0,1005,18,0,45,5.859813084,4.0,6.885510451,0,41,2.447040498,1.0,4.580994766,0,41,2.009345794,0.0,3.924510392,0,43,5.609034267999999,3.0,6.567036012999999,-37,41,0.437694704,0.0,6.031073197,22,9,13,22,-4,26,38,3,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
4233,0,1005,18,0,45,5.859813084,4.0,6.885510451,0,41,2.447040498,1.0,4.580994766,0,41,2.009345794,0.0,3.924510392,0,43,5.609034267999999,3.0,6.567036012999999,-37,41,0.437694704,0.0,6.031073197,18,18,0,18,18,12,45,2,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
3608,0,420,18,0,103,2.164912281,0.0,8.663545144,0,9,0.589473684,0.0,1.430210905,0,87,0.954385965,0.0,6.334646314,0,82,1.947368421,0.0,7.0557207160000015,-79,9,-0.364912281,0.0,6.018698677000001,0,0,0,0,0,44,0,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
81756,0,2947,36,0,185,19.2181146,11.0,25.21934322,0,177,8.151571165,3.0,17.75170561,0,108,6.513863216,1.0,12.03945655,0,179,17.768946399999994,11.0,23.81545337,-87,177,1.637707948,0.0,21.12120601,19,1,18,19,-17,45,0,41,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
165002,0,25302,36,0,636,64.70137825,33.0,85.05105906,0,543,27.84532925,6.0,57.12321625,0,378,22.03215926,3.0,44.41100544,0,550,60.04287902,30.0,78.34363773,-325,543,5.813169985,-2.0,71.53926953,26,1,9,24,-8,53,970,41,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
88359,3,42,17,0,4,0.787356322,0.0,1.12733075,0,4,0.316091954,0.0,0.709601404,0,4,0.252873563,0.0,0.655978532,0,4,0.75862069,0.0,1.082414471,-4,4,0.063218391,0.0,0.941704854,4,0,1,4,-1,56,113,13,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
867486,0,21963,4,0,531,33.12338858,14.0,59.74313854,0,276,10.90607735,2.0,24.79574794,0,299,13.15101289,2.0,32.05185764,0,453,30.50092081,13.0,53.53045552,-243,276,-2.244935543,-1.0,36.93342833,32,2,13,21,-11,67,165,29,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6040,0,59,24,0,14,2.207317073,1.0,3.015156044,0,10,1.042682927,0.0,2.107913689,0,9,0.603658537,0.0,1.4382361419999998,0,12,2.024390244,1.0,2.765094317,-8,10,0.43902439,0.0,2.48211928,0,0,0,0,0,13,359,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
220749,0,12792,18,0,1063,43.28349515,23.0,89.45965744,0,951,16.64271845,5.0,48.33026068,0,1046,17.15533981,3.0,68.86118826,0,1046,41.62135922,22.0,88.17166801,-1029,854,-0.5126213589999999,-1.0,81.12170729,10,10,0,10,10,8,154,3,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
165002,0,25302,36,0,636,64.70137825,33.0,85.05105906,0,543,27.84532925,6.0,57.12321625,0,378,22.03215926,3.0,44.41100544,0,550,60.04287902,30.0,78.34363773,-325,543,5.813169985,-2.0,71.53926953,15,12,3,15,9,26,334,50,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
433536,615,11192,24,0,118,27.31756757,11.0,29.78641019,0,99,9.496621622000001,2.0,16.77755867,0,109,11.11148649,2.0,19.87862843,0,112,25.94256757,11.0,28.28833345,-100,99,-1.614864865,-1.0,25.51192717,62,5,57,61,-52,42,152,19,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
358398,0,8153,18,0,297,34.46166951,24.0,34.84567797,0,223,13.42248722,4.0,23.78012653,0,218,12.235093699999998,3.0,22.36462424,0,233,32.879046,23.0,32.03220303,-154,223,1.187393526,-2.0,32.60531062,45,45,0,45,45,12,72,19,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1203855,88,101567,9,0,626,112.42962959999998,63.0,114.564298,0,584,45.42962963,14.0,78.46405553,0,442,43.95925926,9.0,78.42180705,0,584,107.5481481,61.0,109.2770328,-344,584,1.47037037,-5.5,110.9860729,57,0,8,49,-8,71,103,192,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1181430,0,2307,17,0,27,3.910313901,3.0,3.764482514,0,25,1.4708520180000002,1.0,2.567091266,0,11,1.533632287,0.0,2.6461731040000003,0,14,3.605381166,3.0,3.2388294010000003,-10,23,-0.062780269,0.0,3.708625914,1,0,0,1,0,65,53,4,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25723,0,3586,2,0,57,22.91258741,22.0,11.840551199999998,0,55,8.694055944,4.0,10.57469765,0,49,8.213286712999999,4.0,10.11126726,0,55,21.68006993,21.0,10.97282505,-41,55,0.480769231,-2.0,16.62612257,19,0,19,19,-19,47,54,13,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
83215,393,12259,18,0,71,12.13442623,10.0,10.37074835,0,71,4.629508197,2.0,7.760584401,0,51,4.71147541,1.0,7.275516958,0,71,11.78032787,9.0,10.11965819,-33,71,-0.081967213,-1.0,11.25136798,31,31,0,31,31,21,556,4,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1009493,175714,47503,9,0,379,50.84452297,25.0,68.53456374,0,371,18.15547703,4.0,43.28217707,0,366,19.48056537,3.0,43.70995969,0,371,49.1024735,24.0,67.02633912,-357,371,-1.325088339,-2.0,63.34526212,18,5,13,17,-8,31,58,25,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
865437,0,23219,24,0,356,43.48184019,29.0,46.47567287,0,287,18.56174334,6.0,33.03537159,0,323,16.71912833,3.0,33.6308625,0,330,41.6464891,28.0,44.67001387,-290,287,1.842615012,-2.0,47.77440859,15,2,13,15,-11,33,132,2,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
44314,0,6358,8,0,151,21.91666667,12.0,28.50662504,0,90,6.560897436,2.0,12.28805483,0,143,7.538461538,1.0,15.57421629,0,143,20.98397436,12.0,26.69143,-138,90,-0.977564103,-0.5,19.99798411,29,29,0,29,29,12,46,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
865437,0,23219,24,0,356,43.48184019,29.0,46.47567287,0,287,18.56174334,6.0,33.03537159,0,323,16.71912833,3.0,33.6308625,0,330,41.6464891,28.0,44.67001387,-290,287,1.842615012,-2.0,47.77440859,21,21,0,21,21,16,187,24,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
406046,0,31774,42,0,719,147.825641,94.0,153.5980781,0,547,58.31282051,20.0,92.61422381,0,566,45.18974359,14.0,85.38942406,0,623,135.8820513,86.0,139.73620359999998,-419,547,13.12307692,-5.0,123.0924823,111,111,0,111,111,18,11,4,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30
1457476,0,3961,10,0,59,4.68359375,2.0,9.525330353,0,51,1.453125,0.0,3.947624632,0,53,1.81640625,0.0,6.213760905,0,53,4.34765625,1.0,8.909716122,-47,51,-0.36328125,0.0,6.91782538,2,2,0,2,2,14,155,5,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7461335,1478,218090,9,0,1282,191.7840376,121.0,204.4134752,0,975,73.13849765,27.0,127.7340513,0,733,69.67605634,22.0,116.0034937,0,1248,183.3403756,110.0,198.1751943,-620,975,3.462441315,-12.0,181.335926,73,0,9,69,-9,66,604,91,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
81756,0,2947,36,0,185,19.2181146,11.0,25.21934322,0,177,8.151571165,3.0,17.75170561,0,108,6.513863216,1.0,12.03945655,0,179,17.768946399999994,11.0,23.81545337,-87,177,1.637707948,0.0,21.12120601,2,2,0,2,2,2,0,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
23055,0,67,36,0,461,20.39918534,13.0,34.41136552,0,414,8.295315682,2.0,25.16844188,0,306,7.417515275,2.0,17.91945144,0,444,19.12016293,13.0,32.72224373,-151,414,0.8778004070000001,-1.0,27.95467192,5,1,4,4,-3,50,164,150,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
20131,13,27,24,0,45,2.205035971,1.0,6.124403641000002,0,38,1.133093525,0.0,4.963925815,0,14,0.489208633,0.0,1.41353634,0,42,2.129496403,1.0,6.020748933999998,-9,38,0.643884892,0.0,4.983333592,0,0,0,0,0,0,58,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
634995,0,463,1,0,1280,14.80701754,1.0,110.9270362,0,159,2.616541353,0.0,12.23929442,0,376,4.578947368,0.0,30.6446716,0,872,11.19799499,1.0,76.10834117,-228,46,-1.962406015,0.0,20.2770557,0,0,0,0,0,67,115,2,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1501889,0,33752,14,0,168,5.7747035570000005,3.0,17.52808679,0,63,2.059288538,1.0,4.943998906,0,87,2.1067193680000003,0.0,8.207804677,0,134,5.193675889,3.0,14.57507617,-47,21,-0.04743083,0.0,5.712973527000001,0,0,0,0,0,2,118,4,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
608825,150,11239,44,0,162,36.71195652,33.0,23.74110059,0,151,13.59782609,7.0,19.228777,0,81,13.35597826,6.0,16.72916995,0,155,34.970108700000004,31.0,22.81891564,-74,151,0.241847826,-4.0,28.57786253,54,13,41,52,-28,37,30,233,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
114303,0,41419,24,0,1158,68.44270833,50.5,102.5537809,0,689,24.125,7.0,57.50076992,0,469,26.47916667,6.0,57.27673669,0,1144,65.58333333,48.0,99.49907523,-316,220,-2.354166667,-4.0,59.727677,143,10,133,139,-123,36,159,22,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
1959278,0,12641,18,0,542,22.48575712,11.0,45.6011753,0,208,7.857571214,3.0,16.172860699999998,0,208,7.829085457000001,2.0,18.93318623,0,488,20.16341829,10.0,40.95620924,-129,208,0.028485757,-1.0,20.68237916,7,1,3,6,-2,51,138,19,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6887,0,20,19,0,13,1.269720102,0.0,2.022399797,0,7,0.44783715,0.0,1.020378443,0,13,0.460559796,0.0,1.291623706,0,13,1.203562341,0.0,1.985773199,-13,7,-0.012722646,0.0,1.59271272,3,3,0,3,3,18,334,14,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
672411,1,14221,9,0,451,30.93506494,14.0,53.18534769,0,402,11.85714286,2.0,34.47375682,0,415,11.87445887,2.0,31.643534,0,444,29.94516595,13.0,52.28879617,-403,402,-0.017316017,-1.0,46.58341046,10,0,3,9,-3,58,133,21,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2078654,2715,84453,9,0,1150,160.7536946,101.0,178.3991993,0,1002,59.13464696,17.0,109.5114015,0,873,60.59441708,16.0,118.3926202,0,1095,152.454844,94.0,169.9588717,-817,1002,-1.459770115,-10.0,162.9855145,244,0,3,242,-3,66,473,227,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,1280,14.80701754,1.0,110.9270362,0,159,2.616541353,0.0,12.23929442,0,376,4.578947368,0.0,30.6446716,0,872,11.19799499,1.0,76.10834117,-228,46,-1.962406015,0.0,20.2770557,11,1,2,8,-1,62,114,13,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27147,0,2260,28,0,26,4.306962025,3.0,4.857209402,0,18,1.55221519,0.0,2.673201779,0,23,1.515822785,0.0,2.999430793,0,24,4.091772152,3.0,4.590971674,-23,18,0.036392405,0.0,4.068667514,2,0,2,2,-2,26,111,14,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
356059,0,27989,8,0,417,55.19112628,41.0,52.9199375,0,333,22.46075085,7.0,37.84469786,0,248,18.93174061,6.0,32.11326131,0,356,52.77133106,39.0,49.81020905,-212,333,3.529010239,-3.0,50.45651672,70,70,0,70,70,9,31,11,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27
115669,0,745,1,0,28,1.724770642,0.0,3.842475214,0,24,0.662385321,0.0,2.117588597,0,25,0.72293578,0.0,2.538208319,0,25,1.585321101,0.0,3.656408869,-24,24,-0.060550459,0.0,2.9809800230000003,0,0,0,0,0,47,248,3,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1959278,0,12641,18,0,542,22.48575712,11.0,45.6011753,0,208,7.857571214,3.0,16.172860699999998,0,208,7.829085457000001,2.0,18.93318623,0,488,20.16341829,10.0,40.95620924,-129,208,0.028485757,-1.0,20.68237916,9,1,2,7,-1,63,80,4,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
608825,150,11239,44,0,162,36.71195652,33.0,23.74110059,0,151,13.59782609,7.0,19.228777,0,81,13.35597826,6.0,16.72916995,0,155,34.970108700000004,31.0,22.81891564,-74,151,0.241847826,-4.0,28.57786253,17,2,15,15,-13,42,29,35,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1433518,25951,101466,9,0,984,148.475,100.0,161.0659007,0,734,55.41,19.0,101.0537327,0,832,54.6425,10.0,111.9893508,0,886,141.555,96.0,152.8289959,-795,734,0.7675,-6.0,153.5855086,61,7,54,60,-47,40,780,154,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1611220,39,9484,31,0,610,72.52906977,46.0,99.6014399,0,351,19.08139535,5.0,39.18270119,0,582,29.10465116,10.0,61.00639102,0,582,68.15116279,45.0,94.72911409,-557,351,-10.02325581,-6.5,70.56713392,0,0,0,0,0,0,0,841,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,47
55975,53564,774,50,0,178,33.61395349,8.0,47.92624945,0,125,11.35348837,2.0,24.08754719,0,138,12.36744186,0.0,25.85522952,0,161,31.22325581,6.0,44.27783758,-130,125,-1.013953488,0.0,33.39788032,4,1,1,2,0,64,63,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
274207,0,100435,18,0,663,128.8623549,78.0,130.56416409999997,0,565,48.4212272,16.0,79.28637985,0,530,43.86069652,13.0,71.62205367,0,582,121.6849088,76.0,120.5134409,-428,565,4.56053068,-8.0,107.561626,73,0,15,71,-15,56,43,5,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
99033,414,1053,32,0,217,7.537960954,2.0,19.04444999,0,72,2.37527115,0.0,6.916934811,0,125,2.839479393,0.0,9.984382758999999,0,190,6.960954447000001,2.0,17.78537367,-54,43,-0.464208243,0.0,7.850371233,8,0,0,8,0,67,0,1,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3432568,0,36997,9,0,158,17.088,10.0,24.46189396,0,107,6.528,2.0,13.22638333,0,101,7.48,3.0,14.351362300000002,0,143,15.592,10.0,22.47348518,-44,65,-0.952,-1.0,12.94348083,31,0,7,27,-7,64,161,50,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39611,3243,612,32,0,122,4.4747081710000005,1.0,14.49863614,0,50,1.501945525,0.0,4.432919402,0,106,1.902723735,0.0,9.547865916000001,0,115,4.062256809,0.0,13.90140433,-92,50,-0.40077821,0.0,8.574625457,3,0,1,2,-1,66,70,23,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
595191,99,1561,16,0,717,38.30578512,20.0,71.15350375,0,352,12.60606061,4.0,33.04753512,0,654,13.40633609,3.0,39.2279334,0,705,36.50413223,19.0,69.09433293,-602,352,-0.800275482,-2.0,46.69176873,22,17,5,22,12,26,666,66,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
4716837,0,490422,5,0,1881,136.2347826,42.0,262.8243695,0,1664,62.80652174,11.0,163.88328149999995,0,1499,46.60652174,5.0,136.5274441,0,1770,129.15,40.5,248.2259431,-1238,1664,16.2,-2.0,191.1599467,577,54,169,491,-115,57,24,4486,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
6141231,108622,290050,36,0,1658,238.07490640000003,161.0,240.4960736,0,904,93.14794007,44.5,127.46943020000002,0,956,80.41385768,31.0,129.0937987,0,1425,215.3764045,149.0,210.8854942,-783,904,12.7340824,-15.0,178.356701,719,719,0,719,719,7,101,2374,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,279
1975842,35,140870,9,0,1073,132.3184438,84.5,153.984049,0,950,51.3573487,11.0,104.3517065,0,997,43.5648415,8.0,89.72651838,0,1041,128.6123919,81.5,148.8310975,-934,950,7.792507205,-4.0,140.9170874,145,101,44,144,57,29,142,183,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
